"hat";"mean";"se_mean";"sd";"2.5%";"25%";"50%";"75%";"97.5%";"n_eff";"Rhat"
"y_hat[742]";0.02;0;0.06;-0.1;-0.02;0.02;0.06;0.13;2218.33;1
"y_hat[743]";-2.05;0;0.12;-2.28;-2.13;-2.05;-1.98;-1.82;2294.06;1
"y_hat[744]";-0.14;0;0.06;-0.26;-0.18;-0.14;-0.1;-0.03;1908.2;1
"y_hat[745]";-0.57;0;0.07;-0.71;-0.61;-0.56;-0.52;-0.44;926.1;1
"y_hat[746]";-3.83;0.01;0.27;-4.37;-4.01;-3.83;-3.64;-3.32;643.2;1
"y_hat[747]";-4.55;0.02;0.39;-5.34;-4.81;-4.54;-4.27;-3.82;473.34;1
"y_hat[748]";0.48;0;0.06;0.37;0.44;0.48;0.52;0.6;1210.15;1
"y_hat[749]";-3.78;0.01;0.26;-4.3;-3.96;-3.77;-3.6;-3.28;664.63;1
"y_hat[750]";0.38;0;0.06;0.27;0.34;0.38;0.42;0.49;1512.08;1
"y_hat[751]";-2.66;0;0.15;-2.95;-2.76;-2.66;-2.56;-2.37;2248.22;1
"y_hat[752]";0.37;0;0.06;0.25;0.32;0.37;0.41;0.49;1838.18;1
"y_hat[753]";0.48;0;0.06;0.36;0.43;0.48;0.52;0.6;1328;1
"y_hat[754]";-3.77;0.01;0.26;-4.29;-3.95;-3.76;-3.59;-3.27;668.81;1
"y_hat[755]";0.48;0;0.06;0.37;0.44;0.48;0.52;0.6;1203.59;1
"y_hat[756]";0.47;0;0.06;0.36;0.43;0.47;0.51;0.59;1224.32;1
"y_hat[757]";-4.53;0.02;0.39;-5.31;-4.79;-4.52;-4.25;-3.81;476.05;1
"y_hat[758]";-4.18;0.01;0.32;-4.82;-4.39;-4.17;-3.95;-3.56;540.67;1
"y_hat[759]";-2.83;0;0.16;-3.15;-2.93;-2.82;-2.72;-2.52;1972.35;1
"y_hat[760]";-4.96;0.02;0.48;-5.94;-5.28;-4.95;-4.62;-4.08;427.68;1
"y_hat[761]";0.49;0;0.06;0.38;0.45;0.49;0.53;0.61;1223.31;1
"y_hat[762]";0.49;0;0.06;0.38;0.45;0.49;0.53;0.61;1203.63;1
"y_hat[763]";0.49;0;0.06;0.38;0.45;0.49;0.53;0.61;1203.63;1
"y_hat[764]";-5.1;0.03;0.52;-6.15;-5.45;-5.09;-4.74;-4.15;416.18;1
"y_hat[765]";-2.92;0;0.17;-3.26;-3.03;-2.91;-2.81;-2.6;1708.38;1
"y_hat[766]";-3.76;0.01;0.26;-4.28;-3.94;-3.76;-3.58;-3.27;672.31;1
"y_hat[767]";-2.09;0;0.12;-2.33;-2.17;-2.09;-2.01;-1.86;2344.01;1
"y_hat[768]";-0.42;0;0.07;-0.55;-0.46;-0.41;-0.37;-0.29;1017.16;1
"y_hat[769]";-0.9;0;0.08;-1.07;-0.95;-0.9;-0.84;-0.75;889.06;1
"y_hat[770]";0.49;0;0.06;0.37;0.45;0.49;0.53;0.61;1200.12;1
"y_hat[771]";-4.41;0.02;0.37;-5.14;-4.65;-4.4;-4.15;-3.73;494.9;1
"y_hat[772]";-3.89;0.01;0.28;-4.44;-4.07;-3.89;-3.69;-3.37;622.59;1
"y_hat[773]";-3.39;0.01;0.21;-3.81;-3.53;-3.38;-3.25;-2.98;1063.38;1
"y_hat[774]";-2.91;0;0.17;-3.24;-3.02;-2.9;-2.8;-2.59;1733.13;1
"y_hat[775]";0.48;0;0.06;0.37;0.44;0.48;0.52;0.6;1287.39;1
"y_hat[776]";-4.09;0.01;0.31;-4.7;-4.29;-4.08;-3.87;-3.5;562.3;1
"y_hat[777]";-3.37;0.01;0.21;-3.79;-3.52;-3.37;-3.23;-2.97;1077.44;1
"y_hat[778]";0.49;0;0.06;0.37;0.45;0.49;0.53;0.61;1243.05;1
"y_hat[779]";-4.43;0.02;0.37;-5.16;-4.67;-4.42;-4.16;-3.74;492.24;1
"y_hat[780]";0.48;0;0.06;0.37;0.44;0.48;0.53;0.61;1273.01;1
"y_hat[781]";0.48;0;0.06;0.36;0.43;0.47;0.52;0.59;1217.58;1
"y_hat[782]";0.48;0;0.06;0.37;0.44;0.48;0.52;0.6;1206.96;1
"y_hat[783]";0.1;0;0.06;-0.01;0.06;0.1;0.14;0.21;2282.89;1
"y_hat[784]";-3.85;0.01;0.27;-4.39;-4.03;-3.84;-3.66;-3.33;638.29;1
"y_hat[785]";-4.66;0.02;0.42;-5.5;-4.94;-4.65;-4.36;-3.89;458.9;1
"y_hat[786]";0.49;0;0.06;0.37;0.45;0.49;0.53;0.61;1246.5;1
"y_hat[787]";0.43;0;0.06;0.32;0.39;0.43;0.47;0.54;1345.34;1
"y_hat[788]";-0.44;0;0.07;-0.58;-0.48;-0.44;-0.39;-0.31;998.86;1
"y_hat[789]";-3.35;0.01;0.21;-3.75;-3.49;-3.34;-3.2;-2.95;1104.84;1
"y_hat[790]";0.38;0;0.06;0.27;0.34;0.38;0.42;0.49;1499.44;1
"y_hat[791]";-4.15;0.01;0.32;-4.78;-4.36;-4.14;-3.93;-3.54;547.52;1
"y_hat[792]";0.47;0;0.06;0.36;0.43;0.47;0.51;0.59;1221.83;1
"y_hat[793]";0.47;0;0.06;0.35;0.42;0.47;0.51;0.58;1237.83;1
"y_hat[794]";-3.87;0.01;0.27;-4.42;-4.05;-3.86;-3.68;-3.35;629.98;1
"y_hat[795]";0.46;0;0.06;0.34;0.41;0.46;0.5;0.57;1264.32;1
"y_hat[796]";0.44;0;0.06;0.32;0.39;0.44;0.48;0.55;1320.7;1
"y_hat[797]";-2.91;0;0.17;-3.25;-3.02;-2.91;-2.8;-2.59;1724.27;1
"y_hat[798]";-3.53;0.01;0.23;-3.99;-3.69;-3.53;-3.38;-3.1;792.44;1
"y_hat[799]";0.28;0;0.06;0.16;0.24;0.28;0.32;0.41;2020.85;1
"y_hat[800]";-0.09;0;0.06;-0.21;-0.13;-0.09;-0.05;0.02;2023.96;1
"y_hat[801]";-3.51;0.01;0.23;-3.96;-3.66;-3.5;-3.35;-3.07;809.69;1
"y_hat[802]";-3.06;0;0.18;-3.42;-3.19;-3.06;-2.94;-2.72;1458.98;1
"y_hat[803]";-3.33;0.01;0.2;-3.73;-3.46;-3.32;-3.19;-2.93;1125.62;1
"y_hat[804]";0.44;0;0.06;0.33;0.4;0.44;0.48;0.55;1316.35;1
"y_hat[805]";-0.19;0;0.06;-0.31;-0.23;-0.19;-0.15;-0.08;1733.84;1
"y_hat[806]";-3.92;0.01;0.28;-4.48;-4.11;-3.92;-3.72;-3.39;612.45;1
"y_hat[807]";-3.1;0;0.18;-3.46;-3.22;-3.09;-2.98;-2.74;1410.58;1
"y_hat[808]";-3.75;0.01;0.26;-4.26;-3.92;-3.74;-3.57;-3.26;678.92;1
"y_hat[809]";-3.78;0.01;0.26;-4.3;-3.95;-3.77;-3.6;-3.28;665.28;1
"y_hat[810]";-0.81;0;0.08;-0.98;-0.87;-0.81;-0.76;-0.67;882.43;1
"y_hat[811]";-1.74;0;0.11;-1.94;-1.81;-1.74;-1.67;-1.53;1824.32;1
"y_hat[812]";-2.99;0;0.17;-3.33;-3.1;-2.98;-2.87;-2.65;1589.62;1
"y_hat[813]";0.17;0;0.06;0.05;0.13;0.17;0.2;0.27;2251.66;1
"y_hat[814]";0.21;0;0.06;0.1;0.18;0.21;0.25;0.32;2179.3;1
"y_hat[815]";0.18;0;0.06;0.07;0.14;0.18;0.22;0.29;2235.33;1
"y_hat[816]";0.37;0;0.06;0.26;0.33;0.37;0.41;0.48;1542.51;1
"y_hat[817]";-1.53;0;0.1;-1.72;-1.59;-1.53;-1.46;-1.33;1546.7;1
"y_hat[818]";-0.48;0;0.07;-0.62;-0.52;-0.47;-0.43;-0.35;972.89;1
"y_hat[819]";0.47;0;0.06;0.36;0.43;0.47;0.51;0.59;1345.75;1
"y_hat[820]";0.25;0;0.06;0.14;0.21;0.25;0.29;0.36;2095.1;1
"y_hat[821]";-2.62;0;0.14;-2.91;-2.71;-2.62;-2.52;-2.33;2364.7;1
"y_hat[822]";-2.77;0;0.16;-3.09;-2.88;-2.77;-2.67;-2.47;2062.61;1
"y_hat[823]";0.49;0;0.06;0.37;0.45;0.49;0.53;0.61;1200.21;1
"y_hat[824]";0.42;0;0.06;0.3;0.38;0.42;0.46;0.54;1634.91;1
"y_hat[825]";0.29;0;0.06;0.17;0.25;0.29;0.33;0.4;1901.29;1
"y_hat[826]";-2.63;0;0.15;-2.92;-2.73;-2.63;-2.53;-2.35;2346.65;1
"y_hat[827]";-3.13;0.01;0.18;-3.5;-3.26;-3.12;-3.01;-2.77;1360.93;1
"y_hat[828]";0.33;0;0.06;0.22;0.29;0.33;0.37;0.44;1693.45;1
"y_hat[829]";-0.1;0;0.06;-0.21;-0.13;-0.1;-0.06;0.01;2009.19;1
"y_hat[830]";-3.57;0.01;0.23;-4.03;-3.72;-3.56;-3.4;-3.12;772.58;1
"y_hat[831]";-4.42;0.02;0.37;-5.15;-4.66;-4.41;-4.16;-3.73;493.59;1
"y_hat[832]";0.02;0;0.06;-0.09;-0.01;0.02;0.06;0.13;2221.69;1
"y_hat[833]";-0.6;0;0.07;-0.75;-0.65;-0.6;-0.55;-0.47;913.33;1
"y_hat[834]";-2.25;0;0.13;-2.49;-2.33;-2.25;-2.16;-2;2490.02;1
"y_hat[835]";-3.55;0.01;0.23;-4.01;-3.7;-3.54;-3.39;-3.11;785.18;1
"y_hat[836]";-4.52;0.02;0.39;-5.3;-4.78;-4.51;-4.24;-3.8;477.74;1
"y_hat[837]";0.32;0;0.06;0.2;0.28;0.32;0.36;0.45;1951.7;1
"y_hat[838]";0.26;0;0.06;0.14;0.22;0.26;0.3;0.37;2004;1
"y_hat[839]";-3.91;0.01;0.28;-4.47;-4.09;-3.9;-3.71;-3.38;616.41;1
"y_hat[840]";0.48;0;0.06;0.37;0.44;0.48;0.53;0.61;1271.48;1
"y_hat[841]";-0.12;0;0.06;-0.23;-0.15;-0.11;-0.08;-0.01;1967.34;1
"y_hat[842]";-2.91;0;0.17;-3.24;-3.02;-2.9;-2.79;-2.59;1734.66;1
"y_hat[843]";-3.37;0.01;0.21;-3.79;-3.52;-3.37;-3.23;-2.97;1077.46;1
"y_hat[844]";0.18;0;0.06;0.07;0.14;0.18;0.22;0.29;2231.33;1
"y_hat[845]";-0.01;0;0.06;-0.12;-0.04;-0.01;0.03;0.1;2177.39;1
"y_hat[846]";-2.8;0;0.16;-3.11;-2.9;-2.79;-2.69;-2.49;2025.09;1
"y_hat[847]";-3.17;0.01;0.19;-3.55;-3.3;-3.16;-3.04;-2.8;1309.9;1
"y_hat[848]";0.43;0;0.06;0.31;0.39;0.43;0.47;0.55;1601.33;1
"y_hat[849]";0.45;0;0.06;0.33;0.4;0.45;0.49;0.56;1292.2;1
"y_hat[850]";-3.61;0.01;0.24;-4.09;-3.77;-3.6;-3.44;-3.16;747.33;1
"y_hat[851]";-4.23;0.01;0.33;-4.9;-4.45;-4.23;-4;-3.6;528.68;1
"y_hat[852]";-4.23;0.01;0.33;-4.9;-4.45;-4.23;-4;-3.6;528.68;1
"y_hat[853]";0.47;0;0.06;0.35;0.43;0.47;0.51;0.59;1357.25;1
"y_hat[854]";-4.62;0.02;0.41;-5.44;-4.89;-4.61;-4.33;-3.86;464.39;1
"y_hat[855]";0.25;0;0.06;0.12;0.2;0.25;0.29;0.38;2045.15;1
"y_hat[856]";-3.23;0.01;0.19;-3.62;-3.36;-3.22;-3.1;-2.85;1234.36;1
"y_hat[857]";-3.34;0.01;0.21;-3.74;-3.48;-3.33;-3.2;-2.94;1113.99;1
"y_hat[858]";-2.82;0;0.16;-3.15;-2.93;-2.82;-2.72;-2.51;1975.93;1
"y_hat[859]";-2.84;0;0.16;-3.17;-2.95;-2.84;-2.73;-2.53;1946.15;1
"y_hat[860]";0.21;0;0.07;0.08;0.17;0.21;0.26;0.34;2045.5;1
"y_hat[861]";0.26;0;0.06;0.14;0.22;0.26;0.3;0.39;2038.01;1
"y_hat[862]";0.43;0;0.06;0.32;0.39;0.43;0.47;0.55;1330.76;1
"y_hat[863]";-2.15;0;0.12;-2.38;-2.23;-2.14;-2.06;-1.91;2404.34;1
"y_hat[864]";-3.39;0.01;0.21;-3.82;-3.54;-3.39;-3.25;-2.99;1058.6;1
"y_hat[865]";0.47;0;0.06;0.36;0.43;0.47;0.52;0.59;1340.85;1
"y_hat[866]";-1.72;0;0.11;-1.93;-1.79;-1.72;-1.65;-1.52;1797.55;1
"y_hat[867]";-3.34;0.01;0.21;-3.75;-3.48;-3.33;-3.2;-2.94;1110.11;1
"y_hat[868]";-1.32;0;0.09;-1.5;-1.38;-1.32;-1.26;-1.14;1357.67;1
"y_hat[869]";-0.2;0;0.06;-0.32;-0.24;-0.19;-0.15;-0.08;1731.65;1
"y_hat[870]";-2.44;0;0.13;-2.71;-2.53;-2.44;-2.35;-2.18;2545.8;1
"y_hat[871]";-2.78;0;0.16;-3.1;-2.88;-2.78;-2.68;-2.48;2048.94;1
"y_hat[872]";-3.3;0.01;0.2;-3.7;-3.44;-3.29;-3.16;-2.91;1149.55;1
"y_hat[873]";0.49;0;0.06;0.37;0.45;0.49;0.53;0.61;1246.62;1
"y_hat[874]";0.39;0;0.06;0.27;0.35;0.39;0.43;0.5;1484.16;1
"y_hat[875]";-3.37;0.01;0.21;-3.79;-3.52;-3.36;-3.23;-2.97;1078.97;1
"y_hat[876]";0.49;0;0.06;0.37;0.44;0.48;0.53;0.61;1270.41;1
"y_hat[877]";-3.71;0.01;0.25;-4.21;-3.88;-3.7;-3.53;-3.23;695.41;1
"y_hat[878]";-4.32;0.02;0.35;-5.02;-4.55;-4.31;-4.07;-3.66;510.86;1
"y_hat[879]";0.44;0;0.06;0.32;0.4;0.44;0.48;0.56;1545.01;1
"y_hat[880]";0.46;0;0.06;0.35;0.42;0.46;0.5;0.59;1404.17;1
"y_hat[881]";0.37;0;0.06;0.25;0.33;0.37;0.41;0.49;1820.06;1
"y_hat[882]";-3.37;0.01;0.21;-3.78;-3.51;-3.36;-3.22;-2.97;1084.88;1
"y_hat[883]";0.45;0;0.06;0.34;0.41;0.45;0.49;0.56;1284.14;1
"y_hat[884]";0.28;0;0.06;0.16;0.24;0.28;0.32;0.39;1934.23;1
"y_hat[885]";-3.54;0.01;0.23;-4;-3.7;-3.53;-3.38;-3.1;787.63;1
"y_hat[886]";-2.71;0;0.15;-3.01;-2.81;-2.71;-2.61;-2.42;2163.66;1
"y_hat[887]";-2.31;0;0.13;-2.56;-2.39;-2.31;-2.22;-2.06;2585.4;1
"y_hat[888]";-2.73;0;0.15;-3.04;-2.83;-2.73;-2.63;-2.44;2129.69;1
"y_hat[889]";-3.02;0;0.17;-3.37;-3.13;-3.01;-2.9;-2.68;1537.29;1
"y_hat[890]";-0.77;0;0.08;-0.93;-0.82;-0.77;-0.71;-0.63;883;1
"y_hat[891]";0.4;0;0.06;0.29;0.36;0.4;0.44;0.52;1423.97;1
"y_hat[892]";0.45;0;0.06;0.34;0.41;0.45;0.49;0.57;1467.19;1
"y_hat[893]";0.46;0;0.06;0.34;0.42;0.46;0.5;0.57;1260.28;1
"y_hat[894]";-2;0;0.12;-2.23;-2.08;-2;-1.93;-1.78;2224.74;1
"y_hat[895]";0.34;0;0.06;0.23;0.3;0.34;0.38;0.45;1656.68;1
"y_hat[896]";0.25;0;0.06;0.13;0.21;0.25;0.3;0.38;2042.33;1
"y_hat[897]";0.49;0;0.06;0.37;0.45;0.49;0.53;0.61;1237.39;1
"y_hat[898]";-3.83;0.01;0.27;-4.36;-4;-3.82;-3.64;-3.32;646.51;1
"y_hat[899]";0.04;0;0.06;-0.07;0.01;0.04;0.08;0.15;2245.98;1
"y_hat[900]";-2.3;0;0.13;-2.55;-2.39;-2.3;-2.22;-2.06;2584.75;1
"y_hat[901]";0.31;0;0.06;0.18;0.27;0.31;0.35;0.43;1980.58;1
"y_hat[902]";-1.49;0;0.1;-1.68;-1.56;-1.49;-1.42;-1.3;1506.65;1
"y_hat[903]";-4.11;0.01;0.31;-4.73;-4.32;-4.11;-3.89;-3.52;556.24;1
"y_hat[904]";0.05;0;0.06;-0.07;0.01;0.05;0.09;0.16;2252.69;1
"y_hat[905]";0.05;0;0.06;-0.07;0.01;0.05;0.09;0.16;2252.69;1
"y_hat[906]";-1.37;0;0.09;-1.56;-1.43;-1.37;-1.31;-1.19;1397.01;1
"y_hat[907]";-3.22;0.01;0.19;-3.61;-3.35;-3.21;-3.09;-2.85;1241.16;1
"y_hat[908]";-2.16;0;0.12;-2.4;-2.24;-2.16;-2.08;-1.92;2421.3;1
"y_hat[909]";-2.98;0;0.17;-3.32;-3.09;-2.97;-2.86;-2.65;1602.49;1
"y_hat[910]";-2.98;0;0.17;-3.32;-3.09;-2.97;-2.86;-2.65;1602.49;1
"y_hat[911]";0.42;0;0.06;0.31;0.38;0.42;0.46;0.54;1366.72;1
"y_hat[912]";0.06;0;0.06;-0.06;0.02;0.06;0.1;0.17;2261.46;1
"y_hat[913]";-3.37;0.01;0.21;-3.78;-3.51;-3.36;-3.22;-2.97;1084.06;1
"y_hat[914]";-3.46;0.01;0.22;-3.9;-3.61;-3.45;-3.31;-3.04;841.1;1
"y_hat[915]";0.49;0;0.06;0.38;0.45;0.49;0.53;0.61;1201.88;1
"y_hat[916]";-0.46;0;0.07;-0.6;-0.5;-0.46;-0.41;-0.34;983.12;1
"y_hat[917]";-2.6;0;0.14;-2.89;-2.7;-2.6;-2.51;-2.32;2387.75;1
"y_hat[918]";-4.71;0.02;0.43;-5.57;-4.99;-4.7;-4.4;-3.92;453.29;1
"y_hat[919]";0.49;0;0.06;0.38;0.45;0.49;0.53;0.61;1219.32;1
"y_hat[920]";0.49;0;0.06;0.38;0.45;0.49;0.53;0.61;1219.32;1
"y_hat[921]";-1.88;0;0.11;-2.1;-1.96;-1.88;-1.81;-1.66;2047.01;1
"y_hat[922]";-3.64;0.01;0.24;-4.12;-3.8;-3.63;-3.47;-3.18;731.68;1
"y_hat[923]";0.46;0;0.06;0.34;0.41;0.46;0.5;0.58;1440.79;1
"y_hat[924]";-1.39;0;0.1;-1.57;-1.45;-1.39;-1.32;-1.2;1412.01;1
"y_hat[925]";-3.2;0.01;0.19;-3.59;-3.33;-3.19;-3.07;-2.83;1266.33;1
"y_hat[926]";-0.07;0;0.06;-0.19;-0.11;-0.07;-0.03;0.04;2056.26;1
"y_hat[927]";-0.12;0;0.06;-0.24;-0.16;-0.12;-0.08;-0.01;1949.28;1
"y_hat[928]";-3.22;0.01;0.19;-3.61;-3.35;-3.21;-3.09;-2.85;1243.66;1
"y_hat[929]";0.49;0;0.06;0.38;0.45;0.49;0.53;0.61;1208.8;1
"y_hat[930]";-3;0;0.17;-3.35;-3.11;-2.99;-2.88;-2.66;1570.9;1
"y_hat[931]";-3.76;0.01;0.26;-4.27;-3.93;-3.75;-3.58;-3.26;674.48;1
"y_hat[932]";0.29;0;0.06;0.17;0.25;0.29;0.34;0.42;2004.7;1
"y_hat[933]";0.2;0;0.06;0.09;0.17;0.2;0.24;0.31;2198.02;1
"y_hat[934]";-2.48;0;0.14;-2.75;-2.57;-2.48;-2.39;-2.22;2516.36;1
"y_hat[935]";-1.71;0;0.11;-1.91;-1.78;-1.71;-1.64;-1.5;1777.26;1
"y_hat[936]";0.44;0;0.06;0.33;0.4;0.44;0.48;0.56;1297.91;1
"y_hat[937]";0.44;0;0.06;0.32;0.39;0.44;0.48;0.55;1319.46;1
"y_hat[938]";0.17;0;0.06;0.06;0.13;0.17;0.21;0.28;2246.23;1
"y_hat[939]";-0.84;0;0.08;-1.01;-0.9;-0.84;-0.79;-0.69;883.58;1
"y_hat[940]";-0.07;0;0.06;-0.19;-0.11;-0.07;-0.03;0.04;2056.35;1
"y_hat[941]";-1.51;0;0.1;-1.7;-1.57;-1.5;-1.44;-1.31;1523.03;1
"y_hat[942]";-1.51;0;0.1;-1.7;-1.57;-1.5;-1.44;-1.31;1523.03;1
"y_hat[943]";0.37;0;0.06;0.26;0.33;0.37;0.41;0.48;1543.2;1
"y_hat[944]";-1.86;0;0.11;-2.07;-1.94;-1.86;-1.79;-1.64;2009.17;1
"y_hat[945]";0.49;0;0.06;0.37;0.45;0.49;0.53;0.61;1236.3;1
"y_hat[946]";-4.13;0.01;0.31;-4.75;-4.33;-4.12;-3.91;-3.52;553.16;1
"y_hat[947]";0.04;0;0.06;-0.08;0;0.04;0.07;0.14;2237.26;1
"y_hat[948]";-2.06;0;0.12;-2.29;-2.14;-2.06;-1.98;-1.83;2302.16;1
"y_hat[949]";0.38;0;0.06;0.27;0.34;0.38;0.42;0.49;1500.13;1
"y_hat[950]";0.25;0;0.06;0.14;0.21;0.25;0.29;0.36;2096.24;1
"y_hat[951]";0.46;0;0.06;0.35;0.42;0.46;0.5;0.58;1255.82;1
"y_hat[952]";-2.65;0;0.15;-2.94;-2.75;-2.65;-2.55;-2.36;2315.92;1
"y_hat[953]";-3.63;0.01;0.24;-4.11;-3.8;-3.63;-3.47;-3.17;734.78;1
"y_hat[954]";0.28;0;0.06;0.16;0.24;0.28;0.33;0.41;2017.41;1
"y_hat[955]";0.33;0;0.06;0.21;0.29;0.33;0.37;0.45;1931.72;1
"y_hat[956]";-2.96;0;0.17;-3.3;-3.07;-2.95;-2.84;-2.63;1643.08;1
"y_hat[957]";-3.2;0.01;0.19;-3.59;-3.33;-3.2;-3.07;-2.83;1264.26;1
"y_hat[958]";0.28;0;0.06;0.16;0.24;0.28;0.32;0.41;2019.52;1
"y_hat[959]";0.37;0;0.06;0.25;0.33;0.37;0.41;0.49;1820.67;1
"y_hat[960]";-1.05;0;0.09;-1.23;-1.11;-1.05;-0.99;-0.89;923.51;1
"y_hat[961]";-3.2;0.01;0.19;-3.58;-3.33;-3.19;-3.07;-2.83;1268.51;1
"y_hat[962]";0.49;0;0.06;0.38;0.45;0.49;0.53;0.61;1233.45;1
"y_hat[963]";0.47;0;0.06;0.36;0.43;0.47;0.51;0.59;1231.98;1
"y_hat[964]";-2.73;0;0.15;-3.04;-2.83;-2.73;-2.63;-2.44;2130.72;1
"y_hat[965]";0.01;0;0.07;-0.13;-0.05;0.01;0.06;0.15;1784.32;1
"y_hat[966]";0.37;0;0.06;0.25;0.33;0.37;0.41;0.49;1833.31;1
"y_hat[967]";0.1;0;0.06;-0.01;0.06;0.1;0.14;0.21;2282.38;1
"y_hat[968]";-2.67;0;0.15;-2.96;-2.77;-2.66;-2.57;-2.38;2235.19;1
"y_hat[969]";-3.32;0.01;0.2;-3.72;-3.45;-3.31;-3.18;-2.93;1134.74;1
"y_hat[970]";0.08;0;0.07;-0.06;0.03;0.08;0.13;0.22;1902.35;1
"y_hat[971]";-2.64;0;0.15;-2.93;-2.73;-2.63;-2.54;-2.35;2336.77;1
"y_hat[972]";0.29;0;0.06;0.18;0.25;0.29;0.33;0.4;1838.53;1
"y_hat[973]";0.36;0;0.06;0.25;0.32;0.36;0.4;0.47;1577.75;1
"y_hat[974]";-3.48;0.01;0.22;-3.92;-3.63;-3.47;-3.32;-3.05;829.9;1
"y_hat[975]";0.36;0;0.06;0.24;0.32;0.36;0.4;0.48;1859.71;1
"y_hat[976]";-2.04;0;0.12;-2.27;-2.12;-2.04;-1.96;-1.81;2278.21;1
"y_hat[977]";-3.43;0.01;0.22;-3.86;-3.57;-3.42;-3.28;-3.01;867.39;1
"y_hat[978]";0.45;0;0.06;0.33;0.41;0.45;0.49;0.57;1515.39;1
"y_hat[979]";0.4;0;0.06;0.29;0.36;0.4;0.44;0.51;1439.29;1
"y_hat[980]";-3.63;0.01;0.24;-4.11;-3.79;-3.62;-3.46;-3.17;736.23;1
"y_hat[981]";0.25;0;0.06;0.14;0.21;0.25;0.29;0.36;2091.3;1
"y_hat[982]";-2.57;0;0.14;-2.86;-2.67;-2.57;-2.48;-2.3;2422.68;1
"y_hat[983]";0.12;0;0.06;0;0.08;0.12;0.15;0.22;2282.77;1
"y_hat[984]";-0.49;0;0.07;-0.63;-0.53;-0.49;-0.44;-0.36;965.73;1
"y_hat[985]";0.07;0;0.06;-0.04;0.03;0.07;0.11;0.18;2270.81;1
"y_hat[986]";0.47;0;0.06;0.36;0.43;0.47;0.51;0.59;1227.71;1
"y_hat[987]";-2.8;0;0.16;-3.12;-2.91;-2.8;-2.7;-2.49;2013.76;1
"y_hat[988]";-2.8;0;0.16;-3.12;-2.91;-2.8;-2.7;-2.49;2013.76;1
"y_hat[989]";-2.29;0;0.13;-2.54;-2.38;-2.29;-2.2;-2.04;2582.19;1
"y_hat[990]";-2.96;0;0.17;-3.3;-3.07;-2.95;-2.85;-2.63;1634.7;1
"y_hat[991]";-3.45;0.01;0.22;-3.89;-3.6;-3.44;-3.3;-3.03;850.26;1
"y_hat[992]";0.49;0;0.06;0.38;0.45;0.49;0.53;0.61;1214.53;1
"y_hat[993]";-2.45;0;0.14;-2.72;-2.54;-2.45;-2.36;-2.19;2540.11;1
"y_hat[994]";-3.71;0.01;0.25;-4.21;-3.88;-3.7;-3.53;-3.23;696.89;1
"y_hat[995]";-2.19;0;0.12;-2.43;-2.27;-2.19;-2.11;-1.95;2448.79;1
"y_hat[996]";-3.5;0.01;0.22;-3.95;-3.65;-3.49;-3.35;-3.07;814.22;1
"y_hat[997]";0.49;0;0.06;0.38;0.45;0.49;0.53;0.61;1202.24;1
"y_hat[998]";0.13;0;0.06;0.01;0.09;0.13;0.16;0.23;2280.62;1
"y_hat[999]";-2.72;0;0.15;-3.02;-2.82;-2.71;-2.62;-2.42;2156.16;1
"y_hat[1000]";-3.02;0;0.17;-3.37;-3.14;-3.01;-2.9;-2.68;1532.43;1
"y_hat[1001]";0.31;0;0.06;0.18;0.26;0.31;0.35;0.43;1981.2;1
"y_hat[1002]";0.42;0;0.06;0.3;0.38;0.42;0.46;0.54;1644.93;1
"y_hat[1003]";-4.02;0.01;0.3;-4.61;-4.22;-4.02;-3.81;-3.46;581.01;1
"y_hat[1004]";-1.69;0;0.1;-1.89;-1.76;-1.68;-1.62;-1.48;1744.85;1
"y_hat[1005]";0.46;0;0.06;0.34;0.41;0.46;0.5;0.58;1441.08;1
"y_hat[1006]";0.49;0;0.06;0.38;0.45;0.49;0.53;0.61;1218.61;1
"y_hat[1007]";0.48;0;0.06;0.37;0.44;0.48;0.52;0.6;1283.75;1
"y_hat[1008]";-2.73;0;0.15;-3.04;-2.84;-2.73;-2.63;-2.44;2126.53;1
"y_hat[1009]";-3.27;0.01;0.2;-3.67;-3.41;-3.27;-3.14;-2.89;1179.9;1
"y_hat[1010]";0.12;0;0.07;-0.01;0.08;0.12;0.17;0.26;1962.11;1
"y_hat[1011]";0.48;0;0.06;0.37;0.44;0.48;0.52;0.6;1210.5;1
"y_hat[1012]";0.42;0;0.06;0.3;0.37;0.42;0.46;0.54;1659.99;1
"y_hat[1013]";-2.61;0;0.14;-2.9;-2.71;-2.61;-2.51;-2.33;2375.9;1
"y_hat[1014]";-2.91;0;0.17;-3.25;-3.02;-2.91;-2.8;-2.59;1720.51;1
"y_hat[1015]";-0.07;0;0.06;-0.19;-0.11;-0.07;-0.03;0.04;2055.3;1
"y_hat[1016]";-0.83;0;0.08;-0.99;-0.88;-0.82;-0.77;-0.68;882.8;1
"y_hat[1017]";0.29;0;0.06;0.17;0.25;0.29;0.33;0.42;2006.82;1
"y_hat[1018]";-3;0;0.17;-3.34;-3.11;-2.99;-2.88;-2.66;1573.52;1
"y_hat[1019]";-3.51;0.01;0.23;-3.96;-3.66;-3.5;-3.35;-3.08;807.74;1
"y_hat[1020]";0.03;0;0.07;-0.11;-0.02;0.03;0.08;0.17;1825.69;1
"y_hat[1021]";0.08;0;0.07;-0.06;0.03;0.08;0.13;0.21;1897.46;1
