"hat";"mean";"se_mean";"sd";"2.5%";"25%";"50%";"75%";"97.5%";"n_eff";"Rhat"
"y_hat[3002]";0.45;0;0.06;0.33;0.41;0.45;0.49;0.57;1514.64;1
"y_hat[3003]";0.3;0;0.06;0.19;0.26;0.3;0.34;0.41;1802.12;1
"y_hat[3004]";0.05;0;0.06;-0.06;0.02;0.06;0.09;0.16;2257.6;1
"y_hat[3005]";-1.17;0;0.09;-1.35;-1.23;-1.17;-1.1;-0.99;1463.92;1
"y_hat[3006]";-0.42;0;0.08;-0.58;-0.48;-0.42;-0.36;-0.26;985.27;1
"y_hat[3007]";-0.27;0;0.06;-0.4;-0.31;-0.27;-0.23;-0.16;1562.23;1
"y_hat[3008]";-1.69;0;0.15;-1.97;-1.78;-1.69;-1.59;-1.4;1890.88;1
"y_hat[3009]";-0.27;0;0.08;-0.42;-0.33;-0.27;-0.22;-0.12;1098.39;1
"y_hat[3010]";0.27;0;0.06;0.16;0.24;0.27;0.31;0.38;1945.75;1
"y_hat[3011]";-0.43;0;0.07;-0.57;-0.48;-0.43;-0.39;-0.31;1002.83;1
"y_hat[3012]";-0.83;0;0.09;-1;-0.89;-0.83;-0.77;-0.67;976.11;1
"y_hat[3013]";-0.32;0;0.08;-0.48;-0.38;-0.32;-0.27;-0.17;1050.81;1
"y_hat[3014]";0.24;0;0.06;0.13;0.21;0.24;0.28;0.35;2112.68;1
"y_hat[3015]";0.12;0;0.06;0.01;0.08;0.12;0.16;0.23;2282.3;1
"y_hat[3016]";-1.77;0;0.16;-2.09;-1.87;-1.76;-1.66;-1.45;1657.05;1
"y_hat[3017]";-1.39;0;0.1;-1.6;-1.46;-1.39;-1.32;-1.18;3007.82;1
"y_hat[3018]";-0.9;0;0.09;-1.07;-0.96;-0.9;-0.84;-0.73;1023.42;1
"y_hat[3019]";0.26;0;0.06;0.15;0.22;0.26;0.3;0.37;1993.08;1
"y_hat[3020]";-1.77;0;0.16;-2.09;-1.87;-1.76;-1.66;-1.45;1655.74;1
"y_hat[3021]";-0.54;0;0.08;-0.7;-0.59;-0.54;-0.48;-0.37;940.07;1
"y_hat[3022]";0.4;0;0.06;0.29;0.36;0.4;0.44;0.51;1436.2;1
"y_hat[3023]";-1.85;0;0.18;-2.21;-1.97;-1.84;-1.73;-1.49;1437.14;1
"y_hat[3024]";-0.54;0;0.08;-0.71;-0.6;-0.54;-0.49;-0.38;938.68;1
"y_hat[3025]";-1.39;0;0.1;-1.6;-1.46;-1.39;-1.32;-1.18;3008.47;1
"y_hat[3026]";-1.42;0;0.11;-1.63;-1.49;-1.42;-1.35;-1.21;2945.69;1
"y_hat[3027]";0.01;0;0.06;-0.1;-0.02;0.02;0.05;0.12;2209.38;1
"y_hat[3028]";-1.23;0;0.09;-1.41;-1.29;-1.23;-1.17;-1.04;2317.71;1
"y_hat[3029]";-1.87;0.01;0.19;-2.25;-1.99;-1.87;-1.75;-1.51;1388.29;1
"y_hat[3030]";-1.14;0;0.09;-1.32;-1.2;-1.14;-1.08;-0.96;1395.5;1
"y_hat[3031]";-0.52;0;0.08;-0.68;-0.58;-0.52;-0.46;-0.35;944.91;1
"y_hat[3032]";-1.72;0;0.15;-2.03;-1.82;-1.72;-1.62;-1.42;1775.25;1
"y_hat[3033]";-1.72;0;0.15;-2.03;-1.82;-1.72;-1.62;-1.42;1775.25;1
"y_hat[3034]";-0.96;0;0.09;-1.13;-1.02;-0.96;-0.9;-0.79;1081.52;1
"y_hat[3035]";0.34;0;0.06;0.23;0.3;0.34;0.38;0.45;1646.39;1
"y_hat[3036]";0.49;0;0.06;0.38;0.45;0.49;0.53;0.61;1218.13;1
"y_hat[3037]";-0.61;0;0.08;-0.77;-0.67;-0.61;-0.55;-0.44;927.89;1
"y_hat[3038]";0.43;0;0.06;0.31;0.39;0.43;0.47;0.55;1597.44;1
"y_hat[3039]";0.49;0;0.06;0.37;0.44;0.48;0.53;0.61;1201.28;1
"y_hat[3040]";0.43;0;0.06;0.31;0.38;0.43;0.47;0.54;1352.41;1
"y_hat[3041]";0.1;0;0.06;-0.02;0.06;0.1;0.13;0.2;2282.1;1
"y_hat[3042]";0.41;0;0.06;0.3;0.37;0.41;0.45;0.53;1392.92;1
"y_hat[3043]";0.28;0;0.06;0.16;0.24;0.28;0.31;0.39;1938.06;1
"y_hat[3044]";-0.99;0;0.09;-1.16;-1.05;-0.99;-0.93;-0.82;1119.82;1
"y_hat[3045]";0.27;0;0.06;0.16;0.23;0.27;0.31;0.38;1966.22;1
"y_hat[3046]";-1.93;0.01;0.2;-2.33;-2.06;-1.92;-1.79;-1.53;1292.22;1
"y_hat[3047]";-1.7;0;0.15;-1.99;-1.8;-1.7;-1.6;-1.41;1842.85;1
"y_hat[3048]";0.46;0;0.06;0.35;0.42;0.46;0.51;0.58;1240.62;1
"y_hat[3049]";0.17;0;0.06;0.06;0.13;0.17;0.21;0.28;2245.05;1
"y_hat[3050]";-1.34;0;0.1;-1.54;-1.4;-1.34;-1.27;-1.14;3106.16;1
"y_hat[3051]";-1.26;0;0.1;-1.46;-1.33;-1.26;-1.2;-1.07;2755.82;1
"y_hat[3052]";0.37;0;0.06;0.25;0.33;0.37;0.41;0.48;1556.45;1
"y_hat[3053]";-0.65;0;0.09;-0.82;-0.71;-0.65;-0.6;-0.49;926.66;1
"y_hat[3054]";0.38;0;0.06;0.27;0.34;0.38;0.42;0.5;1493.81;1
"y_hat[3055]";-0.86;0;0.09;-1.02;-0.92;-0.86;-0.8;-0.69;990.45;1
"y_hat[3056]";-0.56;0;0.08;-0.72;-0.61;-0.56;-0.5;-0.39;935.54;1
"y_hat[3057]";0.44;0;0.06;0.32;0.39;0.44;0.48;0.55;1318.45;1
"y_hat[3058]";0.26;0;0.06;0.15;0.22;0.26;0.3;0.37;1992.22;1
"y_hat[3059]";-0.86;0;0.09;-1.03;-0.92;-0.86;-0.8;-0.69;993.03;1
"y_hat[3060]";-0.25;0;0.08;-0.4;-0.31;-0.25;-0.2;-0.1;1403.95;1
"y_hat[3061]";0.46;0;0.06;0.35;0.42;0.46;0.5;0.58;1249.53;1
"y_hat[3062]";0.15;0;0.06;0.04;0.12;0.16;0.19;0.26;2263.2;1
"y_hat[3063]";-1.33;0;0.1;-1.53;-1.39;-1.32;-1.26;-1.13;3118.87;1
"y_hat[3064]";-0.75;0;0.09;-0.91;-0.81;-0.75;-0.69;-0.58;940.8;1
"y_hat[3065]";-1.86;0;0.18;-2.22;-1.98;-1.85;-1.74;-1.5;1421.39;1
"y_hat[3066]";-1.97;0.01;0.22;-2.4;-2.11;-1.96;-1.82;-1.54;1231.89;1
"y_hat[3067]";-1.26;0;0.1;-1.45;-1.32;-1.26;-1.19;-1.07;2742.77;1
"y_hat[3068]";0.44;0;0.06;0.32;0.39;0.44;0.48;0.55;1320.49;1
"y_hat[3069]";0.35;0;0.06;0.24;0.31;0.35;0.39;0.47;1602.75;1
"y_hat[3070]";0.49;0;0.06;0.38;0.45;0.49;0.53;0.61;1221.19;1
"y_hat[3071]";0.49;0;0.06;0.38;0.45;0.49;0.53;0.61;1202.09;1
"y_hat[3072]";-0.24;0;0.08;-0.4;-0.3;-0.24;-0.19;-0.09;1477.24;1
"y_hat[3073]";-1.1;0;0.09;-1.27;-1.16;-1.1;-1.04;-0.92;1300.6;1
"y_hat[3074]";-1.76;0;0.16;-2.08;-1.87;-1.76;-1.65;-1.44;1675.32;1
"y_hat[3075]";-1.98;0.01;0.22;-2.42;-2.12;-1.98;-1.84;-1.55;1210.96;1
"y_hat[3076]";-2.02;0.01;0.23;-2.49;-2.17;-2.02;-1.87;-1.57;1157.8;1
"y_hat[3077]";-0.55;0;0.08;-0.71;-0.6;-0.55;-0.49;-0.38;937.4;1
"y_hat[3078]";-0.23;0;0.08;-0.38;-0.28;-0.23;-0.18;-0.08;1488.61;1
"y_hat[3079]";-1.07;0;0.09;-1.25;-1.13;-1.07;-1.01;-0.9;1250.45;1
"y_hat[3080]";0.37;0;0.06;0.26;0.33;0.37;0.41;0.48;1544.26;1
"y_hat[3081]";0.38;0;0.06;0.27;0.34;0.38;0.42;0.49;1502.93;1
"y_hat[3082]";0.38;0;0.06;0.27;0.34;0.38;0.42;0.49;1502.93;1
"y_hat[3083]";-0.1;0;0.06;-0.21;-0.13;-0.09;-0.06;0.01;2011.66;1
"y_hat[3084]";0.34;0;0.06;0.23;0.3;0.34;0.38;0.45;1660.99;1
"y_hat[3085]";0.49;0;0.06;0.37;0.45;0.49;0.53;0.61;1243.44;1
"y_hat[3086]";-1.33;0;0.1;-1.53;-1.4;-1.33;-1.27;-1.13;3111.06;1
"y_hat[3087]";0.02;0;0.06;-0.1;-0.02;0.02;0.06;0.13;2214.61;1
"y_hat[3088]";-0.05;0;0.06;-0.17;-0.09;-0.05;-0.01;0.06;2104.93;1
"y_hat[3089]";0.31;0;0.06;0.2;0.27;0.31;0.35;0.42;1764.77;1
"y_hat[3090]";0.44;0;0.06;0.32;0.4;0.44;0.48;0.56;1545.39;1
"y_hat[3091]";0.42;0;0.06;0.31;0.38;0.42;0.46;0.54;1364.84;1
"y_hat[3092]";0.18;0;0.06;0.07;0.15;0.18;0.22;0.29;2228.96;1
"y_hat[3093]";-0.01;0;0.06;-0.12;-0.04;-0.01;0.03;0.1;2176.72;1
"y_hat[3094]";-1.65;0;0.14;-1.92;-1.74;-1.65;-1.55;-1.37;2014.32;1
"y_hat[3095]";-0.26;0;0.08;-0.41;-0.32;-0.26;-0.21;-0.11;1394.12;1
"y_hat[3096]";0.45;0;0.06;0.33;0.41;0.45;0.49;0.56;1288.46;1
"y_hat[3097]";0.36;0;0.06;0.24;0.32;0.36;0.4;0.47;1595.54;1
"y_hat[3098]";-0.78;0;0.09;-0.95;-0.84;-0.79;-0.73;-0.62;952.91;1
"y_hat[3099]";0.45;0;0.06;0.34;0.41;0.45;0.49;0.56;1283.2;1
"y_hat[3100]";0.31;0;0.06;0.2;0.28;0.31;0.35;0.42;1754.33;1
"y_hat[3101]";-1.57;0;0.13;-1.83;-1.66;-1.57;-1.49;-1.32;2259.4;1
"y_hat[3102]";-0.36;0;0.08;-0.52;-0.42;-0.36;-0.3;-0.2;1022.01;1
"y_hat[3103]";0.39;0;0.06;0.28;0.35;0.39;0.43;0.5;1466.21;1
"y_hat[3104]";-1.72;0;0.15;-2.03;-1.82;-1.72;-1.62;-1.42;1775.66;1
"y_hat[3105]";-1.5;0;0.12;-1.73;-1.58;-1.5;-1.42;-1.27;2517.17;1
"y_hat[3106]";0.24;0;0.06;0.13;0.2;0.24;0.28;0.35;2120.87;1
"y_hat[3107]";0.12;0;0.06;0;0.08;0.12;0.15;0.23;2282.66;1
"y_hat[3108]";-0.88;0;0.09;-1.05;-0.94;-0.88;-0.82;-0.71;1005.2;1
"y_hat[3109]";-0.88;0;0.09;-1.05;-0.94;-0.88;-0.82;-0.71;1005.2;1
"y_hat[3110]";-1.34;0;0.1;-1.54;-1.4;-1.34;-1.27;-1.14;3102.28;1
"y_hat[3111]";-1.01;0;0.09;-1.18;-1.07;-1.01;-0.95;-0.84;1149.01;1
"y_hat[3112]";0.32;0;0.06;0.2;0.27;0.32;0.36;0.44;1961.92;1
"y_hat[3113]";-0.64;0;0.09;-0.8;-0.7;-0.64;-0.58;-0.47;926.59;1
"y_hat[3114]";-0.52;0;0.08;-0.69;-0.58;-0.52;-0.47;-0.36;943.15;1
"y_hat[3115]";0.45;0;0.06;0.34;0.41;0.45;0.49;0.57;1276.7;1
"y_hat[3116]";-0.46;0;0.08;-0.62;-0.52;-0.46;-0.4;-0.3;965.68;1
"y_hat[3117]";0.37;0;0.06;0.26;0.33;0.37;0.41;0.48;1532.97;1
"y_hat[3118]";0.35;0;0.06;0.24;0.31;0.35;0.39;0.46;1626.21;1
"y_hat[3119]";-0.27;0;0.08;-0.43;-0.33;-0.27;-0.22;-0.12;1094.9;1
"y_hat[3120]";-1.02;0;0.09;-1.19;-1.08;-1.02;-0.96;-0.85;1156.27;1
"y_hat[3121]";0.14;0;0.07;0.01;0.1;0.14;0.19;0.28;1989.61;1
"y_hat[3122]";0.49;0;0.06;0.38;0.45;0.49;0.53;0.61;1232.39;1
"y_hat[3123]";0.43;0;0.06;0.32;0.39;0.43;0.47;0.54;1346.46;1
"y_hat[3124]";0.05;0;0.06;-0.07;0.01;0.05;0.09;0.16;2251.78;1
"y_hat[3125]";-2.1;0.01;0.26;-2.64;-2.27;-2.09;-1.93;-1.6;1073.22;1
"y_hat[3126]";-1.88;0.01;0.19;-2.26;-2.01;-1.88;-1.76;-1.51;1368.97;1
"y_hat[3127]";0.21;0;0.06;0.1;0.18;0.22;0.25;0.32;2177.5;1
"y_hat[3128]";0.16;0;0.06;0.05;0.12;0.16;0.2;0.27;2256.12;1
"y_hat[3129]";-1.02;0;0.09;-1.19;-1.08;-1.02;-0.96;-0.85;1159.16;1
"y_hat[3130]";-0.82;0;0.09;-0.99;-0.88;-0.83;-0.77;-0.66;971.27;1
"y_hat[3131]";-0.76;0;0.09;-0.92;-0.82;-0.76;-0.7;-0.59;943.68;1
"y_hat[3132]";0.41;0;0.06;0.3;0.37;0.41;0.45;0.52;1406.4;1
"y_hat[3133]";0.35;0;0.06;0.24;0.31;0.35;0.39;0.46;1615.23;1
"y_hat[3134]";-1.09;0;0.09;-1.26;-1.15;-1.09;-1.03;-0.91;1281.12;1
"y_hat[3135]";-0.19;0;0.08;-0.34;-0.24;-0.19;-0.14;-0.04;1528.13;1
"y_hat[3136]";0.29;0;0.06;0.17;0.25;0.29;0.32;0.4;1903.97;1
"y_hat[3137]";0.45;0;0.06;0.34;0.41;0.45;0.49;0.56;1284.78;1
"y_hat[3138]";0.32;0;0.06;0.2;0.28;0.32;0.36;0.44;1960.08;1
"y_hat[3139]";-1.71;0;0.15;-2;-1.8;-1.71;-1.61;-1.41;1827.35;1
"y_hat[3140]";-0.6;0;0.08;-0.76;-0.65;-0.6;-0.54;-0.43;929.19;1
"y_hat[3141]";-0.6;0;0.08;-0.76;-0.65;-0.6;-0.54;-0.43;929.19;1
"y_hat[3142]";-0.88;0;0.09;-1.04;-0.93;-0.88;-0.82;-0.71;1003.27;1
"y_hat[3143]";0.12;0;0.07;-0.01;0.08;0.12;0.17;0.26;1966.58;1
"y_hat[3144]";-0.04;0;0.07;-0.18;-0.09;-0.04;0.01;0.1;1711.05;1
"y_hat[3145]";-1.11;0;0.09;-1.29;-1.17;-1.11;-1.05;-0.94;1335.37;1
"y_hat[3146]";-0.05;0;0.07;-0.2;-0.1;-0.05;0;0.09;1696.71;1
"y_hat[3147]";-1.12;0;0.09;-1.3;-1.18;-1.12;-1.06;-0.95;1348.73;1
"y_hat[3148]";-2.18;0.01;0.3;-2.78;-2.37;-2.17;-1.98;-1.63;1003.92;1
"y_hat[3149]";-1.74;0;0.16;-2.04;-1.84;-1.74;-1.64;-1.43;1735.62;1
"y_hat[3150]";-1.71;0;0.15;-2;-1.8;-1.7;-1.61;-1.41;1830.04;1
"y_hat[3151]";-1.19;0;0.09;-1.37;-1.25;-1.19;-1.13;-1.01;1789.15;1
"y_hat[3152]";0.49;0;0.06;0.38;0.45;0.49;0.53;0.61;1228.17;1
"y_hat[3153]";0.37;0;0.06;0.26;0.33;0.37;0.41;0.48;1535.97;1
"y_hat[3154]";0.46;0;0.06;0.35;0.42;0.46;0.5;0.58;1253.51;1
"y_hat[3155]";-1.24;0;0.09;-1.43;-1.31;-1.24;-1.18;-1.06;2712.59;1
"y_hat[3156]";-1.5;0;0.12;-1.73;-1.58;-1.5;-1.42;-1.27;2517.29;1
"y_hat[3157]";0.48;0;0.06;0.36;0.44;0.48;0.52;0.6;1214.63;1
"y_hat[3158]";-1.22;0;0.09;-1.41;-1.29;-1.22;-1.16;-1.04;2303.56;1
"y_hat[3159]";0.45;0;0.06;0.33;0.41;0.45;0.49;0.56;1286.46;1
"y_hat[3160]";0.35;0;0.06;0.24;0.31;0.35;0.39;0.47;1601.64;1
"y_hat[3161]";-0.19;0;0.08;-0.34;-0.25;-0.19;-0.14;-0.05;1521.89;1
"y_hat[3162]";0.15;0;0.06;0.04;0.12;0.15;0.19;0.26;2264.57;1
"y_hat[3163]";0.42;0;0.06;0.31;0.38;0.42;0.47;0.55;1629.28;1
"y_hat[3164]";0.29;0;0.06;0.18;0.25;0.29;0.33;0.4;1842.23;1
"y_hat[3165]";-0.66;0;0.09;-0.83;-0.72;-0.66;-0.61;-0.5;927.1;1
"y_hat[3166]";-0.46;0;0.08;-0.62;-0.52;-0.46;-0.41;-0.3;965.42;1
"y_hat[3167]";0.27;0;0.06;0.15;0.23;0.27;0.31;0.38;1970.65;1
"y_hat[3168]";0.42;0;0.06;0.3;0.37;0.42;0.46;0.53;1381.97;1
"y_hat[3169]";0.47;0;0.06;0.36;0.43;0.47;0.51;0.59;1219.67;1
"y_hat[3170]";0.45;0;0.06;0.34;0.41;0.45;0.5;0.57;1266.74;1
"y_hat[3171]";0.49;0;0.06;0.37;0.45;0.49;0.53;0.61;1254.27;1
"y_hat[3172]";0.16;0;0.07;0.02;0.11;0.16;0.2;0.29;2004.64;1
"y_hat[3173]";-1.73;0;0.15;-2.03;-1.83;-1.72;-1.62;-1.42;1771.47;1
"y_hat[3174]";-0.94;0;0.09;-1.11;-1;-0.94;-0.88;-0.77;1060.98;1
"y_hat[3175]";-0.6;0;0.08;-0.76;-0.66;-0.6;-0.54;-0.43;928.96;1
"y_hat[3176]";-1.74;0;0.16;-2.04;-1.84;-1.74;-1.64;-1.43;1736.68;1
"y_hat[3177]";-0.14;0;0.08;-0.28;-0.19;-0.13;-0.08;0.01;1586.56;1
"y_hat[3178]";-0.07;0;0.07;-0.21;-0.12;-0.07;-0.02;0.08;1673.95;1
"y_hat[3179]";-0.91;0;0.09;-1.08;-0.97;-0.91;-0.85;-0.74;1028.9;1
"y_hat[3180]";-1.21;0;0.09;-1.39;-1.27;-1.21;-1.14;-1.02;1831.32;1
"y_hat[3181]";0.43;0;0.06;0.32;0.39;0.43;0.47;0.54;1348.14;1
"y_hat[3182]";0.35;0;0.06;0.23;0.31;0.35;0.39;0.46;1630.05;1
"y_hat[3183]";0.05;0;0.06;-0.06;0.02;0.05;0.09;0.16;2255.36;1
"y_hat[3184]";0.39;0;0.06;0.28;0.35;0.39;0.43;0.51;1459.71;1
"y_hat[3185]";0.43;0;0.06;0.32;0.39;0.43;0.47;0.55;1323.87;1
"y_hat[3186]";0.41;0;0.06;0.3;0.37;0.41;0.45;0.53;1396.59;1
"y_hat[3187]";0.42;0;0.06;0.31;0.38;0.42;0.46;0.54;1357.5;1
"y_hat[3188]";-1.65;0;0.14;-1.93;-1.74;-1.65;-1.56;-1.37;1994.48;1
"y_hat[3189]";0.14;0;0.06;0.03;0.1;0.14;0.18;0.25;2274.7;1
"y_hat[3190]";0.31;0;0.06;0.2;0.27;0.31;0.35;0.42;1779.03;1
"y_hat[3191]";0.22;0;0.06;0.1;0.18;0.22;0.25;0.33;2172.43;1
"y_hat[3192]";-1.1;0;0.09;-1.27;-1.15;-1.1;-1.04;-0.92;1297.48;1
"y_hat[3193]";0.16;0;0.06;0.05;0.13;0.16;0.2;0.27;2255.06;1
"y_hat[3194]";0.48;0;0.06;0.37;0.44;0.48;0.53;0.61;1271.56;1
"y_hat[3195]";0.48;0;0.06;0.36;0.44;0.48;0.52;0.6;1214.48;1
"y_hat[3196]";-0.95;0;0.09;-1.12;-1.01;-0.95;-0.89;-0.78;1068.15;1
"y_hat[3197]";-1.36;0;0.1;-1.57;-1.43;-1.36;-1.29;-1.16;3069.43;1
"y_hat[3198]";0.32;0;0.06;0.2;0.28;0.32;0.36;0.43;1744.07;1
"y_hat[3199]";0.39;0;0.06;0.28;0.35;0.39;0.43;0.5;1479.61;1
"y_hat[3200]";0.46;0;0.06;0.35;0.42;0.46;0.5;0.58;1249.77;1
"y_hat[3201]";-0.19;0;0.08;-0.34;-0.25;-0.19;-0.14;-0.04;1524.8;1
"y_hat[3202]";-1.75;0;0.16;-2.06;-1.85;-1.75;-1.65;-1.44;1705.61;1
"y_hat[3203]";0.49;0;0.06;0.38;0.45;0.49;0.53;0.61;1230.72;1
"y_hat[3204]";0.22;0;0.06;0.11;0.18;0.22;0.26;0.33;2161.94;1
"y_hat[3205]";0.43;0;0.06;0.32;0.39;0.43;0.47;0.55;1328.23;1
"y_hat[3206]";0.36;0;0.06;0.25;0.32;0.36;0.4;0.48;1564.29;1
"y_hat[3207]";0.33;0;0.06;0.22;0.29;0.33;0.37;0.44;1701.36;1
"y_hat[3208]";0.4;0;0.06;0.29;0.36;0.4;0.44;0.51;1441.08;1
"y_hat[3209]";0.47;0;0.06;0.35;0.43;0.47;0.51;0.59;1235.72;1
"y_hat[3210]";0.25;0;0.06;0.13;0.21;0.25;0.28;0.35;2109.32;1
"y_hat[3211]";0.33;0;0.06;0.22;0.29;0.33;0.37;0.44;1681.64;1
"y_hat[3212]";-2.12;0.01;0.27;-2.68;-2.3;-2.11;-1.94;-1.61;1051.21;1
"y_hat[3213]";0.44;0;0.06;0.32;0.39;0.44;0.48;0.55;1321.44;1
"y_hat[3214]";-1.49;0;0.11;-1.72;-1.56;-1.49;-1.41;-1.26;2559.98;1
"y_hat[3215]";0.45;0;0.06;0.34;0.41;0.45;0.49;0.57;1271.78;1
"y_hat[3216]";0.08;0;0.06;-0.03;0.04;0.08;0.12;0.19;2275.79;1
"y_hat[3217]";-0.76;0;0.09;-0.92;-0.81;-0.76;-0.7;-0.59;943.4;1
"y_hat[3218]";0.04;0;0.07;-0.1;-0.01;0.04;0.09;0.18;1834.37;1
"y_hat[3219]";0.41;0;0.06;0.29;0.37;0.41;0.45;0.53;1690.78;1
"y_hat[3220]";0.48;0;0.06;0.36;0.44;0.48;0.52;0.6;1300.82;1
"y_hat[3221]";-1.86;0;0.18;-2.23;-1.98;-1.85;-1.74;-1.5;1413.5;1
"y_hat[3222]";-1.79;0;0.17;-2.11;-1.9;-1.78;-1.68;-1.46;1607.07;1
"y_hat[3223]";0.24;0;0.06;0.13;0.2;0.24;0.28;0.35;2127.57;1
"y_hat[3224]";0.39;0;0.06;0.28;0.35;0.39;0.43;0.5;1477.16;1
"y_hat[3225]";0.36;0;0.06;0.25;0.32;0.36;0.4;0.47;1587.03;1
"y_hat[3226]";0.36;0;0.06;0.25;0.32;0.36;0.4;0.47;1591.65;1
"y_hat[3227]";-1.23;0;0.09;-1.42;-1.3;-1.23;-1.17;-1.05;2689.19;1
"y_hat[3228]";-0.8;0;0.09;-0.97;-0.86;-0.81;-0.75;-0.64;961.64;1
"y_hat[3229]";-1.57;0;0.13;-1.82;-1.65;-1.57;-1.48;-1.32;2282.05;1
"y_hat[3230]";0.26;0;0.06;0.15;0.22;0.26;0.3;0.37;1986.39;1
"y_hat[3231]";-1.65;0;0.14;-1.92;-1.74;-1.65;-1.55;-1.37;2010.26;1
"y_hat[3232]";-0.68;0;0.09;-0.84;-0.73;-0.68;-0.62;-0.51;927.83;1
"y_hat[3233]";0.4;0;0.06;0.29;0.36;0.4;0.44;0.51;1438.39;1
"y_hat[3234]";0.23;0;0.06;0.12;0.2;0.23;0.27;0.34;2136.25;1
"y_hat[3235]";0.38;0;0.06;0.26;0.34;0.38;0.42;0.5;1784.85;1
"y_hat[3236]";-1.77;0;0.16;-2.1;-1.88;-1.77;-1.67;-1.45;1639.41;1
"y_hat[3237]";-0.71;0;0.09;-0.88;-0.77;-0.72;-0.66;-0.55;933.01;1
"y_hat[3238]";-0.14;0;0.08;-0.29;-0.2;-0.14;-0.09;0;1578.5;1
"y_hat[3239]";-1.59;0;0.13;-1.85;-1.68;-1.59;-1.5;-1.33;2199.96;1
"y_hat[3240]";-1.76;0;0.16;-2.08;-1.86;-1.76;-1.65;-1.44;1678.04;1
"y_hat[3241]";-1.83;0;0.18;-2.18;-1.95;-1.83;-1.72;-1.48;1469.57;1
"y_hat[3242]";-1.88;0.01;0.19;-2.26;-2.01;-1.88;-1.76;-1.51;1367.95;1
"y_hat[3243]";-1.55;0;0.12;-1.79;-1.63;-1.55;-1.47;-1.3;2349.94;1
"y_hat[3244]";0.48;0;0.06;0.37;0.44;0.48;0.52;0.6;1294.5;1
"y_hat[3245]";0.48;0;0.06;0.37;0.44;0.48;0.53;0.6;1202.21;1
"y_hat[3246]";0.47;0;0.06;0.36;0.43;0.47;0.51;0.59;1230.84;1
"y_hat[3247]";0.43;0;0.06;0.31;0.38;0.43;0.47;0.54;1350.34;1
"y_hat[3248]";0.36;0;0.06;0.25;0.32;0.36;0.4;0.47;1569.07;1
"y_hat[3249]";0.48;0;0.06;0.37;0.44;0.48;0.52;0.6;1207.8;1
"y_hat[3250]";0.48;0;0.06;0.37;0.44;0.48;0.52;0.6;1206.99;1
"y_hat[3251]";0.49;0;0.06;0.38;0.45;0.49;0.53;0.61;1202.66;1
"y_hat[3252]";-1.04;0;0.09;-1.21;-1.1;-1.04;-0.98;-0.87;1187;1
"y_hat[3253]";0.36;0;0.06;0.25;0.32;0.36;0.4;0.47;1588.89;1
"y_hat[3254]";0.47;0;0.06;0.35;0.43;0.47;0.51;0.59;1377.13;1
"y_hat[3255]";0.49;0;0.06;0.38;0.45;0.49;0.53;0.61;1200.49;1
"y_hat[3256]";-0.66;0;0.09;-0.82;-0.72;-0.66;-0.6;-0.49;926.83;1
"y_hat[3257]";0.44;0;0.06;0.33;0.4;0.44;0.48;0.56;1296.79;1
"y_hat[3258]";-0.66;0;0.09;-0.82;-0.71;-0.66;-0.6;-0.49;926.78;1
"y_hat[3259]";0.28;0;0.06;0.17;0.25;0.28;0.32;0.39;1910.05;1
"y_hat[3260]";0.31;0;0.06;0.2;0.27;0.31;0.35;0.42;1760.68;1
"y_hat[3261]";0.04;0;0.06;-0.07;0.01;0.05;0.08;0.15;2247.74;1
"y_hat[3262]";-1.73;0;0.15;-2.03;-1.83;-1.73;-1.63;-1.42;1763.22;1
"y_hat[3263]";-0.61;0;0.08;-0.77;-0.67;-0.61;-0.55;-0.44;928;1
"y_hat[3264]";0.48;0;0.06;0.37;0.44;0.48;0.52;0.6;1203.43;1
"y_hat[3265]";-0.12;0;0.08;-0.26;-0.17;-0.12;-0.07;0.03;1607.49;1
"y_hat[3266]";0.45;0;0.06;0.33;0.4;0.45;0.49;0.56;1290.59;1
"y_hat[3267]";0.44;0;0.06;0.33;0.4;0.44;0.48;0.55;1313.73;1
"y_hat[3268]";-1.24;0;0.09;-1.42;-1.3;-1.24;-1.17;-1.05;2696.33;1
"y_hat[3269]";0.39;0;0.06;0.28;0.35;0.39;0.43;0.5;1467.67;1
"y_hat[3270]";-0.6;0;0.08;-0.76;-0.66;-0.6;-0.54;-0.43;928.86;1
"y_hat[3271]";-0.97;0;0.09;-1.14;-1.03;-0.97;-0.91;-0.8;1089.99;1
"y_hat[3272]";0.39;0;0.06;0.28;0.35;0.39;0.43;0.51;1456.45;1
"y_hat[3273]";0.33;0;0.06;0.22;0.29;0.33;0.37;0.44;1691.14;1
"y_hat[3274]";-0.14;0;0.08;-0.29;-0.2;-0.14;-0.09;0;1576.53;1
"y_hat[3275]";-2.05;0.01;0.24;-2.54;-2.21;-2.04;-1.89;-1.58;1128.12;1
"y_hat[3276]";-1.26;0;0.1;-1.45;-1.32;-1.26;-1.19;-1.07;2747.01;1
"y_hat[3277]";-2.24;0.01;0.32;-2.9;-2.46;-2.22;-2.02;-1.64;957.06;1
"y_hat[3278]";-0.05;0;0.06;-0.16;-0.08;-0.04;-0.01;0.06;2108.52;1
"y_hat[3279]";-1.46;0;0.11;-1.68;-1.53;-1.46;-1.38;-1.24;2650.04;1
"y_hat[3280]";0.37;0;0.06;0.25;0.33;0.37;0.41;0.49;1833.46;1
