"shore";"ref_ecotype";"distAlongPath";"length_mm";"test_sex";"dur_mean";"dur_max";"mountYN";"size_ratio";"size_ratio2";"log_male";"log_female";"shape";"y_rep";"y_rep_se";"preds";"uci_preds";"lci_preds";"y_preds"
"CZC";"crab";165.7145112;5.497957295;"male";6;6;1;0.755212219;0.570345496;1.704376622;2.459588842;-0.026475022;0.4515;0.00786939764879363;0.471;0.509;0.434;1
"CZC";"crab";165.7145112;5.497957295;"male";97;97;1;0.772161778;0.596233811;1.704376622;2.4765384;-0.026475022;0.4595;0.00788070199068373;0.461;0.5;0.423;0
"CZC";"crab";166.0686425;5.558634853;"female";NA;NA;0;-0.636022709;0.404524886;2.351375257;1.715352548;-0.049269799;0.0855;0.00445863396670895;0.081;0.103;0.063;0
"CZC";"crab";166.0686425;5.558634853;"female";NA;NA;0;-0.673410241;0.453481353;2.388762789;1.715352548;-0.049269799;0.06875;0.00400123254016311;0.067;0.087;0.051;0
"CZA";"crab";166.1362506;3.670234644;"female";NA;NA;0;-1.046346383;1.094840753;2.346601978;1.300255596;-0.093156882;0.009;0.00154650921854438;0.009;0.02;0.004;0
"CZA";"wave";166.1362506;3.670234644;"female";2;2;1;-0.100927378;0.010186336;1.401182974;1.300255596;-0.093156882;0.48075;0.00839081475786516;0.477;0.504;0.449;1
"CZC";"crab";166.4545288;8.006999989;"female";NA;NA;0;-0.280537843;0.078701482;2.360854001;2.080316158;0.014886368;0.31825;0.00736581958776821;0.328;0.36;0.295;1
"CZC";"crab";166.4545288;8.006999989;"female";NA;NA;0;-0.469129013;0.220082031;2.549445171;2.080316158;0.014886368;0.1745;0.00627198574326037;0.173;0.202;0.146;0
"CZC";"wave";166.4545288;8.006999989;"female";NA;NA;0;0.771983338;0.595958274;1.30833282;2.080316158;0.014886368;0.46825;0.00818274747445976;0.461;0.5;0.424;1
"CZC";"wave";166.4545288;8.006999989;"female";35;35;1;0.35754956;0.127841688;1.722766598;2.080316158;0.014886368;0.61125;0.00770848328490361;0.617;0.646;0.59;0
"CZC";"crab";166.9367328;6.466311615;"female";2;2;1;-0.455781849;0.207737094;2.32238772;1.866605871;-0.017027526;0.17775;0.00604548354913283;0.183;0.213;0.155;0
"CZC";"crab";166.9367328;6.466311615;"female";NA;NA;0;-0.531289402;0.282268428;2.397895273;1.866605871;-0.017027526;0.14125;0.00550746696976984;0.133;0.159;0.11;0
"CZC";"wave";166.9367328;6.466311615;"female";NA;NA;0;0.613842903;0.376803109;1.252762968;1.866605871;-0.017027526;0.534;0.00788838111650038;0.546;0.578;0.512;0
"CZC";"wave";166.9367328;6.466311615;"female";NA;NA;0;0.431521346;0.186210672;1.435084525;1.866605871;-0.017027526;0.594;0.00811129232000817;0.606;0.635;0.578;1
"CZD";"crab";166.9471812;6.247636874;"female";NA;NA;0;-0.701493522;0.492093161;2.533696814;1.832203292;0.009051246;0.06;0.00375546613371368;0.058;0.077;0.043;1
"CZC";"crab";166.960407;4.943331478;"female";NA;NA;0;-0.704545601;0.496384504;2.302585093;1.598039492;0.016679857;0.0575;0.00374143350255243;0.057;0.076;0.043;0
"CZC";"crab";166.960407;4.943331478;"female";NA;NA;0;-0.772204249;0.596299403;2.370243741;1.598039492;0.016679857;0.04375;0.00323443963847584;0.04;0.056;0.028;0
"CZC";"wave";166.960407;4.943331478;"female";35;35;1;0.434888682;0.189128166;1.16315081;1.598039492;0.016679857;0.6245;0.0076576496001939;0.606;0.635;0.577;0
"CZC";"wave";166.960407;4.943331478;"female";NA;NA;0;0.187052518;0.034988645;1.410986974;1.598039492;0.016679857;0.6145;0.00769657370598781;0.609;0.636;0.582;0
"CZA";"crab";167.2828372;4.160413461;"female";NA;NA;0;-0.990299319;0.980692742;2.415913778;1.425614459;-0.098977282;0.011;0.00164937264059002;0.012;0.024;0.006;0
"CZA";"crab";167.2828372;4.160413461;"female";NA;NA;0;-1.057624134;1.118568808;2.483238593;1.425614459;-0.098977282;0.0065;0.00131061970498896;0.009;0.019;0.003;0
"CZA";"wave";167.2828372;4.160413461;"female";NA;NA;0;-0.091708165;0.008410387;1.517322624;1.425614459;-0.098977282;0.482;0.0079015573561269;0.483;0.511;0.456;0
"CZD";"wave";167.5121093;8.840576396;"male";NA;NA;0;-0.744267552;0.55393419;2.179352078;1.435084525;-0.015210507;0.045;0.00327817580510141;0.047;0.064;0.033;0
"CZD";"wave";167.5121093;8.840576396;"male";NA;NA;0;-0.631789569;0.399158059;2.179352078;1.547562509;-0.015210507;0.0785;0.00447524233417756;0.083;0.105;0.065;1
"CZD";"crab";167.5121093;8.840576396;"male";8;8;1;0.181501923;0.032942948;2.179352078;2.360854001;-0.015210507;0.6045;0.00787968092169621;0.608;0.635;0.581;0
"CZD";"crab";167.5325703;8.724224345;"female";NA;NA;0;-0.451292269;0.203664712;2.617395833;2.166103564;0.058787924;0.18625;0.00615627397882238;0.186;0.216;0.158;0
"CZD";"wave";167.5325703;8.724224345;"female";NA;NA;0;1.002952754;1.005914227;1.16315081;2.166103564;0.058787924;0.3135;0.0073360678822509;0.319;0.357;0.284;0
"CZD";"wave";167.5325703;8.724224345;"female";NA;NA;0;0.857770744;0.73577065;1.30833282;2.166103564;0.058787924;0.41625;0.00779497753644604;0.409;0.449;0.37;0
"CZC";"crab";167.8741524;3.233344951;"female";NA;NA;0;-1.001234532;1.002470587;2.174751721;1.17351719;-0.057877091;0.01025;0.00167342477823693;0.012;0.023;0.005;0
"CZC";"crab";167.8741524;3.233344951;"female";NA;NA;0;-1.268829845;1.609929177;2.442347035;1.17351719;-0.057877091;0.0035;0.000994757930610543;0.003;0.011;0.001;0
"CZC";"wave";167.8741524;3.233344951;"female";NA;NA;0;-0.285097833;0.081280774;1.458615023;1.17351719;-0.057877091;0.32125;0.00738415471196281;0.324;0.356;0.291;1
"CZC";"crab";167.8875543;6.445659923;"female";NA;NA;0;-0.570206331;0.32513526;2.433613355;1.863407024;-0.06744426;0.11975;0.00513410889478748;0.111;0.136;0.09;0
"CZC";"crab";167.8875543;6.445659923;"female";NA;NA;0;-0.578940011;0.335171537;2.442347035;1.863407024;-0.06744426;0.105;0.00484764116929322;0.107;0.131;0.086;0
"CZC";"wave";167.8875543;6.445659923;"female";36;36;1;0.337350721;0.113805509;1.526056303;1.863407024;-0.06744426;0.61;0.00788963786177831;0.619;0.647;0.591;1
"CZC";"crab";167.9268599;3.955099012;"female";NA;NA;0;-1.04979709;1.102073931;2.424802726;1.375005636;-0.048874073;0.01;0.00175102377614924;0.009;0.02;0.004;0
"CZC";"crab";167.9268599;3.955099012;"female";NA;NA;0;-1.134593627;1.287302698;2.509599262;1.375005636;-0.048874073;0.00525;0.00114277550680995;0.006;0.015;0.002;0
"CZC";"wave";167.9268599;3.955099012;"female";7;10;1;0.09407179;0.008849502;1.280933845;1.375005636;-0.048874073;0.582;0.00781947465954181;0.584;0.61;0.557;0
"CZA";"crab";167.9627793;5.404135861;"female";NA;NA;0;-0.81917737;0.671051563;2.506341931;1.687164561;-0.085310239;0.03025;0.00270842542209801;0.031;0.046;0.02;0
"CZA";"wave";167.9627793;5.404135861;"female";23.33333333;37;1;0.097929355;0.009590159;1.589235205;1.687164561;-0.085310239;0.5905;0.00777608863044893;0.585;0.611;0.558;1
"CZC";"wave";168.0111538;3.391243826;"male";18.33333333;22;1;0.408043775;0.166499723;1.221196764;1.62924054;-0.107088478;0.62325;0.00766270439431528;0.611;0.639;0.583;0
"CZC";"crab";168.0111538;3.391243826;"male";NA;NA;0;1.246902767;1.55476651;1.221196764;2.468099531;-0.107088478;0.192;0.0064959813719995;0.195;0.23;0.163;0
"CZC";"crab";168.0111538;3.391243826;"male";15;15;1;1.532463948;2.348445752;1.221196764;2.753660712;-0.107088478;0.117;0.00514281386979308;0.113;0.172;0.071;1
"CZB";"wave";168.0431699;9.791189265;"male";NA;NA;0;-0.489723457;0.239829065;2.281482927;1.791759469;-0.035580614;0.157;0.00577437337574542;0.159;0.187;0.134;0
"CZB";"wave";168.0431699;9.791189265;"male";39;39;1;-0.321388143;0.103290338;2.281482927;1.960094784;-0.035580614;0.2985;0.00736156010033319;0.292;0.324;0.259;0
"CZB";"crab";168.0431699;9.791189265;"male";NA;NA;0;0.306281109;0.093808117;2.281482927;2.587764035;-0.035580614;0.60725;0.00795702269984945;0.62;0.649;0.593;1
"CZB";"crab";168.0431699;9.791189265;"male";NA;NA;0;0.419878286;0.176297775;2.281482927;2.701361213;-0.035580614;0.602;0.0078970322871628;0.609;0.637;0.58;1
"CZC";"wave";168.4292047;3.044359191;"male";18;22;1;0.368314108;0.135655282;1.113290433;1.481604541;-0.087681118;0.617;0.00776471796977228;0.616;0.645;0.588;1
"CZC";"wave";168.4292047;3.044359191;"male";16;16;1;0.573108521;0.328453377;1.113290433;1.686398954;-0.087681118;0.5665;0.0080496379333954;0.563;0.594;0.531;1
"CZC";"crab";168.4292047;3.044359191;"male";NA;NA;0;1.388145519;1.926947982;1.113290433;2.501435952;-0.087681118;0.14375;0.00554789862648845;0.147;0.192;0.11;0
"CZC";"crab";168.4292047;3.044359191;"male";NA;NA;0;1.420406381;2.017554288;1.113290433;2.533696814;-0.087681118;0.1335;0.00537835190065617;0.138;0.185;0.1;0
"CZD";"crab";168.6007282;10.69010205;"male";29;29;1;0.240751521;0.057961295;2.369318271;2.610069793;0.046766047;0.62775;0.0078281549920967;0.617;0.645;0.59;0
"CZC";"wave";168.8955315;3.725083229;"male";NA;NA;0;0.764352347;0.58423451;1.315089195;2.079441542;-0.084551428;0.45875;0.00788026336462003;0.466;0.504;0.428;1
"CZC";"crab";168.8955315;3.725083229;"male";7;7;1;1.064456939;1.133068575;1.315089195;2.379546134;-0.084551428;0.27375;0.00705089803966782;0.283;0.32;0.25;0
"CZC";"crab";168.8955315;3.725083229;"male";NA;NA;0;1.161449205;1.348964256;1.315089195;2.4765384;-0.084551428;0.2305;0.00665984428357528;0.233;0.267;0.202;0
"CZC";"wave";169.0048843;2.973575704;"male";19;19;1;0.391839372;0.153538093;1.089765169;1.481604541;-0.081963617;0.60625;0.00821712406481396;0.613;0.642;0.585;1
"CZC";"crab";169.0048843;2.973575704;"male";NA;NA;0;1.443931645;2.084938594;1.089765169;2.533696814;-0.081963617;0.134;0.00543133004049484;0.132;0.181;0.093;0
"CZC";"crab";169.0048843;2.973575704;"male";NA;NA;0;1.475184188;2.176168389;1.089765169;2.564949357;-0.081963617;0.12525;0.00523425818427835;0.125;0.178;0.085;1
"CZC";"wave";169.3018026;2.745735447;"male";45;45;1;0.599388951;0.359267115;1.010048961;1.609437912;-0.069604058;0.54;0.00788134055108777;0.552;0.584;0.519;1
"CZC";"crab";169.3018026;2.745735447;"male";NA;NA;0;1.49138699;2.224235155;1.010048961;2.501435952;-0.069604058;0.11925;0.00515910238692907;0.121;0.176;0.08;0
"CZC";"wave";169.3226981;2.7265287;"male";NA;NA;0;1.025118986;1.050868935;1.003029262;2.028148247;-0.07196821;0.306;0.00728726807994719;0.306;0.343;0.271;1
"CZC";"crab";169.3226981;2.7265287;"male";NA;NA;0;1.561920096;2.439594386;1.003029262;2.564949357;-0.07196821;0.112;0.00498700486809353;0.108;0.17;0.065;0
"CZA";"wave";169.3722058;5.5198316;"female";19;44;1;0.481635061;0.231972332;1.226712291;1.708347353;-0.002167877;0.6075;0.0081783899904356;0.594;0.623;0.565;0
"CZA";"wave";169.3722058;5.5198316;"female";24;24;1;0.141816941;0.020112045;1.566530411;1.708347353;-0.002167877;0.59625;0.00804972988770731;0.599;0.625;0.572;1
"CZC";"wave";169.3890173;3.118556865;"male";24;24;1;0.143563494;0.020610477;1.137370352;1.280933845;-0.104253727;0.58675;0.00778676876611565;0.599;0.626;0.572;1
"CZC";"wave";169.3890173;3.118556865;"male";17;17;1;0.764737175;0.584822947;1.137370352;1.902107526;-0.104253727;0.47025;0.00789267432192587;0.466;0.504;0.428;1
"CZC";"crab";169.3890173;3.118556865;"male";1;1;1;1.278543427;1.634673294;1.137370352;2.415913778;-0.104253727;0.1855;0.00619309972983236;0.183;0.22;0.15;0
"CZC";"crab";169.3987823;5.813830359;"female";NA;NA;0;-0.522142762;0.272633064;2.282382386;1.760239624;-0.058617772;0.13875;0.00547706768980496;0.138;0.165;0.114;1
"CZC";"crab";169.3987823;5.813830359;"female";20;20;1;-0.542345469;0.294138608;2.302585093;1.760239624;-0.058617772;0.1265;0.00532708367678073;0.127;0.152;0.104;0
"CZC";"wave";169.3987823;5.813830359;"female";64;64;1;0.507476655;0.257532556;1.252762968;1.760239624;-0.058617772;0.58775;0.00790764272376219;0.587;0.616;0.557;0
"CZC";"crab";169.4042663;4.341860748;"female";NA;NA;0;-0.938642108;0.881049007;2.406945108;1.468303;-0.057357733;0.01675;0.00202938142601214;0.016;0.029;0.008;0
"CZC";"crab";169.4042663;4.341860748;"female";NA;NA;0;-1.0082354;1.016538622;2.4765384;1.468303;-0.057357733;0.013;0.00179124318227161;0.011;0.023;0.005;0
"CZC";"wave";169.4042663;4.341860748;"female";22;22;1;0.009687977;9.39e-05;1.458615023;1.468303;-0.057357733;0.54825;0.00786978193738146;0.546;0.572;0.52;1
"CZC";"crab";169.4083064;3.412595992;"female";NA;NA;0;-1.034289809;1.069755409;2.261763098;1.22747329;-0.06435068;0.0095;0.0015339575471437;0.01;0.021;0.004;0
"CZC";"crab";169.4083064;3.412595992;"female";NA;NA;0;-1.170421983;1.369887619;2.397895273;1.22747329;-0.06435068;0.00525;0.00114277550680995;0.005;0.014;0.001;0
"CZC";"wave";169.4083064;3.412595992;"female";13;13;1;0.033550821;0.001125658;1.193922468;1.22747329;-0.06435068;0.55575;0.00802408016165667;0.558;0.584;0.532;0
"CZC";"wave";169.5893956;4.75038598;"female";24;24;1;0.123141348;0.015163792;1.435084525;1.558225874;-0.050863922;0.59025;0.00777681516358221;0.593;0.62;0.566;0
"CZC";"wave";169.7700696;3.06724118;"male";21;21;1;0.131984449;0.017419895;1.120778519;1.252762968;-0.094698106;0.60875;0.00773163268087041;0.596;0.622;0.569;1
"CZC";"wave";169.7700696;3.06724118;"male";32;32;1;0.448183239;0.200868216;0.912793314;1.360976553;-0.077164938;0.614;0.00798088581073036;0.603;0.632;0.574;0
"CZC";"wave";169.7700696;3.06724118;"male";NA;NA;0;0.522291211;0.27278811;0.912793314;1.435084525;-0.077164938;0.58475;0.00779227433165792;0.582;0.611;0.552;1
"CZC";"wave";169.7700696;3.06724118;"male";4.5;5;1;0.92044181;0.847213125;1.120778519;2.041220329;-0.094698106;0.36325;0.00760521657842834;0.369;0.409;0.332;1
"CZC";"crab";169.7700696;2.491271727;"male";NA;NA;0;1.372426933;1.883555688;1.120778519;2.493205453;-0.094698106;0.1515;0.00566965375869072;0.152;0.195;0.115;0
"CZC";"crab";169.7700696;2.491271727;"male";NA;NA;0;1.372426933;1.883555688;1.120778519;2.493205453;-0.094698106;0.147;0.00560248201166765;0.152;0.195;0.115;1
"CZC";"crab";169.7700696;2.491271727;"male";NA;NA;0;1.596805949;2.549789237;0.912793314;2.509599262;-0.077164938;0.10825;0.00511593216538469;0.102;0.167;0.058;0
"CZC";"crab";169.7700696;2.491271727;"male";NA;NA;0;1.674970721;2.805526918;0.912793314;2.587764035;-0.077164938;0.1005;0.00475846277064474;0.091;0.165;0.046;0
"CZD";"wave";169.797225;3.880657969;"male";NA;NA;0;-0.400493274;0.160394862;1.356004719;0.955511445;-0.035168659;0.22125;0.0065639455147175;0.225;0.257;0.195;0
"CZD";"wave";169.797225;3.880657969;"male";26;26;1;-0.224602607;0.050446331;1.356004719;1.131402111;-0.035168659;0.38225;0.00768430195262555;0.377;0.408;0.345;0
"CZD";"crab";169.797225;3.880657969;"male";3;3;1;1.231759316;1.517231013;1.356004719;2.587764035;-0.035168659;0.20925;0.00654171512939617;0.202;0.236;0.17;0
"CZC";"wave";169.848979;3.671748571;"male";21;21;1;0.267947919;0.071796088;1.300667998;1.568615918;-0.067822575;0.601;0.00783897855877064;0.619;0.648;0.592;1
"CZC";"wave";169.848979;3.671748571;"male";NA;NA;0;0.827563707;0.68486169;1.300667998;2.128231706;-0.067822575;0.443;0.00785513690485077;0.428;0.467;0.389;1
"CZC";"crab";169.848979;3.671748571;"male";NA;NA;0;1.10627711;1.223849044;1.300667998;2.406945108;-0.067822575;0.262;0.00706512018857751;0.261;0.295;0.229;0
"CZC";"crab";169.848979;3.671748571;"male";NA;NA;0;1.279548831;1.637245211;1.300667998;2.58021683;-0.067822575;0.1825;0.00610800822208928;0.183;0.219;0.15;0
"CZD";"wave";169.849289;8.214037918;"male";64;64;1;-0.457186006;0.209019044;2.105844632;1.648658626;0.022668505;0.1755;0.00601531241880868;0.182;0.212;0.154;0
"CZD";"wave";169.849289;8.214037918;"male";NA;NA;0;-0.457186006;0.209019044;2.105844632;1.648658626;0.022668505;0.18175;0.00616365759828903;0.182;0.212;0.154;0
"CZB";"crab";169.8961538;6.036554566;"female";NA;NA;0;-0.421370071;0.177552737;2.219203484;1.797833413;0.009334809;0.212;0.00674923209845954;0.209;0.24;0.179;1
"CZB";"crab";169.8961538;6.036554566;"female";NA;NA;0;-0.590929376;0.349197528;2.388762789;1.797833413;0.009334809;0.09925;0.00473205161417228;0.101;0.124;0.081;1
"CZB";"wave";169.8961538;6.036554566;"female";34;34;1;-0.230314834;0.053044923;2.028148247;1.797833413;0.009334809;0.3665;0.00761964252692077;0.372;0.403;0.34;1
"CZC";"wave";169.9577342;5.684291256;"male";NA;NA;0;-0.211650147;0.044795785;1.73770645;1.526056303;-0.060960365;0.38225;0.00768430195262555;0.388;0.419;0.356;1
"CZC";"wave";169.9577342;5.684291256;"male";NA;NA;0;0.27719657;0.076837939;1.73770645;2.014903021;-0.060960365;0.63075;0.00763155747815514;0.62;0.648;0.592;0
"CZC";"crab";169.9577342;5.684291256;"male";NA;NA;0;0.687096275;0.472101292;1.73770645;2.424802726;-0.060960365;0.50525;0.0079062466796287;0.509;0.545;0.474;0
"CZC";"crab";169.9577342;5.684291256;"male";NA;NA;0;0.788022194;0.620978978;1.73770645;2.525728644;-0.060960365;0.4435;0.00822711722867605;0.452;0.491;0.414;1
"CZC";"crab";17.20113234;3.294117022;"male";NA;NA;0;1.267450685;1.606431239;1.192138157;2.459588842;-0.068179768;0.18475;0.00654657448584175;0.187;0.223;0.155;0
"CZC";"crab";17.33753577;8.764757577;"female";64;64;0;-0.161405035;0.026051585;2.332143895;2.17073886;-0.031557012;0.4225;0.00781112609824798;0.43;0.46;0.4;1
"CZC";"crab";17.33753577;8.764757577;"female";146;146;1;-0.446656973;0.199502451;2.617395833;2.17073886;-0.031557012;0.21175;0.00646797281323833;0.189;0.22;0.161;0
"CZC";"wave";17.33753577;8.764757577;"female";29;29;1;0.809762307;0.655714993;1.360976553;2.17073886;-0.031557012;0.44725;0.00786255774723354;0.439;0.478;0.4;1
"CZC";"wave";17.33753577;8.764757577;"female";16;27;1;0.54149832;0.293220431;1.62924054;2.17073886;-0.031557012;0.569;0.00783103321856813;0.575;0.605;0.544;0
"CZC";"crab";17.35711094;4.013019337;"female";NA;NA;0;-0.892838476;0.797160544;2.282382386;1.38954391;-0.027989502;0.02575;0.00254281506841659;0.021;0.034;0.012;0
"CZC";"wave";17.35711094;4.013019337;"female";33;33;1;-0.114533487;0.01311792;1.504077397;1.38954391;-0.027989502;0.473;0.00789514618821801;0.467;0.495;0.438;0
"CZC";"wave";17.35711094;4.013019337;"female";NA;NA;0;-0.296855044;0.088122917;1.686398954;1.38954391;-0.027989502;0.31325;0.00742318734515996;0.314;0.346;0.281;0
"CZD";"wave";17.59341422;2.721481963;"male";NA;NA;0;0.161974239;0.026235654;1.001176571;1.16315081;-0.116716139;0.6025;0.00773876021093822;0.604;0.631;0.577;1
"CZD";"wave";17.59341422;2.721481963;"male";33;33;1;0.457438451;0.209249937;1.001176571;1.458615023;-0.116716139;0.607;0.00775731072140684;0.601;0.629;0.572;1
"CZC";"crab";17.65411713;3.683425164;"female";NA;NA;0;-1.01854465;1.037433204;2.32238772;1.30384307;-0.028974255;0.0115;0.00168601546909882;0.011;0.022;0.005;0
"CZC";"crab";17.65411713;3.683425164;"female";NA;NA;0;-1.155745771;1.335748288;2.459588842;1.30384307;-0.028974255;0.00725;0.00134156972511004;0.005;0.014;0.002;0
"CZC";"crab";17.65411713;4.246195246;"female";NA;NA;0;-1.022076186;1.044639729;2.468099531;1.446023346;-0.073393317;0.00825;0.00143038312139388;0.01;0.022;0.004;0
"CZC";"wave";17.65411713;4.246195246;"female";23.33333333;42;1;-0.012591677;0.00015855;1.458615023;1.446023346;-0.073393317;0.53425;0.00788811067033715;0.534;0.56;0.507;0
"CZC";"wave";17.65411713;4.246195246;"female";NA;NA;0;-0.035581195;0.001266021;1.481604541;1.446023346;-0.073393317;0.5325;0.00800668991637729;0.52;0.546;0.493;1
"CZA";"crab";170.4123575;5.576044918;"male";1.5;2;1;0.691164436;0.477708278;1.718479729;2.409644165;-0.04839682;0.4975;0.00816133791504913;0.507;0.543;0.472;0
"CZD";"wave";170.5799187;8.616430303;"male";NA;NA;0;-0.236748269;0.056049743;2.153670881;1.916922612;-0.027155208;0.3645;0.00765429705531641;0.367;0.398;0.334;0
"CZD";"crab";170.5799187;8.616430303;"male";NA;NA;0;0.216572861;0.046903804;2.153670881;2.370243741;-0.027155208;0.6175;0.00787294115313014;0.614;0.642;0.587;1
"CZD";"crab";170.8747346;8.047421473;"female";NA;NA;0;-0.432344746;0.18692198;2.517696473;2.085351726;-0.038420021;0.2095;0.00647386753214954;0.2;0.231;0.171;0
"CZD";"wave";170.8747346;8.047421473;"female";NA;NA;0;1.169060994;1.366703608;0.916290732;2.085351726;-0.038420021;0.234;0.00709043568380328;0.229;0.263;0.198;1
"CZD";"crab";170.8974558;12.29804779;"female";1;1;1;0.148586532;0.022077958;2.360854001;2.509440534;0.067313522;0.6045;0.00773206852795099;0.601;0.627;0.573;0
"CZD";"crab";170.8974558;12.29804779;"female";NA;NA;0;0.102495425;0.010505312;2.406945108;2.509440534;0.067313522;0.587;0.00778607126389372;0.587;0.613;0.56;1
"CZD";"wave";170.8974558;12.29804779;"female";NA;NA;0;1.123146172;1.261457325;1.386294361;2.509440534;0.067313522;0.262;0.00697366363192437;0.252;0.286;0.22;0
"CZD";"wave";170.8974558;12.29804779;"female";19;19;1;0.786673936;0.618855881;1.722766598;2.509440534;0.067313522;0.45525;0.00787495162466238;0.453;0.492;0.415;0
"CZA";"crab";171.1879774;9.962666127;"female";NA;NA;0;-0.055383607;0.003067344;2.354228326;2.298844719;0.010378121;0.515;0.00817163951986226;0.508;0.534;0.481;0
"CZA";"wave";171.1879774;9.962666127;"female";NA;NA;0;0.892747731;0.796998511;1.406096988;2.298844719;0.010378121;0.388;0.00777428645564607;0.387;0.426;0.349;0
"CZA";"crab";171.4812987;4.969113997;"male";NA;NA;0;1.035815776;1.072914321;1.603241554;2.63905733;-0.057049102;0.29375;0.00720265256179843;0.3;0.337;0.266;0
"CZA";"crab";171.6399683;4.957866587;"female";NA;NA;0;-0.963973833;0.92924555;2.564949357;1.600975525;-0.031726981;0.0165;0.00201443589820997;0.014;0.026;0.007;0
"CZA";"crab";171.6399683;4.957866587;"female";NA;NA;0;-0.963973833;0.92924555;2.564949357;1.600975525;-0.031726981;0.01475;0.00194369810456674;0.014;0.026;0.007;0
"CZA";"wave";171.6399683;4.957866587;"female";NA;NA;0;0.377200093;0.14227991;1.223775432;1.600975525;-0.031726981;0.60525;0.00772952429075945;0.615;0.644;0.587;1
"CZB";"crab";171.7327164;6.570288726;"female";NA;NA;0;-0.542244948;0.294029584;2.424802726;1.882557778;-0.02781685;0.121;0.00515716967917238;0.127;0.152;0.104;1
"CZB";"crab";171.7327164;6.570288726;"female";NA;NA;0;-0.593980622;0.35281298;2.4765384;1.882557778;-0.02781685;0.098;0.00483969863105579;0.1;0.123;0.079;0
"CZB";"wave";171.7327164;6.570288726;"female";NA;NA;0;0.658782346;0.433994179;1.223775432;1.882557778;-0.02781685;0.5455;0.00848308814763497;0.524;0.558;0.489;1
"CZB";"wave";171.7327164;6.570288726;"female";29;35;1;0.15979118;0.025533221;1.722766598;1.882557778;-0.02781685;0.60125;0.00792826693009833;0.603;0.63;0.576;1
"CZD";"crab";172.3790146;5.428389848;"female";NA;NA;0;-0.77645697;0.602885427;2.468099531;1.691642561;0.013064334;0.03625;0.00295570100265644;0.039;0.055;0.027;0
"CZD";"wave";172.3790146;5.428389848;"female";41;41;1;0.356641494;0.127193155;1.335001067;1.691642561;0.013064334;0.6135;0.00799393695182798;0.618;0.646;0.59;0
"CZA";"crab";172.5512985;7.554046639;"male";NA;NA;0;0.601134867;0.361363129;2.022083398;2.623218266;-0.022205529;0.57575;0.00847500309523957;0.551;0.583;0.518;0
"CZA";"wave";172.9910442;7.761734686;"male";NA;NA;0;-0.529692646;0.2805743;2.049205851;1.519513205;-0.002104257;0.135;0.00540379961347251;0.134;0.16;0.11;0
"CZA";"crab";172.9910442;7.761734686;"male";NA;NA;0;0.233176534;0.054371296;2.049205851;2.282382386;-0.002104257;0.62;0.00767559305084438;0.616;0.644;0.589;0
"CZA";"crab";172.9910442;7.761734686;"male";1;1;1;0.435700799;0.189835186;2.049205851;2.48490665;-0.002104257;0.598;0.00775332370710309;0.606;0.634;0.577;0
"CZA";"wave";173.243076;4.877065381;"female";NA;NA;0;-0.207215787;0.042938382;1.791759469;1.584543683;-0.104090188;0.38025;0.007735862861891;0.392;0.423;0.36;1
"CZA";"crab";173.7374552;8.310396562;"female";NA;NA;0;-0.242402831;0.058759132;2.35991016;2.117507329;0.011237645;0.35525;0.00826821265069256;0.362;0.394;0.329;0
"CZA";"wave";173.7374552;8.310396562;"female";4;4;1;0.782506262;0.61231605;1.335001067;2.117507329;0.011237645;0.457;0.00851043288441637;0.455;0.494;0.417;0
"CZA";"crab";173.8751443;3.718720581;"female";NA;NA;0;-1.220317135;1.489173909;2.533696814;1.313379679;-0.055598995;0.00575;0.00119565537381941;0.004;0.012;0.001;0
"CZD";"wave";174.1441774;14.18461137;"female";NA;NA;0;1.399394702;1.958305532;1.252762968;2.652157671;0.019908267;0.14875;0.00571532853515649;0.144;0.19;0.106;0
"CZB";"crab";174.2304802;7.178670856;"female";NA;NA;0;-0.653554344;0.42713328;2.624668592;1.971114248;-0.023923534;0.0695;0.00402137791933219;0.075;0.095;0.057;1
"CZB";"wave";174.2304802;7.178670856;"female";NA;NA;0;0.690180403;0.476348989;1.280933845;1.971114248;-0.023923534;0.5065;0.00794012973791418;0.508;0.543;0.472;1
"CZB";"wave";174.2304802;7.178670856;"female";NA;NA;0;0.536029723;0.287327864;1.435084525;1.971114248;-0.023923534;0.57875;0.00788933475964152;0.577;0.607;0.547;0
"CZA";"crab";174.3655735;4.247931135;"male";NA;NA;0;0.943247727;0.889716275;1.446432073;2.3896798;-0.080535768;0.35475;0.00756570679810146;0.355;0.394;0.318;0
"CZA";"crab";175.0124971;5.607649531;"female";NA;NA;0;-0.933326762;0.871098844;2.657458415;1.724131653;0.007961332;0.02;0.00227930150809375;0.017;0.029;0.009;0
"CZA";"wave";175.0124971;5.607649531;"female";1;1;1;0.31314468;0.09805959;1.410986974;1.724131653;0.007961332;0.63375;0.00775844387125654;0.62;0.649;0.593;0
"CZB";"crab";175.0713057;6.718184461;"female";NA;NA;0;-0.314385536;0.098838265;2.219203484;1.904817949;-0.002113855;0.30575;0.00728560254035958;0.298;0.331;0.265;0
"CZB";"crab";175.0713057;6.718184461;"female";NA;NA;0;-0.335891741;0.112823261;2.240709689;1.904817949;-0.002113855;0.286;0.00714589154280174;0.279;0.312;0.247;1
