"shore";"ref_ecotype";"distAlongPath";"length_mm";"test_sex";"dur_mean";"dur_max";"mountYN";"size_ratio";"size_ratio2";"log_male";"log_female";"shape";"y_rep";"y_rep_se";"preds";"uci_preds";"lci_preds";"y_preds"
"CZB";"wave";2.887634171;5.291378022;"female";NA;NA;0;0.140022404;0.019606274;1.526056303;1.666078708;0.005303736;0.5995;0.00794156870843527;0.598;0.625;0.571;1
"CZC";"crab";20.2324211;3.447611632;"male";NA;NA;0;1.401375619;1.963853625;1.237681711;2.63905733;-0.064369091;0.15175;0.0058521791215528;0.143;0.189;0.106;1
"CZB";"crab";20.60616857;6.46474819;"female";NA;NA;0;-0.446171362;0.199068884;2.312535424;1.866364062;0.009107013;0.1905;0.00628545045343777;0.19;0.22;0.161;0
"CZB";"crab";20.60616857;6.46474819;"female";NA;NA;0;-0.558438664;0.311853741;2.424802726;1.866364062;0.009107013;0.11175;0.00507816441472534;0.118;0.143;0.096;0
"CZB";"wave";20.60616857;6.46474819;"female";26;26;1;0.217705436;0.047395657;1.648658626;1.866364062;0.009107013;0.61625;0.00783129146141035;0.614;0.642;0.587;1
"CZB";"wave";20.60616857;6.46474819;"female";NA;NA;0;0.143597464;0.020620232;1.722766598;1.866364062;0.009107013;0.59825;0.00783259597092914;0.599;0.626;0.572;0
"CZC";"crab";20.92487054;3.63835228;"female";NA;NA;0;-1.311158777;1.719137337;2.602689685;1.291530909;-0.039983004;0.004;0.000998122769134923;0.002;0.01;0;0
"CZC";"wave";20.92487054;3.63835228;"female";21;21;1;-0.094763452;0.008980112;1.386294361;1.291530909;-0.039983004;0.48825;0.00790449901329381;0.481;0.509;0.454;0
"CZC";"wave";20.92487054;3.63835228;"female";NA;NA;0;-0.143553616;0.020607641;1.435084525;1.291530909;-0.039983004;0.435;0.00783958639079223;0.445;0.474;0.415;1
"CZD";"wave";200.1600047;5.048613138;"male";NA;NA;0;-0.366350611;0.13421277;1.619113579;1.252762968;-0.049065262;0.255;0.00689243254639475;0.253;0.286;0.222;0
"CZD";"crab";200.1600047;5.048613138;"male";NA;NA;0;0.751130162;0.56419652;1.619113579;2.370243741;-0.049065262;0.46175;0.00788351265730921;0.474;0.512;0.436;0
"CZD";"crab";200.1600047;5.048613138;"male";NA;NA;0;0.840475262;0.706398667;1.619113579;2.459588842;-0.049065262;0.43025;0.00782937156735999;0.42;0.459;0.381;0
"CZD";"wave";200.4872197;8.005697109;"male";NA;NA;0;-1.086901654;1.181355205;2.080153427;0.993251773;-0.031269116;0.00775;0.00138671017746286;0.007;0.018;0.003;0
"CZD";"crab";200.4872197;8.005697109;"male";NA;NA;0;0.421282525;0.177478966;2.080153427;2.501435952;-0.031269116;0.61075;0.00771028348978643;0.608;0.637;0.58;1
"CZB";"wave";201.136144;4.787260504;"male";NA;NA;0;0.023276877;0.000541813;1.565958328;1.589235205;-0.00106425;0.55575;0.0078573799055248;0.553;0.579;0.527;0
"CZB";"wave";201.136144;4.787260504;"male";18.5;19;1;0.15680827;0.024588833;1.565958328;1.722766598;-0.00106425;0.59975;0.00774774104160767;0.603;0.629;0.575;0
"CZB";"crab";201.136144;4.787260504;"male";4;5;1;0.943640934;0.890458213;1.565958328;2.509599262;-0.00106425;0.354;0.008056668758444;0.355;0.394;0.318;1
"CZB";"crab";201.136144;4.787260504;"male";NA;NA;0;0.943640934;0.890458213;1.565958328;2.509599262;-0.00106425;0.3485;0.00755428579083916;0.355;0.394;0.318;1
"CZB";"crab";201.8491221;9.791275656;"female";45;45;1;0.095440473;0.009108884;2.186051277;2.28149175;0.042504482;0.5805;0.00797736994182602;0.584;0.61;0.558;1
"CZB";"crab";201.8491221;9.791275656;"female";NA;NA;0;-0.413135431;0.170680884;2.694627181;2.28149175;0.042504482;0.2155;0.00650196173293831;0.215;0.247;0.185;1
"CZB";"wave";201.8491221;9.791275656;"female";NA;NA;0;0.576743658;0.332633247;1.704748092;2.28149175;0.042504482;0.5625;0.00784466839360029;0.562;0.592;0.53;1
"CZB";"wave";201.8491221;9.791275656;"female";NA;NA;0;0.202050208;0.040824287;2.079441542;2.28149175;0.042504482;0.608;0.00772003236553651;0.612;0.639;0.584;0
"CZB";"crab";202.4750423;6.094534327;"female";14;14;1;-0.634954678;0.403167443;2.442347035;1.807392358;-0.020418446;0.07325;0.00412011567960213;0.082;0.103;0.064;0
"CZB";"crab";202.4750423;6.094534327;"female";NA;NA;0;-0.802677435;0.644291065;2.610069793;1.807392358;-0.020418446;0.03275;0.00284972462858597;0.034;0.049;0.022;0
"CZB";"wave";202.4750423;6.094534327;"female";NA;NA;0;0.742681621;0.55157599;1.064710737;1.807392358;-0.020418446;0.4775;0.00789867297453754;0.479;0.516;0.441;0
"CZB";"wave";202.4750423;6.094534327;"female";NA;NA;0;0.372307832;0.138613122;1.435084525;1.807392358;-0.020418446;0.61025;0.0077449865936532;0.616;0.645;0.588;0
"CZA";"crab";202.5958421;9.653869245;"male";NA;NA;0;-0.187917251;0.035312893;2.267358793;2.079441542;0.056974365;0.42375;0.00781420180264454;0.408;0.438;0.377;1
"CZA";"crab";202.5958421;9.653869245;"male";NA;NA;0;0.282086378;0.079572725;2.267358793;2.549445171;0.056974365;0.6065;0.00779166164770743;0.62;0.648;0.593;1
"CZD";"wave";202.975599;8.013891108;"male";NA;NA;0;-1.125664979;1.267121646;2.081176424;0.955511445;0.04569961;0.0075;0.00136433238278386;0.006;0.016;0.002;0
"CZD";"crab";202.975599;8.013891108;"male";93;93;1;0.307586365;0.094609372;2.081176424;2.388762789;0.04569961;0.61625;0.00787758027252434;0.62;0.649;0.593;1
"CZD";"crab";202.975599;8.013891108;"male";16;16;1;0.460425569;0.211991705;2.081176424;2.541601993;0.04569961;0.59525;0.00800586889117726;0.6;0.629;0.571;1
"CZB";"crab";203.1522777;5.567843963;"female";NA;NA;0;-0.5447552;0.296758228;2.261763098;1.717007899;-0.05318639;0.12275;0.0051891561173569;0.125;0.151;0.102;0
"CZB";"wave";203.1522777;5.567843963;"female";18;18;1;-0.643846102;0.414537804;2.360854001;1.717007899;-0.05318639;0.083;0.00436262628780323;0.078;0.099;0.06;0
"CZA";"crab";203.354441;11.98797953;"female";NA;NA;0;0.183321352;0.033606718;2.30058309;2.483904442;0.084146627;0.597;0.0077645022681766;0.609;0.636;0.581;1
"CZA";"crab";203.6662155;9.948944717;"female";NA;NA;0;0.026372061;0.000695486;2.271094426;2.297466487;0.08828679;0.5525;0.00786297616036858;0.555;0.58;0.528;0
"CZA";"wave";203.6662155;9.948944717;"female";NA;NA;0;0.05357039;0.002869787;2.243896097;2.297466487;0.08828679;0.5665;0.00783643987710535;0.567;0.593;0.541;0
"CZA";"crab";203.7411138;10.30674342;"female";NA;NA;0;-0.026167044;0.000684714;2.358965426;2.332798382;0.06643555;0.5255;0.00789639321186826;0.526;0.552;0.499;0
"CZA";"crab";203.7411138;10.30674342;"female";NA;NA;0;-0.154605148;0.023902752;2.48740353;2.332798382;0.06643555;0.422;0.00782966788352779;0.436;0.465;0.406;0
"CZA";"wave";203.7411138;10.30674342;"female";NA;NA;0;1.14495496;1.310921859;1.187843422;2.332798382;0.06643555;0.2285;0.00663949984860003;0.241;0.275;0.21;0
"CZA";"wave";203.7411138;10.30674342;"female";11.33333333;14;1;1.141910817;1.303960314;1.190887565;2.332798382;0.06643555;0.25625;0.00730699317803205;0.243;0.276;0.211;0
"CZA";"crab";203.8042026;13.7220554;"female";NA;NA;0;0.244098667;0.059584159;2.374905755;2.619004422;0.079469649;0.61325;0.00792275053779448;0.618;0.645;0.59;0
"CZA";"crab";203.8042026;13.7220554;"female";37.66666667;109;1;0.120030515;0.014407324;2.498973907;2.619004422;0.079469649;0.59825;0.00775253247751686;0.592;0.619;0.565;1
"CZA";"wave";203.8042026;13.7220554;"female";NA;NA;0;1.29192942;1.669081627;1.327075001;2.619004422;0.079469649;0.179;0.0062554604152599;0.178;0.216;0.145;1
"CZA";"wave";203.8042026;13.7220554;"female";NA;NA;0;1.200727015;1.441745364;1.418277407;2.619004422;0.079469649;0.2165;0.00651287508597174;0.215;0.249;0.184;0
"CZA";"crab";203.8666327;10.97574485;"male";43;83;1;-0.093102732;0.008668119;2.395687825;2.302585093;0.067199781;0.47875;0.00802098731266821;0.482;0.51;0.455;1
"CZA";"crab";203.8666327;10.97574485;"male";NA;NA;0;0.187554726;0.035176775;2.395687825;2.583242551;0.067199781;0.599;0.00775014620452723;0.61;0.636;0.582;1
"CZA";"wave";203.876998;12.4362173;"male";NA;NA;0;-0.954082554;0.91027352;2.520612966;1.566530411;0.036289786;0.0145;0.00189389613399082;0.015;0.027;0.008;0
"CZA";"crab";203.876998;12.4362173;"male";NA;NA;0;-0.00050006;2.5e-07;2.520612966;2.520112906;0.036289786;0.545;0.00787459537456232;0.541;0.566;0.514;1
"CZA";"crab";203.9909032;11.31705031;"female";6;9;1;0.105885454;0.011211729;2.320425011;2.426310465;0.053796964;0.578;0.00780988146914795;0.588;0.614;0.561;0
"CZA";"wave";203.9909032;11.31705031;"female";NA;NA;0;1.091309399;1.190956204;1.335001067;2.426310465;0.053796964;0.2675;0.00699987050214229;0.269;0.304;0.236;0
"CZA";"wave";204.3936753;8.97462015;"male";NA;NA;0;-0.670520586;0.449597857;2.19440061;1.523880024;0.070475998;0.07;0.00405262819476059;0.068;0.088;0.052;0
"CZA";"wave";204.3936753;8.97462015;"male";NA;NA;0;-0.603126669;0.363761778;2.19440061;1.591273942;0.070475998;0.0945;0.00463076851116248;0.095;0.118;0.076;0
"CZA";"crab";204.3936753;8.97462015;"male";NA;NA;0;0.494806503;0.244833475;2.19440061;2.689207113;0.070475998;0.58625;0.00812628394597339;0.591;0.619;0.561;0
"CZB";"crab";204.5184685;3.274857572;"female";NA;NA;0;-1.085851507;1.179073495;2.272125886;1.186274379;-0.012084059;0.008;0.001408721450121;0.007;0.018;0.003;0
"CZB";"crab";204.5184685;3.274857572;"female";NA;NA;0;-1.264730719;1.599543793;2.451005098;1.186274379;-0.012084059;0.0025;0.000789679300950447;0.003;0.011;0.001;0
"CZB";"wave";204.5184685;3.274857572;"female";NA;NA;0;0.08766209;0.007684642;1.098612289;1.186274379;-0.012084059;0.57;0.00787636682412243;0.581;0.607;0.555;0
"CZB";"wave";204.5184685;3.274857572;"female";14.5;18;1;-0.00764809;5.85e-05;1.193922468;1.186274379;-0.012084059;0.53725;0.00788470998438652;0.537;0.562;0.51;1
"CZA";"crab";204.7087871;16.1995309;"female";NA;NA;0;0.429804742;0.184732116;2.355177543;2.784982285;0.110836579;0.6015;0.00803856523722593;0.607;0.636;0.578;0
"CZA";"crab";204.7087871;16.1995309;"female";NA;NA;0;0.138807488;0.019267519;2.646174797;2.784982285;0.110836579;0.60675;0.00785322954653714;0.598;0.624;0.571;1
"CZD";"wave";204.9582988;4.627999194;"male";NA;NA;0;0.11653399;0.013580171;1.532124635;1.648658626;-0.012509617;0.5935;0.00776720798485337;0.591;0.618;0.564;0
"CZA";"crab";205.2253398;11.59615735;"female";NA;NA;0;0.100251358;0.010050335;2.350422422;2.45067378;0.070453593;0.58475;0.00802969420539996;0.586;0.612;0.559;1
"CZA";"wave";205.2253398;11.59615735;"female";NA;NA;0;1.256751312;1.57942386;1.193922468;2.45067378;0.070453593;0.19075;0.00626182344488904;0.192;0.227;0.159;0
"CZA";"wave";205.2253398;11.59615735;"female";NA;NA;0;1.015589255;1.031421535;1.435084525;2.45067378;0.070453593;0.30325;0.00726880789862181;0.311;0.349;0.277;0
"CZA";"crab";205.2528493;11.96295931;"female";NA;NA;0;-0.064500126;0.004160266;2.546315278;2.481815152;0.081102901;0.52;0.0080117445506114;0.502;0.529;0.475;0
"CZB";"wave";205.34155;5.465623564;"male";NA;NA;0;-0.012079263;0.000145909;1.698478216;1.686398954;-0.084405688;0.53875;0.00794356015227096;0.534;0.56;0.508;0
"CZB";"wave";205.34155;5.465623564;"male";NA;NA;0;0.188591433;0.035566728;1.698478216;1.887069649;-0.084405688;0.618;0.0085739514310455;0.61;0.637;0.582;0
"CZB";"crab";205.34155;5.465623564;"male";13;23;1;0.662375785;0.43874168;1.698478216;2.360854001;-0.084405688;0.51625;0.00790250572756474;0.522;0.556;0.488;0
"CZB";"crab";205.34155;5.465623564;"male";130;130;1;0.889285819;0.790829267;1.698478216;2.587764035;-0.084405688;0.38875;0.00770848328490361;0.389;0.429;0.351;1
"CZA";"crab";205.7388167;12.68130608;"female";3.5;4;1;0.133183839;0.017737935;2.406945108;2.540128947;0.05577702;0.614;0.00787514182512418;0.596;0.623;0.569;1
"CZA";"wave";205.7388167;12.68130608;"female";15;15;1;0.944789959;0.892628066;1.595338988;2.540128947;0.05577702;0.363;0.00764055555163454;0.354;0.393;0.317;1
"CZA";"wave";206.2500498;15.5441004;"female";1;1;1;1.235169177;1.525642897;1.508511994;2.743681171;0.058763404;0.1905;0.00620983719750404;0.2;0.234;0.169;0
"CZD";"wave";206.275377;7.597010143;"male";NA;NA;0;-0.418316855;0.174988991;2.027754768;1.609437912;-0.029509681;0.219;0.00653991151397729;0.211;0.242;0.181;1
"CZD";"crab";206.275377;7.597010143;"male";2;2;1;0.405858588;0.164721193;2.027754768;2.433613355;-0.029509681;0.60725;0.00772264651478352;0.611;0.64;0.583;0
"CZD";"crab";206.275377;7.597010143;"male";9;9;1;0.457151882;0.208987843;2.027754768;2.48490665;-0.029509681;0.5945;0.00776418109828923;0.601;0.629;0.572;0
"CZA";"wave";206.7333106;12.06069627;"female";NA;NA;0;1.054867398;1.112745228;1.435084525;2.489951923;0.077581089;0.2945;0.00728794088597826;0.289;0.326;0.255;0
"CZA";"wave";207.0566513;11.87349542;"male";NA;NA;0;-0.981404544;0.963154879;2.47430864;1.492904096;0.058856743;0.0145;0.00189930801496925;0.013;0.025;0.006;0
"CZA";"crab";207.0566513;11.87349542;"male";7;7;1;0.060974217;0.003717855;2.47430864;2.535282857;0.058856743;0.57025;0.00782825362157429;0.571;0.596;0.544;0
"CZA";"crab";207.3165913;10.4772646;"female";49;49;1;-0.094877022;0.009001649;2.444084655;2.349207633;0.076742569;0.47475;0.00801074852218558;0.481;0.509;0.453;0
"CZB";"crab";207.4420309;3.598460147;"female";NA;NA;0;-1.099040117;1.207889179;2.379546134;1.280506017;-0.037352472;0.0085;0.00151098075028672;0.007;0.017;0.002;0
"CZB";"crab";207.4420309;3.598460147;"female";NA;NA;0;-1.28444334;1.649794695;2.564949357;1.280506017;-0.037352472;0.004;0.000998122769134923;0.003;0.01;0.001;0
"CZB";"wave";207.4420309;3.598460147;"female";24;24;1;-0.22357138;0.049984162;1.504077397;1.280506017;-0.037352472;0.36875;0.00768570668274154;0.378;0.409;0.346;0
"CZB";"wave";207.4420309;3.598460147;"female";41.5;60;1;-0.245550286;0.060294943;1.526056303;1.280506017;-0.037352472;0.3645;0.00770924789157632;0.359;0.391;0.326;0
"CZA";"crab";207.6593349;12.26373703;"female";NA;NA;0;0.194111275;0.037679187;2.312535424;2.506646699;0.056174196;0.6175;0.00779227144582243;0.611;0.638;0.583;0
"CZA";"wave";207.6593349;12.26373703;"female";6.5;11;1;0.893216765;0.79783619;1.613429934;2.506646699;0.056174196;0.38225;0.00768430195262555;0.386;0.426;0.349;0
"CZD";"wave";207.8646745;4.483925308;"male";11.5;18;1;-0.114204487;0.013042665;1.500498848;1.386294361;-0.053447922;0.4625;0.00788441364304434;0.467;0.495;0.439;0
"CZD";"wave";207.8646745;4.483925308;"male";12;12;1;0.088736357;0.007874141;1.500498848;1.589235205;-0.053447922;0.572;0.0080124324793175;0.582;0.608;0.555;1
"CZD";"crab";207.8646745;4.483925308;"male";NA;NA;0;0.906446261;0.821644824;1.500498848;2.406945108;-0.053447922;0.37925;0.00767265122165685;0.378;0.418;0.341;1
"CZB";"wave";207.8966549;5.51488664;"male";NA;NA;0;-0.225846557;0.051006667;1.707451098;1.481604541;-0.045313001;0.38125;0.00769063472010412;0.376;0.407;0.344;0
"CZB";"wave";207.8966549;5.51488664;"male";NA;NA;0;-0.039744277;0.001579608;1.707451098;1.667706821;-0.045313001;0.5175;0.00790183822042792;0.518;0.544;0.491;0
"CZB";"crab";207.8966549;5.51488664;"male";7;7;1;0.396683057;0.157357447;1.707451098;2.104134154;-0.045313001;0.6185;0.00786387555564356;0.613;0.641;0.584;1
"CZB";"crab";207.8966549;5.51488664;"male";34;58;1;0.966697552;0.934504157;1.707451098;2.674148649;-0.045313001;0.3335;0.00779915623564144;0.341;0.38;0.305;1
"CZA";"crab";208.2860051;10.64043521;"male";NA;NA;0;-0.026709149;0.000713379;2.364661386;2.337952237;0.04154393;0.527;0.00789514618821801;0.526;0.552;0.499;1
"CZA";"crab";208.3313673;11.6814677;"female";NA;NA;0;0.117159824;0.013726424;2.340843805;2.458003629;0.096773884;0.59075;0.00777536001937259;0.592;0.618;0.565;1
"CZA";"crab";208.3313673;11.6814677;"female";59;59;1;-0.035201824;0.001239168;2.493205453;2.458003629;0.096773884;0.51425;0.00795329268323235;0.521;0.547;0.494;0
"CZA";"wave";208.3313673;11.6814677;"female";7.666666667;13;1;0.889387711;0.7910105;1.568615918;2.458003629;0.096773884;0.38525;0.00769564260499251;0.389;0.429;0.351;0
"CZA";"wave";208.5273048;14.48248741;"female";8;8;1;1.311963602;1.721248492;1.360976553;2.672940155;0.067828952;0.168;0.005942452650791;0.171;0.209;0.137;0
"CZA";"crab";208.5625379;14.34114142;"female";76;76;1;0.105905118;0.011215894;2.557227311;2.663132429;0.080722994;0.5845;0.00779295322904016;0.588;0.614;0.561;0
"CZA";"wave";208.5713378;10.80490407;"male";NA;NA;0;-0.809303028;0.65497139;2.380000112;1.570697084;0.095617786;0.03275;0.00281448746842609;0.033;0.048;0.021;0
"CZA";"crab";208.5713378;10.80490407;"male";NA;NA;0;-0.00975637;9.52e-05;2.380000112;2.370243741;0.095617786;0.54425;0.00787565812314871;0.536;0.561;0.509;1
"CZA";"crab";208.641687;11.30848991;"female";NA;NA;0;0.032214307;0.001037762;2.393339456;2.425553763;0.104050484;0.55475;0.00797802222513165;0.557;0.583;0.531;1
"CZA";"wave";208.641687;11.30848991;"female";NA;NA;0;1.101134806;1.21249786;1.324418957;2.425553763;0.104050484;0.26075;0.00694275952719545;0.263;0.298;0.231;1
"CZA";"wave";208.9171842;8.82366279;"male";NA;NA;0;-0.528778441;0.279606639;2.177437066;1.648658626;0.057315925;0.14125;0.00561384974082298;0.135;0.161;0.111;0
"CZA";"crab";208.9171842;8.82366279;"male";NA;NA;0;0.343480021;0.117978525;2.177437066;2.520917087;0.057315925;0.61125;0.00795350335589011;0.619;0.647;0.591;1
"CZA";"crab";208.953531;9.911971421;"male";NA;NA;0;-0.093190894;0.008684543;2.293743261;2.200552367;0.067660913;0.4885;0.00790459095333433;0.482;0.51;0.455;0
"CZA";"wave";209.3202777;13.40203474;"male";NA;NA;0;-1.113802001;1.240554897;2.595406542;1.481604541;0.042213708;0.0075;0.00136433238278386;0.006;0.016;0.002;0
"CZA";"crab";209.3202777;13.40203474;"male";NA;NA;0;-0.205726742;0.042323492;2.595406542;2.3896798;0.042213708;0.396;0.00773375411673946;0.393;0.424;0.362;1
"CZA";"crab";209.3202777;13.40203474;"male";NA;NA;0;-0.158290556;0.0250559;2.595406542;2.437115986;0.042213708;0.44925;0.00822775742221664;0.433;0.462;0.403;0
"CZB";"crab";209.414402;5.420761913;"female";NA;NA;0;-0.63215134;0.399615317;2.32238772;1.69023638;-0.050779582;0.081;0.00436093657323631;0.083;0.105;0.065;0
"CZB";"crab";209.414402;5.420761913;"female";NA;NA;0;-0.698526409;0.487939145;2.388762789;1.69023638;-0.050779582;0.068;0.00398094988545418;0.059;0.078;0.044;0
"CZB";"wave";209.414402;5.420761913;"female";32;32;1;0.003837426;1.47e-05;1.686398954;1.69023638;-0.050779582;0.5425;0.00787806787787286;0.543;0.569;0.516;0
"CZD";"crab";209.91025;3.992399423;"female";NA;NA;0;-0.966982848;0.935055828;2.351375257;1.384392409;-0.024903461;0.013;0.00183534202135714;0.014;0.026;0.007;0
"CZD";"wave";209.91025;3.992399423;"female";NA;NA;0;0.07605959;0.005785061;1.30833282;1.384392409;-0.024903461;0.5785;0.00780862863570119;0.577;0.603;0.55;0
"CZB";"wave";21.12249169;5.430886881;"male";29;29;1;0.210005076;0.044102132;1.69210245;1.902107526;-0.014092447;0.62;0.00800168526091743;0.613;0.641;0.586;1
"CZB";"wave";21.12249169;5.430886881;"male";27;49;1;0.362021283;0.13105941;1.69210245;2.054123734;-0.014092447;0.618;0.00768334292086523;0.617;0.646;0.589;0
"CZB";"crab";21.12249169;5.430886881;"male";NA;NA;0;0.620432973;0.384937074;1.69210245;2.312535424;-0.014092447;0.54025;0.00788102226890654;0.543;0.575;0.509;0
"CZB";"crab";21.12249169;5.430886881;"male";9;9;1;0.705792822;0.498143508;1.69210245;2.397895273;-0.014092447;0.50075;0.00901274221724037;0.499;0.535;0.463;0
"CZC";"crab";21.27204602;3.563153144;"female";NA;NA;0;-1.02188889;1.044256903;2.292534757;1.270645867;-0.022162826;0.01125;0.00166779937753044;0.01;0.022;0.004;0
"CZC";"wave";21.27204602;3.563153144;"female";9;9;1;-0.115648494;0.013374574;1.386294361;1.270645867;-0.022162826;0.45925;0.00802224034649956;0.466;0.494;0.438;0
"CZC";"crab";21.82932242;3.571404355;"female";NA;NA;0;-1.268643098;1.609455311;2.541601993;1.272958895;-0.047794398;0.004;0.000998122769134923;0.003;0.011;0.001;0
"CZC";"wave";21.82932242;3.571404355;"female";NA;NA;0;-0.185656128;0.034468198;1.458615023;1.272958895;-0.047794398;0.4085;0.00777316171263358;0.41;0.44;0.38;0
"CZC";"wave";21.82932242;3.571404355;"female";NA;NA;0;-0.356281645;0.12693661;1.62924054;1.272958895;-0.047794398;0.27825;0.00708655693530358;0.262;0.294;0.23;0
"CZA";"crab";210.1799232;10.874369;"female";NA;NA;0;-0.045448876;0.0020656;2.431857429;2.386408552;0.065844799;0.50825;0.00790560617709084;0.514;0.541;0.487;1
"CZD";"wave";210.2101083;5.568687703;"male";13;13;1;-0.258544403;0.066845208;1.717159425;1.458615023;-0.056724863;0.34725;0.0075286804708666;0.347;0.38;0.315;0
"CZD";"crab";210.2101083;5.568687703;"male";2;2;1;0.56522296;0.319476995;1.717159425;2.282382386;-0.056724863;0.575;0.00784346359268199;0.566;0.597;0.535;1
"CZD";"crab";210.2101083;5.568687703;"male";NA;NA;0;0.88553026;0.784163842;1.717159425;2.602689685;-0.056724863;0.38975;0.00771207516825726;0.391;0.431;0.353;1
"CZA";"crab";210.2715417;9.418664024;"male";NA;NA;0;0.087507005;0.007657476;2.242693255;2.33020026;0.073142485;0.59175;0.00777242478392396;0.581;0.607;0.555;0
"CZB";"crab";210.8689068;3.583746671;"female";NA;NA;0;-1.103137325;1.216911957;2.379546134;1.276408809;-0.057955845;0.007;0.0013184022702258;0.007;0.017;0.002;0
"CZB";"crab";210.8689068;3.583746671;"female";NA;NA;0;-1.241287663;1.540795063;2.517696473;1.276408809;-0.057955845;0.003;0.000864833500880986;0.003;0.011;0.001;0
"CZB";"wave";210.8689068;3.583746671;"female";41;41;1;-0.004525036;2.05e-05;1.280933845;1.276408809;-0.057955845;0.533;0.00798049217730723;0.538;0.564;0.512;0
"CZB";"wave";210.8689068;3.583746671;"female";53;58;1;-0.35283173;0.12449023;1.62924054;1.276408809;-0.057955845;0.26175;0.00695135344401908;0.265;0.297;0.233;1
"CZA";"crab";211.3282276;9.643768645;"female";39;39;1;-0.176035065;0.030988344;2.442347035;2.266311971;0.060537806;0.417;0.0077969832779774;0.418;0.448;0.387;1
"CZA";"crab";211.3282276;9.643768645;"female";39;39;1;-0.176035065;0.030988344;2.442347035;2.266311971;0.060537806;0.415;0.00779159336925432;0.418;0.448;0.387;1
"CZA";"wave";211.3282276;9.643768645;"female";14;14;1;0.798437622;0.637502637;1.467874348;2.266311971;0.060537806;0.45025;0.00796883454080559;0.445;0.485;0.407;1
"CZB";"crab";211.3709497;4.541750884;"female";NA;NA;0;-0.847541406;0.718326435;2.360854001;1.513312595;-0.04002233;0.02425;0.00244668243855648;0.027;0.041;0.016;0
"CZB";"crab";211.3709497;4.541750884;"female";NA;NA;0;-1.028289398;1.057379087;2.541601993;1.513312595;-0.04002233;0.01;0.00157340996079413;0.01;0.021;0.004;0
"CZB";"wave";211.3709497;4.541750884;"female";21;21;1;0.289537163;0.083831769;1.223775432;1.513312595;-0.04002233;0.61275;0.00770303145186277;0.62;0.649;0.593;1
"CZB";"wave";211.3709497;4.541750884;"female";25;25;1;-0.012743709;0.000162402;1.526056303;1.513312595;-0.04002233;0.521;0.00797608529026382;0.534;0.56;0.507;0
"CZA";"crab";211.5794595;11.68015072;"female";NA;NA;0;0.203446164;0.041390342;2.254444718;2.457890881;0.089642273;0.6045;0.00773206852795099;0.612;0.64;0.585;0
"CZA";"wave";211.6383142;11.19775577;"male";NA;NA;0;-0.911635984;0.831080167;2.415713381;1.504077397;0.039350468;0.02025;0.00239673084492559;0.019;0.032;0.01;0
"CZA";"crab";211.6383142;11.19775577;"male";8;8;1;-0.107146216;0.011480312;2.415713381;2.308567165;0.039350468;0.469;0.00789147127155054;0.472;0.5;0.444;0
"CZD";"wave";211.6415732;10.39031537;"male";NA;NA;0;-0.469071981;0.220028523;2.340874158;1.871802177;-0.031098642;0.18025;0.00607858714508726;0.173;0.203;0.146;0
"CZD";"crab";211.6415732;10.39031537;"male";NA;NA;0;0.152331295;0.023204823;2.340874158;2.493205453;-0.031098642;0.596;0.00818954465493145;0.602;0.628;0.574;1
"CZD";"crab";211.7445089;3.803243596;"male";NA;NA;0;1.259400426;1.586089434;1.335854281;2.595254707;-0.09739266;0.20075;0.00633422370717147;0.19;0.226;0.158;0
"CZB";"wave";211.9567852;4.865528492;"male";11.66666667;18;1;0.007059864;4.98e-05;1.582175341;1.589235205;-0.053169896;0.538;0.00788381497973276;0.545;0.57;0.518;0
"CZB";"wave";211.9567852;4.865528492;"male";NA;NA;0;0.158290834;0.025055988;1.582175341;1.740466175;-0.053169896;0.60225;0.00792254266180651;0.603;0.63;0.576;0
"CZB";"crab";211.9567852;4.865528492;"male";53;53;1;0.534080174;0.285241632;1.582175341;2.116255515;-0.053169896;0.57025;0.00782825362157429;0.578;0.608;0.547;1
"CZB";"crab";211.9567852;4.865528492;"male";NA;NA;0;1.049713499;1.10189843;1.582175341;2.63188884;-0.053169896;0.29225;0.00755989855261632;0.292;0.329;0.258;0
"CZA";"crab";212.1178042;12.27322476;"male";NA;NA;0;-0.288216557;0.083068784;2.507420041;2.219203484;0.052774298;0.32975;0.00772741569340497;0.321;0.353;0.288;0
"CZA";"crab";212.1178042;12.27322476;"male";5;5;1;-0.041016863;0.001682383;2.507420041;2.466403178;0.052774298;0.5215;0.00789936943745369;0.517;0.543;0.49;1
"CZA";"wave";212.2595512;13.36071643;"female";3;3;1;1.275910558;1.627947752;1.316408234;2.592318792;0.066268956;0.1945;0.00625917181486113;0.184;0.221;0.151;1
"CZB";"wave";212.3696687;4.375449489;"male";17;17;1;-0.141008188;0.019883309;1.476009255;1.335001067;-0.093654073;0.44475;0.00785826300459347;0.447;0.475;0.417;1
"CZB";"wave";212.3696687;4.375449489;"male";9;18;1;0.426098272;0.181559737;1.476009255;1.902107526;-0.093654073;0.60525;0.00772952429075945;0.608;0.636;0.579;0
"CZB";"crab";212.3696687;4.375449489;"male";NA;NA;0;0.846378465;0.716356507;1.476009255;2.32238772;-0.093654073;0.4105;0.00803049889336939;0.416;0.455;0.377;0
"CZB";"crab";212.3696687;4.375449489;"male";NA;NA;0;0.894234487;0.799655317;1.476009255;2.370243741;-0.093654073;0.4015;0.00775173915098839;0.386;0.425;0.348;0
