"rep";"y_rep"
"y_rep[1014]";0.04725
"y_rep[1015]";0.48025
"y_rep[1016]";0.296
"y_rep[1017]";0.56725
"y_rep[1018]";0.05
"y_rep[1019]";0.03425
"y_rep[1020]";0.504
"y_rep[1021]";0.51025
"y_rep[1022]";0.598
"y_rep[1023]";0.0355
"y_rep[1024]";0.017
"y_rep[1025]";0.0455
"y_rep[1026]";0.60275
"y_rep[1027]";0.53375
"y_rep[1028]";0.4825
"y_rep[1029]";0.0275
"y_rep[1030]";0.08325
"y_rep[1031]";0.57175
"y_rep[1032]";0.5435
"y_rep[1033]";0.57125
"y_rep[1034]";0.5875
"y_rep[1035]";0.576
"y_rep[1036]";0.167
"y_rep[1037]";0.5815
"y_rep[1038]";0.04825
"y_rep[1039]";0.07275
"y_rep[1040]";0.02525
"y_rep[1041]";0.591
"y_rep[1042]";0.0215
"y_rep[1043]";0.08025
"y_rep[1044]";0.06375
"y_rep[1045]";0.53925
"y_rep[1046]";0.03675
"y_rep[1047]";0.625
"y_rep[1048]";0.079
"y_rep[1049]";0.039
"y_rep[1050]";0.24725
"y_rep[1051]";0.0775
"y_rep[1052]";0.058
"y_rep[1053]";0.11625
"y_rep[1054]";0.067
"y_rep[1055]";0.595
"y_rep[1056]";0.399
"y_rep[1057]";0.04925
"y_rep[1058]";0.04175
"y_rep[1059]";0.6025
"y_rep[1060]";0.0455
"y_rep[1061]";0.03125
"y_rep[1062]";0.62075
"y_rep[1063]";0.59525
"y_rep[1064]";0.021
"y_rep[1065]";0.01475
"y_rep[1066]";0.048
"y_rep[1067]";0.1145
"y_rep[1068]";0.02675
"y_rep[1069]";0.621
"y_rep[1070]";0.03975
"y_rep[1071]";0.0525
"y_rep[1072]";0.493
"y_rep[1073]";0.5755
"y_rep[1074]";0.0395
"y_rep[1075]";0.13625
"y_rep[1076]";0.053
"y_rep[1077]";0.60325
"y_rep[1078]";0.52875
"y_rep[1079]";0.589
"y_rep[1080]";0.59425
"y_rep[1081]";0.08175
"y_rep[1082]";0.068
"y_rep[1083]";0.58775
"y_rep[1084]";0.61475
"y_rep[1085]";0.04125
"y_rep[1086]";0.0105
"y_rep[1087]";0.4985
"y_rep[1088]";0.4855
"y_rep[1089]";0.0825
"y_rep[1090]";0.075
"y_rep[1091]";0.25975
"y_rep[1092]";0.12325
"y_rep[1093]";0.075
"y_rep[1094]";0.16975
"y_rep[1095]";0.04325
"y_rep[1096]";0.50475
"y_rep[1097]";0.6065
"y_rep[1098]";0.565
"y_rep[1099]";0.07975
"y_rep[1100]";0.0705
"y_rep[1101]";0.60825
"y_rep[1102]";0.51925
"y_rep[1103]";0.07375
"y_rep[1104]";0.6225
"y_rep[1105]";0.49925
"y_rep[1106]";0.06675
"y_rep[1107]";0.0435
"y_rep[1108]";0.535
"y_rep[1109]";0.04525
"y_rep[1110]";0.1515
"y_rep[1111]";0.39925
"y_rep[1112]";0.5925
"y_rep[1113]";0.10625
"y_rep[1114]";0.62325
"y_rep[1115]";0.60875
"y_rep[1116]";0.5195
"y_rep[1117]";0.05625
"y_rep[1118]";0.1185
"y_rep[1119]";0.53675
"y_rep[1120]";0.1045
"y_rep[1121]";0.06025
"y_rep[1122]";0.05275
"y_rep[1123]";0.545
"y_rep[1124]";0.49725
"y_rep[1125]";0.01625
"y_rep[1126]";0.61075
"y_rep[1127]";0.08125
"y_rep[1128]";0.04675
"y_rep[1129]";0.0645
"y_rep[1130]";0.1415
"y_rep[1131]";0.6135
"y_rep[1132]";0.6135
"y_rep[1133]";0.1
"y_rep[1134]";0.0435
"y_rep[1135]";0.568
"y_rep[1136]";0.51675
"y_rep[1137]";0.04
"y_rep[1138]";0.593
"y_rep[1139]";0.60425
"y_rep[1140]";0.1185
"y_rep[1141]";0.12475
"y_rep[1142]";0.52675
"y_rep[1143]";0.10525
"y_rep[1144]";0.4975
"y_rep[1145]";0.592
"y_rep[1146]";0.0685
"y_rep[1147]";0.05725
"y_rep[1148]";0.598
"y_rep[1149]";0.6165
"y_rep[1150]";0.1355
"y_rep[1151]";0.0485
"y_rep[1152]";0.617
"y_rep[1153]";0.62275
"y_rep[1154]";0.1095
"y_rep[1155]";0.17425
"y_rep[1156]";0.073
"y_rep[1157]";0.0575
"y_rep[1158]";0.59975
"y_rep[1159]";0.59875
"y_rep[1160]";0.44675
"y_rep[1161]";0.61425
"y_rep[1162]";0.04525
"y_rep[1163]";0.61875
"y_rep[1164]";0.0515
"y_rep[1165]";0.07825
"y_rep[1166]";0.119
"y_rep[1167]";0.62725
"y_rep[1168]";0.47375
"y_rep[1169]";0.03525
"y_rep[1170]";0.5025
"y_rep[1171]";0.0655
"y_rep[1172]";0.024
"y_rep[1173]";0.57525
"y_rep[1174]";0.55425
"y_rep[1175]";0.08075
"y_rep[1176]";0.07125
"y_rep[1177]";0.58325
"y_rep[1178]";0.37
"y_rep[1179]";0.108
"y_rep[1180]";0.07525
"y_rep[1181]";0.12925
"y_rep[1182]";0.577
"y_rep[1183]";0.56975
"y_rep[1184]";0.14
"y_rep[1185]";0.052
"y_rep[1186]";0.5995
"y_rep[1187]";0.5995
"y_rep[1188]";0.11425
"y_rep[1189]";0.0985
"y_rep[1190]";0.59525
"y_rep[1191]";0.1155
"y_rep[1192]";0.02875
"y_rep[1193]";0.62925
"y_rep[1194]";0.5935
"y_rep[1195]";0.3355
"y_rep[1196]";0.05275
"y_rep[1197]";0.086
"y_rep[1198]";0.07625
"y_rep[1199]";0.54425
"y_rep[1200]";0.432
"y_rep[1201]";0.57125
"y_rep[1202]";0.05375
"y_rep[1203]";0.08225
"y_rep[1204]";0.35875
"y_rep[1205]";0.14175
"y_rep[1206]";0.13075
"y_rep[1207]";0.581
"y_rep[1208]";0.121
"y_rep[1209]";0.06125
"y_rep[1210]";0.6135
"y_rep[1211]";0.50975
"y_rep[1212]";0.60975
"y_rep[1213]";0.623
"y_rep[1214]";0.049
"y_rep[1215]";0.03575
"y_rep[1216]";0.46175
"y_rep[1217]";0.05425
"y_rep[1218]";0.4175
"y_rep[1219]";0.59975
"y_rep[1220]";0.60475
"y_rep[1221]";0.601
"y_rep[1222]";0.05875
"y_rep[1223]";0.39075
"y_rep[1224]";0.1055
"y_rep[1225]";0.1055
"y_rep[1226]";0.0415
"y_rep[1227]";0.40775
"y_rep[1228]";0.114
"y_rep[1229]";0.63125
"y_rep[1230]";0.101
"y_rep[1231]";0.0735
"y_rep[1232]";0.51025
"y_rep[1233]";0.1155
"y_rep[1234]";0.434
"y_rep[1235]";0.059
"y_rep[1236]";0.56
"y_rep[1237]";0.417
"y_rep[1238]";0.09675
"y_rep[1239]";0.538
"y_rep[1240]";0.6095
"y_rep[1241]";0.124
"y_rep[1242]";0.04525
"y_rep[1243]";0.0555
"y_rep[1244]";0.05875
"y_rep[1245]";0.62375
"y_rep[1246]";0.074
"y_rep[1247]";0.05775
"y_rep[1248]";0.12125
"y_rep[1249]";0.06725
"y_rep[1250]";0.15975
"y_rep[1251]";0.577
"y_rep[1252]";0.55575
"y_rep[1253]";0.4855
"y_rep[1254]";0.54475
"y_rep[1255]";0.162
"y_rep[1256]";0.117
"y_rep[1257]";0.12575
"y_rep[1258]";0.0285
"y_rep[1259]";0.46225
"y_rep[1260]";0.0815
"y_rep[1261]";0.32125
"y_rep[1262]";0.52
"y_rep[1263]";0.07775
"y_rep[1264]";0.06025
"y_rep[1265]";0.5295
"y_rep[1266]";0.53325
"y_rep[1267]";0.05475
"y_rep[1268]";0.199
"y_rep[1269]";0.10225
"y_rep[1270]";0.375
"y_rep[1271]";0.23825
"y_rep[1272]";0.09725
"y_rep[1273]";0.61475
"y_rep[1274]";0.6205
"y_rep[1275]";0.1295
"y_rep[1276]";0.08
"y_rep[1277]";0.55125
"y_rep[1278]";0.627
"y_rep[1279]";0.0315
"y_rep[1280]";0.603
"y_rep[1281]";0.5905
"y_rep[1282]";0.08875
"y_rep[1283]";0.04375
"y_rep[1284]";0.619
"y_rep[1285]";0.57575
"y_rep[1286]";0.1615
"y_rep[1287]";0.10375
"y_rep[1288]";0.6175
"y_rep[1289]";0.60175
"y_rep[1290]";0.066
"y_rep[1291]";0.5385
"y_rep[1292]";0.568
"y_rep[1293]";0.07575
"y_rep[1294]";0.0335
"y_rep[1295]";0.48525
"y_rep[1296]";0.60825
"y_rep[1297]";0.068
"y_rep[1298]";0.63275
"y_rep[1299]";0.52825
"y_rep[1300]";0.61075
"y_rep[1301]";0.55275
"y_rep[1302]";0.10975
"y_rep[1303]";0.1855
"y_rep[1304]";0.0995
"y_rep[1305]";0.47675
"y_rep[1306]";0.4965
"y_rep[1307]";0.106
"y_rep[1308]";0.0715
"y_rep[1309]";0.627
"y_rep[1310]";0.5345
"y_rep[1311]";0.5785
"y_rep[1312]";0.08875
"y_rep[1313]";0.07675
"y_rep[1314]";0.6135
"y_rep[1315]";0.616
"y_rep[1316]";0.1795
"y_rep[1317]";0.151
"y_rep[1318]";0.10725
"y_rep[1319]";0.5835
"y_rep[1320]";0.547
"y_rep[1321]";0.2925
"y_rep[1322]";0.16525
"y_rep[1323]";0.61175
"y_rep[1324]";0.57225
"y_rep[1325]";0.451
"y_rep[1326]";0.52575
"y_rep[1327]";0.11325
"y_rep[1328]";0.057
"y_rep[1329]";0.27825
"y_rep[1330]";0.25425
"y_rep[1331]";0.1225
"y_rep[1332]";0.618
"y_rep[1333]";0.5225
"y_rep[1334]";0.6165
"y_rep[1335]";0.532
"y_rep[1336]";0.585
"y_rep[1337]";0.111
"y_rep[1338]";0.15475
"y_rep[1339]";0.26225
"y_rep[1340]";0.61575
"y_rep[1341]";0.52925
"y_rep[1342]";0.557
"y_rep[1343]";0.21525
"y_rep[1344]";0.441
"y_rep[1345]";0.14075
"y_rep[1346]";0.16625
"y_rep[1347]";0.3475
"y_rep[1348]";0.3235
"y_rep[1349]";0.54825
"y_rep[1350]";0.6045
"y_rep[1351]";0.112
"y_rep[1352]";0.61175
"y_rep[1353]";0.1975
"y_rep[1354]";0.536
"y_rep[1355]";0.17675
"y_rep[1356]";0.06775
"y_rep[1357]";0.59225
"y_rep[1358]";0.6295
"y_rep[1359]";0.52525
"y_rep[1360]";0.18225
"y_rep[1361]";0.1635
"y_rep[1362]";0.615
"y_rep[1363]";0.46425
"y_rep[1364]";0.509
"y_rep[1365]";0.5325
"y_rep[1366]";0.18225
"y_rep[1367]";0.23575
"y_rep[1368]";0.0845
"y_rep[1369]";0.39575
"y_rep[1370]";0.5835
"y_rep[1371]";0.5145
"y_rep[1372]";0.518
"y_rep[1373]";0.114
"y_rep[1374]";0.10675
"y_rep[1375]";0.63275
"y_rep[1376]";0.18675
"y_rep[1377]";0.11675
"y_rep[1378]";0.619
"y_rep[1379]";0.59525
"y_rep[1380]";0.25975
"y_rep[1381]";0.15
"y_rep[1382]";0.57325
"y_rep[1383]";0.6095
"y_rep[1384]";0.188
"y_rep[1385]";0.1305
"y_rep[1386]";0.5565
"y_rep[1387]";0.59325
"y_rep[1388]";0.24575
"y_rep[1389]";0.0435
"y_rep[1390]";0.6305
"y_rep[1391]";0.30925
"y_rep[1392]";0.55975
"y_rep[1393]";0.60575
"y_rep[1394]";0.12075
"y_rep[1395]";0.09675
"y_rep[1396]";0.522
"y_rep[1397]";0.53075
"y_rep[1398]";0.59725
"y_rep[1399]";0.549
"y_rep[1400]";0.61
"y_rep[1401]";0.59675
"y_rep[1402]";0.17525
"y_rep[1403]";0.151
"y_rep[1404]";0.59575
"y_rep[1405]";0.1665
"y_rep[1406]";0.57725
"y_rep[1407]";0.249
"y_rep[1408]";0.1895
"y_rep[1409]";0.56025
"y_rep[1410]";0.13725
"y_rep[1411]";0.12875
"y_rep[1412]";0.0875
"y_rep[1413]";0.597
"y_rep[1414]";0.61975
"y_rep[1415]";0.21125
"y_rep[1416]";0.092
"y_rep[1417]";0.55625
"y_rep[1418]";0.60575
"y_rep[1419]";0.188
"y_rep[1420]";0.07825
"y_rep[1421]";0.55225
"y_rep[1422]";0.58925
"y_rep[1423]";0.35675
"y_rep[1424]";0.0605
"y_rep[1425]";0.624
"y_rep[1426]";0.61475
"y_rep[1427]";0.08375
"y_rep[1428]";0.08275
"y_rep[1429]";0.492
"y_rep[1430]";0.58675
"y_rep[1431]";0.078
"y_rep[1432]";0.03575
"y_rep[1433]";0.59775
"y_rep[1434]";0.6125
"y_rep[1435]";0.142
"y_rep[1436]";0.09475
"y_rep[1437]";0.5165
"y_rep[1438]";0.6065
"y_rep[1439]";0.506
"y_rep[1440]";0.308
"y_rep[1441]";0.07975
"y_rep[1442]";0.5415
"y_rep[1443]";0.57825
"y_rep[1444]";0.44175
"y_rep[1445]";0.131
"y_rep[1446]";0.0835
"y_rep[1447]";0.138
"y_rep[1448]";0.19875
"y_rep[1449]";0.6145
"y_rep[1450]";0.61725
"y_rep[1451]";0.50325
"y_rep[1452]";0.606
"y_rep[1453]";0.15775
"y_rep[1454]";0.221
"y_rep[1455]";0.594
"y_rep[1456]";0.617
"y_rep[1457]";0.612
"y_rep[1458]";0.138
"y_rep[1459]";0.6155
"y_rep[1460]";0.45225
"y_rep[1461]";0.59375
"y_rep[1462]";0.20425
"y_rep[1463]";0.10775
"y_rep[1464]";0.60325
"y_rep[1465]";0.393
"y_rep[1466]";0.11825
"y_rep[1467]";0.511
"y_rep[1468]";0.58725
"y_rep[1469]";0.49825
"y_rep[1470]";0.59075
"y_rep[1471]";0.08125
"y_rep[1472]";0.586
"y_rep[1473]";0.62025
"y_rep[1474]";0.1155
"y_rep[1475]";0.21425
"y_rep[1476]";0.20575
"y_rep[1477]";0.43325
"y_rep[1478]";0.11775
"y_rep[1479]";0.6
"y_rep[1480]";0.52925
"y_rep[1481]";0.608
"y_rep[1482]";0.4455
"y_rep[1483]";0.5585
"y_rep[1484]";0.45175
"y_rep[1485]";0.04975
"y_rep[1486]";0.12025
"y_rep[1487]";0.2935
"y_rep[1488]";0.27725
"y_rep[1489]";0.5595
"y_rep[1490]";0.6255
"y_rep[1491]";0.18275
"y_rep[1492]";0.37525
"y_rep[1493]";0.53825
"y_rep[1494]";0.175
"y_rep[1495]";0.089
"y_rep[1496]";0.1905
"y_rep[1497]";0.0885
"y_rep[1498]";0.631
"y_rep[1499]";0.61575
"y_rep[1500]";0.2235
"y_rep[1501]";0.1075
"y_rep[1502]";0.391
"y_rep[1503]";0.57025
"y_rep[1504]";0.29575
"y_rep[1505]";0.14375
"y_rep[1506]";0.538
"y_rep[1507]";0.59475
"y_rep[1508]";0.2455
"y_rep[1509]";0.42625
"y_rep[1510]";0.44275
"y_rep[1511]";0.16875
"y_rep[1512]";0.04925
"y_rep[1513]";0.348
"y_rep[1514]";0.456
"y_rep[1515]";0.2155
"y_rep[1516]";0.17475
"y_rep[1517]";0.136
"y_rep[1518]";0.1235
"y_rep[1519]";0.5685
"y_rep[1520]";0.05225
"y_rep[1521]";0.20125
"y_rep[1522]";0.36425
"y_rep[1523]";0.48425
"y_rep[1524]";0.62775
"y_rep[1525]";0.46225
"y_rep[1526]";0.4965
"y_rep[1527]";0.4835
"y_rep[1528]";0.1645
"y_rep[1529]";0.142
"y_rep[1530]";0.16725
"y_rep[1531]";0.14975
"y_rep[1532]";0.34775
"y_rep[1533]";0.12175
"y_rep[1534]";0.06225
"y_rep[1535]";0.43775
"y_rep[1536]";0.60325
"y_rep[1537]";0.2645
"y_rep[1538]";0.09375
"y_rep[1539]";0.61975
"y_rep[1540]";0.60575
"y_rep[1541]";0.40425
"y_rep[1542]";0.53
"y_rep[1543]";0.59475
"y_rep[1544]";0.56275
"y_rep[1545]";0.62175
"y_rep[1546]";0.32375
"y_rep[1547]";0.13625
"y_rep[1548]";0.236
"y_rep[1549]";0.13475
"y_rep[1550]";0.561
"y_rep[1551]";0.31125
"y_rep[1552]";0.6165
"y_rep[1553]";0.19875
"y_rep[1554]";0.6125
"y_rep[1555]";0.583
"y_rep[1556]";0.59225
"y_rep[1557]";0.41425
"y_rep[1558]";0.6035
"y_rep[1559]";0.30125
"y_rep[1560]";0.1785
"y_rep[1561]";0.4255
"y_rep[1562]";0.48525
"y_rep[1563]";0.25725
"y_rep[1564]";0.19175
"y_rep[1565]";0.07675
"y_rep[1566]";0.2905
"y_rep[1567]";0.1605
"y_rep[1568]";0.61425
"y_rep[1569]";0.612
"y_rep[1570]";0.22725
"y_rep[1571]";0.134
"y_rep[1572]";0.4005
"y_rep[1573]";0.4475
"y_rep[1574]";0.41475
"y_rep[1575]";0.22075
"y_rep[1576]";0.1735
"y_rep[1577]";0.51225
"y_rep[1578]";0.59625
"y_rep[1579]";0.22575
"y_rep[1580]";0.1515
"y_rep[1581]";0.3865
"y_rep[1582]";0.539
"y_rep[1583]";0.37325
"y_rep[1584]";0.4895
"y_rep[1585]";0.4325
"y_rep[1586]";0.577
"y_rep[1587]";0.1385
"y_rep[1588]";0.10875
"y_rep[1589]";0.5875
"y_rep[1590]";0.6075
"y_rep[1591]";0.11125
"y_rep[1592]";0.587
"y_rep[1593]";0.6235
"y_rep[1594]";0.12875
"y_rep[1595]";0.17125
"y_rep[1596]";0.062
"y_rep[1597]";0.40475
"y_rep[1598]";0.589
"y_rep[1599]";0.12025
"y_rep[1600]";0.15175
"y_rep[1601]";0.0715
"y_rep[1602]";0.12775
"y_rep[1603]";0.48525
"y_rep[1604]";0.5975
"y_rep[1605]";0.62175
"y_rep[1606]";0.297
"y_rep[1607]";0.47875
"y_rep[1608]";0.492
"y_rep[1609]";0.54475
"y_rep[1610]";0.59775
"y_rep[1611]";0.60675
"y_rep[1612]";0.222
"y_rep[1613]";0.3625
"y_rep[1614]";0.36275
"y_rep[1615]";0.08875
"y_rep[1616]";0.545
"y_rep[1617]";0.62875
"y_rep[1618]";0.60425
"y_rep[1619]";0.071
"y_rep[1620]";0.49825
"y_rep[1621]";0.5885
"y_rep[1622]";0.07975
"y_rep[1623]";0.274
"y_rep[1624]";0.14575
"y_rep[1625]";0.5985
"y_rep[1626]";0.5575
"y_rep[1627]";0.24
"y_rep[1628]";0.05625
"y_rep[1629]";0.38675
"y_rep[1630]";0.60175
"y_rep[1631]";0.37775
"y_rep[1632]";0.588
"y_rep[1633]";0.3315
"y_rep[1634]";0.13075
"y_rep[1635]";0.3495
"y_rep[1636]";0.31475
"y_rep[1637]";0.16825
"y_rep[1638]";0.36825
"y_rep[1639]";0.2445
"y_rep[1640]";0.16875
"y_rep[1641]";0.4765
"y_rep[1642]";0.394
"y_rep[1643]";0.17175
"y_rep[1644]";0.47075
"y_rep[1645]";0.61475
"y_rep[1646]";0.0815
"y_rep[1647]";0.45525
"y_rep[1648]";0.5275
"y_rep[1649]";0.14475
"y_rep[1650]";0.60925
"y_rep[1651]";0.4395
"y_rep[1652]";0.195
"y_rep[1653]";0.1575
"y_rep[1654]";0.38825
"y_rep[1655]";0.44975
"y_rep[1656]";0.60625
"y_rep[1657]";0.066
"y_rep[1658]";0.332
"y_rep[1659]";0.53525
"y_rep[1660]";0.61425
"y_rep[1661]";0.6
"y_rep[1662]";0.12125
"y_rep[1663]";0.48075
"y_rep[1664]";0.603
"y_rep[1665]";0.571
"y_rep[1666]";0.20375
"y_rep[1667]";0.5415
"y_rep[1668]";0.55175
"y_rep[1669]";0.246
"y_rep[1670]";0.251
"y_rep[1671]";0.1405
"y_rep[1672]";0.1925
"y_rep[1673]";0.11875
"y_rep[1674]";0.508
"y_rep[1675]";0.62
"y_rep[1676]";0.392
"y_rep[1677]";0.473
"y_rep[1678]";0.258
"y_rep[1679]";0.241
"y_rep[1680]";0.57425
"y_rep[1681]";0.58625
"y_rep[1682]";0.229
"y_rep[1683]";0.0965
"y_rep[1684]";0.6195
"y_rep[1685]";0.558
"y_rep[1686]";0.615
"y_rep[1687]";0.30425
"y_rep[1688]";0.603
"y_rep[1689]";0.12675
"y_rep[1690]";0.61425
"y_rep[1691]";0.61025
"y_rep[1692]";0.61825
"y_rep[1693]";0.5375
"y_rep[1694]";0.5305
"y_rep[1695]";0.2645
"y_rep[1696]";0.25575
"y_rep[1697]";0.06325
"y_rep[1698]";0.52225
"y_rep[1699]";0.57
"y_rep[1700]";0.6015
"y_rep[1701]";0.4825
"y_rep[1702]";0.292
"y_rep[1703]";0.1895
"y_rep[1704]";0.35525
"y_rep[1705]";0.4465
"y_rep[1706]";0.1545
"y_rep[1707]";0.26825
"y_rep[1708]";0.52075
"y_rep[1709]";0.6095
"y_rep[1710]";0.11625
"y_rep[1711]";0.09225
"y_rep[1712]";0.58625
"y_rep[1713]";0.60225
"y_rep[1714]";0.5165
"y_rep[1715]";0.4185
"y_rep[1716]";0.6155
"y_rep[1717]";0.63175
"y_rep[1718]";0.56425
"y_rep[1719]";0.43
"y_rep[1720]";0.4435
"y_rep[1721]";0.30725
"y_rep[1722]";0.35075
"y_rep[1723]";0.281
"y_rep[1724]";0.28425
"y_rep[1725]";0.47975
"y_rep[1726]";0.62625
"y_rep[1727]";0.30075
"y_rep[1728]";0.19225
"y_rep[1729]";0.3865
"y_rep[1730]";0.2795
"y_rep[1731]";0.5255
"y_rep[1732]";0.58275
"y_rep[1733]";0.09275
"y_rep[1734]";0.5885
"y_rep[1735]";0.452
"y_rep[1736]";0.595
"y_rep[1737]";0.267
"y_rep[1738]";0.34275
"y_rep[1739]";0.375
"y_rep[1740]";0.3495
"y_rep[1741]";0.35525
"y_rep[1742]";0.2745
"y_rep[1743]";0.2905
"y_rep[1744]";0.29525
"y_rep[1745]";0.119
"y_rep[1746]";0.2
"y_rep[1747]";0.35125
"y_rep[1748]";0.515
"y_rep[1749]";0.37925
"y_rep[1750]";0.497
"y_rep[1751]";0.43125
"y_rep[1752]";0.625
"y_rep[1753]";0.5185
"y_rep[1754]";0.55775
"y_rep[1755]";0.2365
"y_rep[1756]";0.51175
"y_rep[1757]";0.62525
"y_rep[1758]";0.5355
"y_rep[1759]";0.37575
"y_rep[1760]";0.2625
"y_rep[1761]";0.3235
"y_rep[1762]";0.36525
"y_rep[1763]";0.16725
"y_rep[1764]";0.481
"y_rep[1765]";0.59925
"y_rep[1766]";0.33325
"y_rep[1767]";0.2005
"y_rep[1768]";0.4945
"y_rep[1769]";0.622
"y_rep[1770]";0.27425
"y_rep[1771]";0.14075
"y_rep[1772]";0.221
"y_rep[1773]";0.40125
"y_rep[1774]";0.238
"y_rep[1775]";0.26575
"y_rep[1776]";0.2745
"y_rep[1777]";0.244
"y_rep[1778]";0.49625
"y_rep[1779]";0.58375
"y_rep[1780]";0.24575
"y_rep[1781]";0.15
"y_rep[1782]";0.335
"y_rep[1783]";0.4375
"y_rep[1784]";0.1115
"y_rep[1785]";0.509
"y_rep[1786]";0.558
"y_rep[1787]";0.20375
"y_rep[1788]";0.2345
"y_rep[1789]";0.246
"y_rep[1790]";0.623
"y_rep[1791]";0.483
"y_rep[1792]";0.35875
"y_rep[1793]";0.3895
"y_rep[1794]";0.4595
"y_rep[1795]";0.4675
"y_rep[1796]";0.38175
"y_rep[1797]";0.40875
"y_rep[1798]";0.32575
"y_rep[1799]";0.18025
"y_rep[1800]";0.459
"y_rep[1801]";0.62225
"y_rep[1802]";0.2065
"y_rep[1803]";0.22525
"y_rep[1804]";0.3695
"y_rep[1805]";0.2515
"y_rep[1806]";0.5525
"y_rep[1807]";0.61375
"y_rep[1808]";0.4535
"y_rep[1809]";0.331
"y_rep[1810]";0.27525
"y_rep[1811]";0.2465
"y_rep[1812]";0.5805
"y_rep[1813]";0.5925
"y_rep[1814]";0.33225
"y_rep[1815]";0.24925
"y_rep[1816]";0.28775
"y_rep[1817]";0.425
"y_rep[1818]";0.33375
"y_rep[1819]";0.332
"y_rep[1820]";0.224
"y_rep[1821]";0.27625
"y_rep[1822]";0.15625
"y_rep[1823]";0.60925
"y_rep[1824]";0.47575
"y_rep[1825]";0.615
"y_rep[1826]";0.43625
"y_rep[1827]";0.4685
"y_rep[1828]";0.14775
"y_rep[1829]";0.35225
"y_rep[1830]";0.57575
"y_rep[1831]";0.28075
"y_rep[1832]";0.252
"y_rep[1833]";0.60825
"y_rep[1834]";0.41
"y_rep[1835]";0.20175
"y_rep[1836]";0.4145
"y_rep[1837]";0.44125
"y_rep[1838]";0.576
"y_rep[1839]";0.36375
"y_rep[1840]";0.16625
"y_rep[1841]";0.35525
"y_rep[1842]";0.34075
"y_rep[1843]";0.3425
"y_rep[1844]";0.2695
"y_rep[1845]";0.291
"y_rep[1846]";0.375
"y_rep[1847]";0.366
"y_rep[1848]";0.45225
"y_rep[1849]";0.4195
"y_rep[1850]";0.3
"y_rep[1851]";0.58575
"y_rep[1852]";0.389
"y_rep[1853]";0.329
"y_rep[1854]";0.61375
"y_rep[1855]";0.58625
"y_rep[1856]";0.424
"y_rep[1857]";0.168
"y_rep[1858]";0.34175
"y_rep[1859]";0.336
"y_rep[1860]";0.42525
"y_rep[1861]";0.3745
"y_rep[1862]";0.501
"y_rep[1863]";0.60575
"y_rep[1864]";0.282
"y_rep[1865]";0.40125
"y_rep[1866]";0.52375
"y_rep[1867]";0.61275
"y_rep[1868]";0.545
"y_rep[1869]";0.59125
"y_rep[1870]";0.441
"y_rep[1871]";0.40625
"y_rep[1872]";0.24075
"y_rep[1873]";0.2895
"y_rep[1874]";0.27925
"y_rep[1875]";0.4875
"y_rep[1876]";0.5955
"y_rep[1877]";0.25575
"y_rep[1878]";0.25275
"y_rep[1879]";0.22875
"y_rep[1880]";0.47775
"y_rep[1881]";0.552
"y_rep[1882]";0.1305
"y_rep[1883]";0.40025
"y_rep[1884]";0.56875
"y_rep[1885]";0.3975
"y_rep[1886]";0.20825
"y_rep[1887]";0.4555
"y_rep[1888]";0.618
"y_rep[1889]";0.40225
"y_rep[1890]";0.33175
"y_rep[1891]";0.4215
"y_rep[1892]";0.60325
"y_rep[1893]";0.29175
"y_rep[1894]";0.36575
"y_rep[1895]";0.58775
"y_rep[1896]";0.3895
"y_rep[1897]";0.49275
"y_rep[1898]";0.35275
"y_rep[1899]";0.33025
"y_rep[1900]";0.319
"y_rep[1901]";0.49475
"y_rep[1902]";0.61275
"y_rep[1903]";0.455
"y_rep[1904]";0.40825
"y_rep[1905]";0.421
"y_rep[1906]";0.56575
"y_rep[1907]";0.49425
"y_rep[1908]";0.5105
"y_rep[1909]";0.25525
"y_rep[1910]";0.47425
"y_rep[1911]";0.26725
"y_rep[1912]";0.38525
"y_rep[1913]";0.25825
"y_rep[1914]";0.631
"y_rep[1915]";0.60925
"y_rep[1916]";0.5475
"y_rep[1917]";0.61
"y_rep[1918]";0.386
"y_rep[1919]";0.3155
"y_rep[1920]";0.44125
"y_rep[1921]";0.454
"y_rep[1922]";0.53125
"y_rep[1923]";0.35575
"y_rep[1924]";0.46
"y_rep[1925]";0.56825
"y_rep[1926]";0.18575
"y_rep[1927]";0.31725
"y_rep[1928]";0.41375
"y_rep[1929]";0.49525
"y_rep[1930]";0.3675
"y_rep[1931]";0.38125
"y_rep[1932]";0.472
"y_rep[1933]";0.44275
"y_rep[1934]";0.181
"y_rep[1935]";0.442
"y_rep[1936]";0.56925
"y_rep[1937]";0.35275
"y_rep[1938]";0.38325
"y_rep[1939]";0.361
"y_rep[1940]";0.6045
"y_rep[1941]";0.5935
"y_rep[1942]";0.44225
"y_rep[1943]";0.30975
"y_rep[1944]";0.26225
"y_rep[1945]";0.381
"y_rep[1946]";0.47825
"y_rep[1947]";0.39525
"y_rep[1948]";0.3565
"y_rep[1949]";0.41475
"y_rep[1950]";0.29575
"y_rep[1951]";0.38125
"y_rep[1952]";0.5915
"y_rep[1953]";0.33925
"y_rep[1954]";0.6155
"y_rep[1955]";0.337
"y_rep[1956]";0.348
"y_rep[1957]";0.316
"y_rep[1958]";0.41875
"y_rep[1959]";0.611
"y_rep[1960]";0.3255
"y_rep[1961]";0.38925
