snail_ID;ref_ecotype;ref_size;length_mm;thick_mean_mm;DistAlongPath;sex;dur_mean;dur_max;mountYNcontact;male_size;female_size;test_Pact;size_ratio;size_ratio2;log_male;log_female;Shape;shore;type;ref_Pact;both_Pactive;CS;SN_rock;SN_barnacle;SN_fucus;topo
CZA430;crab;12;3.668355617;0.104666667;289.546878;male;2;2;1;3.668355617;12;0.991666667;1.185163149;1.404611689;1.299743501;2.48490665;-0.114832782;CZA;NA;NA;NA;NA;0.693099272;-0.099727756;-0.835631099;NA
CZA430;crab;12.81;3.668355617;0.104666667;289.546878;male;NA;NA;0;3.668355617;12.81;1;1.250482615;1.56370677;1.299743501;2.550226116;-0.114832782;CZA;NA;NA;NA;NA;0.693099272;-0.099727756;-0.835631099;NA
CZA430;wave;4.58;3.668355617;0.104666667;289.546878;male;NA;NA;0;3.668355617;4.58;1;0.221955497;0.049264243;1.299743501;1.521698998;-0.114832782;CZA;NA;NA;NA;NA;0.693099272;-0.099727756;-0.835631099;NA
CZA430;wave;6.5;3.668355617;0.104666667;289.546878;male;NA;NA;0;3.668355617;6.5;0.966666667;0.572058676;0.327251129;1.299743501;1.871802177;-0.114832782;CZA;NA;NA;NA;NA;0.693099272;-0.099727756;-0.835631099;NA
CZA428;crab;9.71;11.43150942;0.294666667;289.5828383;female;58;58;1;9.71;11.43150942;0.841666667;0.163217245;0.026639869;2.273156282;2.436373527;0.030004836;CZA;NA;NA;NA;NA;1;-1;-1;NA
CZA428;wave;4.4;11.43150942;0.294666667;289.5828383;female;NA;NA;0;4.4;11.43150942;0.65;0.954768986;0.911583816;1.481604541;2.436373527;0.030004836;CZA;NA;NA;NA;NA;1;-1;-1;NA
CZA429;crab;9.7;11.78826761;0.395666667;289.6548262;female;80;80;1;9.7;11.78826761;0.983333333;0.194978881;0.038016764;2.272125886;2.467104767;0.016621867;CZA;NA;NA;NA;NA;1;0.097485028;-1;NA
CZA429;crab;9.7;11.78826761;0.395666667;289.6548262;female;80;80;1;9.7;11.78826761;0.983333333;0.194978881;0.038016764;2.272125886;2.467104767;0.016621867;CZA;NA;NA;NA;NA;1;0.097485028;-1;NA
CZA431;wave;3.9;7.597510199;0.268;289.6548262;female;11.5;18;1;3.9;7.597510199;0.375;0.666844035;0.444680967;1.360976553;2.027820588;0.001881742;CZA;NA;NA;NA;NA;0.592425476;-0.16628443;-0.586882669;NA
CZA431;wave;5.36;7.597510199;0.268;289.6548262;female;11;11;1;5.36;7.597510199;0.983333333;0.348856613;0.121700937;1.678963975;2.027820588;0.001881742;CZA;NA;NA;NA;NA;0.592425476;-0.16628443;-0.586882669;NA
CZD030;crab;10;3.126903376;NA;29.01970317;female;NA;NA;0;10;3.126903376;1;-1.162541915;1.351503704;2.302585093;1.140043178;-0.068848263;CZD;RBN;0.983333333;0.991666667;4.640029536;NA;NA;NA;NA
CZD030;wave;3.6;3.126903376;NA;29.01970317;female;NA;NA;0;3.6;3.126903376;1;-0.140890667;0.01985018;1.280933845;1.140043178;-0.068848263;CZD;RBN;1;1;4.640029536;NA;NA;NA;NA
CZC217;crab;12.3;3.142708667;0.090333333;29.21741623;male;NA;NA;0;3.142708667;12.3;0.941666667;1.364514202;1.861899006;1.145085061;2.509599262;-0.075211926;CZC;RBN;0.975;0.958333333;4.494196055;1;0.362904325;-1;0.313
CZC217;wave;4.9;3.142708667;0.090333333;29.21741623;male;47;62;1;3.142708667;4.9;1;0.444150144;0.197269351;1.145085061;1.589235205;-0.075211926;CZC;RBN;0.991666667;0.995833333;4.494196055;1;0.362904325;-1;0.313
CZB416;crab;10.4;4.895212034;0.113666667;29.3919302;female;NA;NA;0;10.4;4.895212034;1;-0.753548215;0.567834912;2.341805806;1.588257591;-0.024306816;CZB;RBN;0.55;0.775;7.481862796;1;-0.160945179;-0.330076588;0.904
CZB416;crab;10.9;4.895212034;0.113666667;29.3919302;female;NA;NA;0;10.9;4.895212034;1;-0.800505198;0.640808572;2.388762789;1.588257591;-0.024306816;CZB;RBN;0.941666667;0.970833333;7.481862796;1;-0.160945179;-0.330076588;0.904
CZB416;wave;4.1;4.895212034;0.113666667;29.3919302;female;NA;NA;0;4.1;4.895212034;0.975;0.177270618;0.031424872;1.410986974;1.588257591;-0.024306816;CZB;RBN;1;0.9875;7.481862796;1;-0.160945179;-0.330076588;0.904
CZB416;wave;5.6;4.895212034;0.113666667;29.3919302;female;NA;NA;0;5.6;4.895212034;1;-0.134509006;0.018092673;1.722766598;1.588257591;-0.024306816;CZB;RBN;1;1;7.481862796;1;-0.160945179;-0.330076588;0.904
CZB417;crab;10.9;3.578329718;0.121666667;29.42565459;male;NA;NA;0;3.578329718;10.9;0.983333333;1.113866657;1.240698929;1.274896132;2.388762789;-0.056121534;CZB;RNN;0.966666667;0.975;5.646605048;1;-0.232920927;-0.44642329;2.015
CZB417;crab;11.2;3.578329718;0.121666667;29.42565459;male;2;2;1;3.578329718;11.2;0.966666667;1.141017646;1.301921268;1.274896132;2.415913778;-0.056121534;CZB;RNN;0.991666667;0.979166667;5.646605048;1;-0.232920927;-0.44642329;2.015
CZB417;wave;7.4;3.578329718;0.121666667;29.42565459;male;NA;NA;0;3.578329718;7.4;0.991666667;0.726583868;0.527924117;1.274896132;2.00148;-0.056121534;CZB;RNN;0.991666667;0.991666667;5.646605048;1;-0.232920927;-0.44642329;2.015
CZC218;crab;9.7;3.088309995;0.086333333;29.58206324;female;NA;NA;0;9.7;3.088309995;1;-1.144501871;1.309884534;2.272125886;1.127624014;-0.083396066;CZC;RBN;0.975;0.9875;4.965779202;1;0.148783914;-1;0.411
CZC218;crab;10.5;3.088309995;0.086333333;29.58206324;female;NA;NA;0;10.5;3.088309995;1;-1.223751243;1.497567105;2.351375257;1.127624014;-0.083396066;CZC;RBN;0.975;0.9875;4.965779202;1;0.148783914;-1;0.411
CZC218;wave;4.3;3.088309995;0.086333333;29.58206324;female;24;24;1;4.3;3.088309995;1;-0.330991009;0.109555048;1.458615023;1.127624014;-0.083396066;CZC;RBN;1;1;4.965779202;1;0.148783914;-1;0.411
CZC218;wave;4.3;3.088309995;0.086333333;29.58206324;female;36;63;1;4.3;3.088309995;1;-0.330991009;0.109555048;1.458615023;1.127624014;-0.083396066;CZC;RBN;1;1;4.965779202;1;0.148783914;-1;0.411
CZA433;wave;4.48;10.85352477;0.462;290.8398666;female;NA;NA;0;4.48;10.85352477;0.916666667;0.884866844;0.782989332;1.499623046;2.384489891;-0.021793512;CZA;NA;NA;NA;NA;0.987012409;-0.830318402;-0.410679469;NA
CZA433;wave;4.88;10.85352477;0.462;290.8398666;female;NA;NA;0;4.88;10.85352477;1;0.799344671;0.638951903;1.58514522;2.384489891;-0.021793512;CZA;NA;NA;NA;NA;0.987012409;-0.830318402;-0.410679469;NA
CZA434;wave;5.41;5.257205662;0.136333333;292.4370138;female;2;2;1;5.41;5.257205662;0.983333333;-0.02864945;0.000820791;1.688249093;1.659599643;-0.080066952;CZA;NA;NA;NA;NA;1;-0.533674385;-0.631854676;NA
CZA436;crab;10.51;8.908874599;0.248;292.5296352;female;43;43;1;10.51;8.908874599;1;-0.165279259;0.027317233;2.352327185;2.187047926;0.04312289;CZA;NA;NA;NA;NA;1;-0.993916548;-1;NA
CZA436;wave;5.72;8.908874599;0.248;292.5296352;female;5;8;1;5.72;8.908874599;0.975;0.44307912;0.196319107;1.743968805;2.187047926;0.04312289;CZA;NA;NA;NA;NA;1;-0.993916548;-1;NA
CZA438;crab;12.91;4.05500928;0.111;293.1898461;female;NA;NA;0;12.91;4.05500928;1;-1.158049229;1.341078016;2.558002205;1.399952976;-0.083417742;CZA;NA;NA;NA;NA;1;-0.040739655;-0.366048652;NA
CZA438;wave;2.7;4.05500928;0.111;293.1898461;female;NA;NA;0;2.7;4.05500928;1;0.406701203;0.165405869;0.993251773;1.399952976;-0.083417742;CZA;NA;NA;NA;NA;1;-0.040739655;-0.366048652;NA
CZA438;wave;3.65;4.05500928;0.111;293.1898461;female;19;29;1;3.65;4.05500928;1;0.105225809;0.011072471;1.294727168;1.399952976;-0.083417742;CZA;NA;NA;NA;NA;1;-0.040739655;-0.366048652;NA
CZA437;crab;11.38;7.559699095;0.272;293.2484138;male;NA;NA;0;7.559699095;11.38;1;0.409026042;0.167302303;2.022831387;2.431857429;-0.065256211;CZA;NA;NA;NA;NA;1;-0.663095573;-0.83609605;NA
CZA437;wave;4.6;7.559699095;0.272;293.2484138;male;27;27;1;7.559699095;4.6;1;-0.496775084;0.246785484;2.022831387;1.526056303;-0.065256211;CZA;NA;NA;NA;NA;1;-0.663095573;-0.83609605;NA
CZA439;wave;4.28;4.266933156;0.087666667;294.5466228;female;14.5;25;1;4.28;4.266933156;1;-0.003057671;9.35e-06;1.45395301;1.450895339;-0.049007088;CZA;NA;NA;NA;NA;1;0.124057825;-0.2892548;NA
CZA440;wave;6.58;3.296058878;0.068;294.981967;male;NA;NA;0;3.296058878;6.58;0.908333333;0.69130727;0.477905742;1.192727475;1.884034745;-0.048937889;CZA;NA;NA;NA;NA;1;0.694935907;-0.066250041;NA
CZA441;wave;4.75;13.20104128;0.51;295.3640013;female;6;6;1;4.75;13.20104128;1;1.022151093;1.044792857;1.558144618;2.580295711;-0.028760745;CZA;NA;NA;NA;NA;1;0.374472391;-0.3740839;NA
CZA443;crab;8.52;4.167909417;0.11;295.3640013;female;NA;NA;0;8.52;4.167909417;1;-0.71500177;0.511227531;2.142416341;1.427414571;-0.085802865;CZA;NA;NA;NA;NA;1;0.74328834;-0.109474112;NA
CZA443;wave;3.81;4.167909417;0.11;295.3640013;female;NA;NA;0;3.81;4.167909417;0.983333333;0.089785382;0.008061415;1.337629189;1.427414571;-0.085802865;CZA;NA;NA;NA;NA;1;0.74328834;-0.109474112;NA
CZA446;crab;9.87;4.327232309;0.141;297.0716699;female;NA;NA;0;9.87;4.327232309;0.991666667;-0.824571705;0.679918497;2.289499853;1.464928148;-0.006918462;CZA;NA;NA;NA;NA;1;-0.628048517;-1;NA
CZA446;wave;4.36;4.327232309;0.141;297.0716699;female;NA;NA;0;4.36;4.327232309;1;-0.007543909;5.69e-05;1.472472057;1.464928148;-0.006918462;CZA;NA;NA;NA;NA;1;-0.628048517;-1;NA
CZA445;crab;11.91;11.61284643;0.589;297.1033335;female;NA;NA;0;11.91;11.61284643;0.783333333;-0.025266447;0.000638393;2.477378383;2.452111936;-0.033312418;CZA;NA;NA;NA;NA;1;-0.254225126;-1;NA
