snail_ID;ref_ecotype;ref_size;length_mm;thick_mean_mm;DistAlongPath;sex;dur_mean;dur_max;mountYNcontact;male_size;female_size;test_Pact;size_ratio;size_ratio2;log_male;log_female;Shape;shore;type;ref_Pact;both_Pactive;CS;SN_rock;SN_barnacle;SN_fucus;topo
CZD329;wave;2.9;10.26345731;0.540666667;145.8824266;male;NA;NA;0;10.26345731;2.9;0.975;-1.263879016;1.597390167;2.328589753;1.064710737;0.096787974;CZD;SNN;0.958333333;0.966666667;14.7148161;NA;NA;NA;NA
CZC051;crab;10.9;5.753432289;0.120333333;145.9259015;female;NA;NA;0;10.9;5.753432289;0.983333333;-0.638966193;0.408277795;2.388762789;1.749796597;-0.018024911;CZC;RNN;0.983333333;0.983333333;8.904011369;1;0.651423474;-0.266172363;0.654
CZC051;crab;11.1;5.753432289;0.120333333;145.9259015;female;NA;NA;0;11.1;5.753432289;0.966666667;-0.657148512;0.431844167;2.406945108;1.749796597;-0.018024911;CZC;RNN;0.983333333;0.975;8.904011369;1;0.651423474;-0.266172363;0.654
CZC051;wave;5.2;5.753432289;0.120333333;145.9259015;female;31;31;1;5.2;5.753432289;0.966666667;0.101137971;0.010228889;1.648658626;1.749796597;-0.018024911;CZC;RNN;0.966666667;0.966666667;8.904011369;1;0.651423474;-0.266172363;0.654
CZC051;wave;7.2;5.753432289;0.120333333;145.9259015;female;8;8;1;7.2;5.753432289;1;-0.224284429;0.050303505;1.974081026;1.749796597;-0.018024911;CZC;RNN;1;1;8.904011369;1;0.651423474;-0.266172363;0.654
CZC055;crab;11.6;3.693127378;NA;145.9570456;female;NA;NA;0;11.6;3.693127378;1;-1.144531471;1.309952288;2.451005098;1.306473627;-0.031849314;CZC;RBF;0.966666667;0.983333333;5.464696391;1;0.736236211;-0.191592655;0.654
CZC055;crab;11.7;3.693127378;NA;145.9570456;female;NA;NA;0;11.7;3.693127378;1;-1.153115215;1.329674699;2.459588842;1.306473627;-0.031849314;CZC;RBF;0.958333333;0.979166667;5.464696391;1;0.736236211;-0.191592655;0.654
CZC055;wave;4.5;3.693127378;NA;145.9570456;female;NA;NA;0;4.5;3.693127378;0.991666667;-0.19760377;0.03904725;1.504077397;1.306473627;-0.031849314;CZC;RBF;1;0.995833333;5.464696391;1;0.736236211;-0.191592655;0.654
CZC055;wave;4.8;3.693127378;NA;145.9570456;female;12.5;13;1;4.8;3.693127378;0.958333333;-0.262142291;0.068718581;1.568615918;1.306473627;-0.031849314;CZC;RBF;1;0.979166667;5.464696391;1;0.736236211;-0.191592655;0.654
CZD367;crab;8.8;9.821066997;0.43;146.071387;female;NA;NA;0;8.8;9.821066997;0.991666667;0.10977805;0.01205122;2.174751721;2.284529772;0.061915048;CZD;SBN;0.975;0.983333333;13.57804891;NA;NA;NA;NA
CZD367;crab;11.4;9.821066997;0.43;146.071387;female;NA;NA;0;11.4;9.821066997;0.991666667;-0.149083583;0.022225915;2.433613355;2.284529772;0.061915048;CZD;SBN;0.891666667;0.941666667;13.57804891;NA;NA;NA;NA
CZD367;wave;4.5;9.821066997;0.43;146.071387;female;NA;NA;0;4.5;9.821066997;0.983333333;0.780452375;0.60910591;1.504077397;2.284529772;0.061915048;CZD;SBN;0.983333333;0.983333333;13.57804891;NA;NA;NA;NA
CZC058;crab;9.8;3.673012878;0.097;146.1763457;female;NA;NA;0;9.8;3.673012878;1;-0.981370113;0.963087298;2.282382386;1.301012273;-0.053203003;CZC;RBN;0.991666667;0.995833333;5.682692123;1;0.540479824;-0.331862191;0.654
CZC058;crab;11;3.673012878;0.097;146.1763457;female;NA;NA;0;11;3.673012878;1;-1.096883;1.203152315;2.397895273;1.301012273;-0.053203003;CZC;RBN;0.941666667;0.970833333;5.682692123;1;0.540479824;-0.331862191;0.654
CZC058;wave;4.1;3.673012878;0.097;146.1763457;female;NA;NA;0;4.1;3.673012878;0.991666667;-0.109974701;0.012094435;1.410986974;1.301012273;-0.053203003;CZC;RBN;1;0.995833333;5.682692123;1;0.540479824;-0.331862191;0.654
CZC058;wave;4.4;3.673012878;0.097;146.1763457;female;54;54;1;4.4;3.673012878;1;-0.180592268;0.032613567;1.481604541;1.301012273;-0.053203003;CZC;RBN;0.908333333;0.954166667;5.682692123;1;0.540479824;-0.331862191;0.654
CZA310;wave;4.84;4.449325615;0.068333333;146.3762076;female;NA;NA;0;4.84;4.449325615;0.991666667;-0.084162183;0.007083273;1.576914721;1.492752538;-0.05547298;CZA;NA;NA;NA;NA;1;-0.250126291;-1;NA
CZC052;crab;11.5;4.767610747;0.074666667;146.4294822;female;NA;NA;0;11.5;4.767610747;1;-0.880501748;0.775283327;2.442347035;1.561845288;0.001533328;CZC;RBF;0.983333333;0.991666667;7.099507181;1;0.713642531;-0.172456278;0.654
CZC052;wave;3.7;4.767610747;0.074666667;146.4294822;female;NA;NA;0;3.7;4.767610747;0.95;0.253512468;0.064268572;1.30833282;1.561845288;0.001533328;CZC;RBF;0.975;0.9625;7.099507181;1;0.713642531;-0.172456278;0.654
CZC052;wave;3.8;4.767610747;0.074666667;146.4294822;female;5;5;1;3.8;4.767610747;0.75;0.226844221;0.051458301;1.335001067;1.561845288;0.001533328;CZC;RBF;0.858333333;0.804166667;7.099507181;1;0.713642531;-0.172456278;0.654
CZC056;crab;10.9;4.289403101;0.128;146.4612975;male;NA;NA;0;4.289403101;10.9;0.991666667;0.932615203;0.869771117;1.456147586;2.388762789;-0.041651851;CZC;RBN;0.991666667;0.991666667;6.693570842;1;0.468408969;-0.379325952;0.654
CZC056;crab;11.3;4.289403101;0.128;146.4612975;male;NA;NA;0;4.289403101;11.3;0.991666667;0.96865514;0.93829278;1.456147586;2.424802726;-0.041651851;CZC;RBN;0.966666667;0.979166667;6.693570842;1;0.468408969;-0.379325952;0.654
CZC056;wave;4.7;4.289403101;0.128;146.4612975;male;7.25;16;1;4.289403101;4.7;0.983333333;0.091414923;0.008356688;1.456147586;1.547562509;-0.041651851;CZC;RBN;1;0.991666667;6.693570842;1;0.468408969;-0.379325952;0.654
CZB304;crab;12.2;6.546990062;0.185666667;146.5777282;female;NA;NA;0;12.2;6.546990062;1;-0.62243054;0.387419777;2.501435952;1.879005412;-0.007840197;CZB;RBN;0.966666667;0.983333333;9.991315501;1;0.223770362;-0.717288886;1.026
CZB304;crab;12.5;6.546990062;0.185666667;146.5777282;female;51;51;1;12.5;6.546990062;1;-0.646723233;0.41825094;2.525728644;1.879005412;-0.007840197;CZB;RBN;0.95;0.975;9.991315501;1;0.223770362;-0.717288886;1.026
CZB304;wave;3.2;6.546990062;0.185666667;146.5777282;female;NA;NA;0;3.2;6.546990062;1;0.715854602;0.512447811;1.16315081;1.879005412;-0.007840197;CZB;RBN;1;1;9.991315501;1;0.223770362;-0.717288886;1.026
CZB304;wave;3.8;6.546990062;0.185666667;146.5777282;female;NA;NA;0;3.8;6.546990062;1;0.544004345;0.295940727;1.335001067;1.879005412;-0.007840197;CZB;RBN;0.775;0.8875;9.991315501;1;0.223770362;-0.717288886;1.026
CZC057;crab;10.6;5.912672171;0.148666667;146.9102796;female;NA;NA;0;10.6;5.912672171;1;-0.583756128;0.340771217;2.360854001;1.777097873;-0.011279319;CZC;RBN;1;1;8.893021988;1;0.158226183;-0.542137711;0.654
CZC057;crab;12.7;5.912672171;0.148666667;146.9102796;female;NA;NA;0;12.7;5.912672171;1;-0.76450412;0.58446655;2.541601993;1.777097873;-0.011279319;CZC;RBN;0.816666667;0.908333333;8.893021988;1;0.158226183;-0.542137711;0.654
CZC057;wave;7.1;5.912672171;0.148666667;146.9102796;female;17;29;1;7.1;5.912672171;0.966666667;-0.182996911;0.033487869;1.960094784;1.777097873;-0.011279319;CZC;RBN;0.975;0.970833333;8.893021988;1;0.158226183;-0.542137711;0.654
CZA309;crab;10.07;4.654183418;0.097;147.0673528;female;NA;NA;0;10.07;4.654183418;1;-0.771794232;0.595666336;2.309560707;1.537766475;-0.053563626;CZA;NA;NA;NA;NA;1;-0.148379898;-1;NA
CZD327;crab;11.4;10.98413215;0.500666667;147.2384991;male;NA;NA;0;10.98413215;11.4;0.983333333;0.037161656;0.001380989;2.3964517;2.433613355;0.08694727;CZD;SNN;0.983333333;0.983333333;15.44085207;NA;NA;NA;NA
CZD327;wave;3.5;10.98413215;0.500666667;147.2384991;male;NA;NA;0;10.98413215;3.5;0.975;-1.143688731;1.308023913;2.3964517;1.252762968;0.08694727;CZD;SNN;0.975;0.975;15.44085207;NA;NA;NA;NA
CZD401;crab;12.5;11.415748;0.526;147.5682142;male;NA;NA;0;11.415748;12.5;0.983333333;0.090734839;0.008232811;2.434993806;2.525728644;0.062621354;CZD;RNN;0.991666667;0.9875;16.49304736;NA;NA;NA;NA
CZC059;crab;10.1;4.997468685;0.125;147.7250848;male;16;26;1;4.997468685;10.1;0.991666667;0.703603903;0.495058452;1.608931521;2.312535424;-0.016636296;CZC;RNN;0.991666667;0.991666667;7.576372321;1;-0.808149357;-0.888732981;0.933
CZC059;crab;10.6;4.997468685;0.125;147.7250848;male;19;19;1;4.997468685;10.6;0.991666667;0.75192248;0.565387416;1.608931521;2.360854001;-0.016636296;CZC;RNN;0.991666667;0.991666667;7.576372321;1;-0.808149357;-0.888732981;0.933
CZC059;wave;7.5;4.997468685;0.125;147.7250848;male;1;1;1;4.997468685;7.5;1;0.405971499;0.164812858;1.608931521;2.014903021;-0.016636296;CZC;RNN;1;1;7.576372321;1;-0.808149357;-0.888732981;0.933
CZC059;wave;8.4;4.997468685;0.125;147.7250848;male;29;29;1;4.997468685;8.4;1;0.519300185;0.269672682;1.608931521;2.128231706;-0.016636296;CZC;RNN;0.941666667;0.970833333;7.576372321;1;-0.808149357;-0.888732981;0.933
CZC060;crab;10.4;5.540966496;0.132;147.7250848;female;NA;NA;0;10.4;5.540966496;1;-0.629636863;0.396442579;2.341805806;1.712168943;-0.048506522;CZC;RNN;0.983333333;0.991666667;8.423274222;1;-0.824741436;-0.883738888;0.933
CZC060;crab;10.8;5.540966496;0.132;147.7250848;female;3;3;1;10.8;5.540966496;1;-0.667377191;0.445392315;2.379546134;1.712168943;-0.048506522;CZC;RNN;0.975;0.9875;8.423274222;1;-0.824741436;-0.883738888;0.933
CZC060;wave;3.5;5.540966496;0.132;147.7250848;female;20;31;1;3.5;5.540966496;1;0.459405975;0.21105385;1.252762968;1.712168943;-0.048506522;CZC;RNN;1;1;8.423274222;1;-0.824741436;-0.883738888;0.933
CZC060;wave;4.4;5.540966496;0.132;147.7250848;female;NA;NA;0;4.4;5.540966496;1;0.230564402;0.053159944;1.481604541;1.712168943;-0.048506522;CZC;RNN;0.991666667;0.995833333;8.423274222;1;-0.824741436;-0.883738888;0.933
CZC065;crab;10;8.274867081;0.184;147.7250848;female;NA;NA;0;10;8.274867081;1;-0.189362235;0.035858056;2.302585093;2.113222858;-0.040405782;CZC;RNN;0.975;0.9875;12.82020988;1;-0.824176355;-0.881665059;0.933
CZC065;crab;12.6;8.274867081;0.184;147.7250848;female;NA;NA;0;12.6;8.274867081;1;-0.420473956;0.176798347;2.533696814;2.113222858;-0.040405782;CZC;RNN;1;1;12.82020988;1;-0.824176355;-0.881665059;0.933
CZC065;wave;3.6;8.274867081;0.184;147.7250848;female;NA;NA;0;3.6;8.274867081;1;0.832289013;0.692705001;1.280933845;2.113222858;-0.040405782;CZC;RNN;0.991666667;0.995833333;12.82020988;1;-0.824176355;-0.881665059;0.933
CZC066;crab;10.1;5.769575661;0.176666667;147.7250848;female;NA;NA;0;10.1;5.769575661;0.716666667;-0.559936888;0.313529319;2.312535424;1.752598536;-0.032812771;CZC;RNN;0.983333333;0.85;8.72354677;1;-0.819976551;-0.885965414;0.933
CZC066;crab;10.9;5.769575661;0.176666667;147.7250848;female;NA;NA;0;10.9;5.769575661;0.983333333;-0.636164254;0.404704958;2.388762789;1.752598536;-0.032812771;CZC;RNN;0.983333333;0.983333333;8.72354677;1;-0.819976551;-0.885965414;0.933
CZD402;crab;10;10.86699242;0.341666667;147.9314794;male;NA;NA;0;10.86699242;10;0.991666667;-0.083144884;0.006913072;2.385729977;2.302585093;0.042024946;CZD;RNN;0.958333333;0.975;14.73835487;NA;NA;NA;NA
CZD402;crab;12;10.86699242;0.341666667;147.9314794;male;NA;NA;0;10.86699242;12;0.991666667;0.099176673;0.009836013;2.385729977;2.48490665;0.042024946;CZD;RNN;0.933333333;0.9625;14.73835487;NA;NA;NA;NA
CZC062;crab;8.2;6.884323885;0.187666667;147.9548493;female;NA;NA;0;8.2;6.884323885;1;-0.174887228;0.030585543;2.104134154;1.929246926;0.004551014;CZC;RNN;1;1;10.18797714;1;-0.813792673;-0.89827066;0.933
CZC062;wave;3.6;6.884323885;0.187666667;147.9548493;female;12;13;1;3.6;6.884323885;1;0.648313081;0.420309851;1.280933845;1.929246926;0.004551014;CZC;RNN;1;1;10.18797714;1;-0.813792673;-0.89827066;0.933
CZC062;wave;4.5;6.884323885;0.187666667;147.9548493;female;34.5;49;1;4.5;6.884323885;1;0.425169529;0.180769129;1.504077397;1.929246926;0.004551014;CZC;RNN;0.95;0.975;10.18797714;1;-0.813792673;-0.89827066;0.933
CZC061;crab;10.3;3.639117178;NA;148.0205744;male;0;0;1;3.639117178;10.3;0.991666667;1.040402777;1.082437937;1.291741119;2.332143895;-0.048225612;CZC;RNN;0.991666667;0.991666667;5.236133626;1;-0.923090719;-0.85964504;0.933
CZC061;crab;13.5;3.639117178;NA;148.0205744;male;4.5;5;1;3.639117178;13.5;0.991666667;1.310948567;1.718586145;1.291741119;2.602689685;-0.048225612;CZC;RNN;0.858333333;0.925;5.236133626;1;-0.923090719;-0.85964504;0.933
CZC061;wave;6.7;3.639117178;NA;148.0205744;male;31;31;1;3.639117178;6.7;1;0.610366408;0.372547152;1.291741119;1.902107526;-0.048225612;CZC;RNN;0.958333333;0.979166667;5.236133626;1;-0.923090719;-0.85964504;0.933
CZC061;wave;9.9;3.639117178;NA;148.0205744;male;NA;NA;0;3.639117178;9.9;0.966666667;1.000793638;1.001587907;1.291741119;2.292534757;-0.048225612;CZC;RNN;0.958333333;0.9625;5.236133626;1;-0.923090719;-0.85964504;0.933
CZC063;crab;9.4;4.366980501;0.091333333;148.0205744;female;NA;NA;0;9.4;4.366980501;1;-0.76663788;0.587733639;2.240709689;1.474071809;-0.045734989;CZC;RNN;0.966666667;0.983333333;6.611128987;1;-0.824821646;-0.896832815;0.933
CZC063;crab;11.5;4.366980501;0.091333333;148.0205744;female;NA;NA;0;11.5;4.366980501;1;-0.968275226;0.937556913;2.442347035;1.474071809;-0.045734989;CZC;RNN;0.916666667;0.958333333;6.611128987;1;-0.824821646;-0.896832815;0.933
CZC063;wave;4.7;4.366980501;0.091333333;148.0205744;female;NA;NA;0;4.7;4.366980501;1;-0.073490699;0.005400883;1.547562509;1.474071809;-0.045734989;CZC;RNN;0.991666667;0.995833333;6.611128987;1;-0.824821646;-0.896832815;0.933
CZD421;crab;12.6;9.562496114;0.503333333;148.2456222;male;NA;NA;0;9.562496114;12.6;0.975;0.275848021;0.076092131;2.257848793;2.533696814;0.033452013;CZD;RNN;0.925;0.95;14.28510299;NA;NA;NA;NA
CZD421;crab;13.5;9.562496114;0.503333333;148.2456222;male;NA;NA;0;9.562496114;13.5;0.983333333;0.344840893;0.118915241;2.257848793;2.602689685;0.033452013;CZD;RNN;0.975;0.979166667;14.28510299;NA;NA;NA;NA
CZA307;wave;4.63;3.7049405;0.126;148.37957;male;NA;NA;0;3.7049405;4.63;0.975;0.222889669;0.049679804;1.309667199;1.532556868;-0.107211971;CZA;NA;NA;NA;NA;1;-0.171180664;-1;NA
CZC064;crab;11.2;6.320071242;0.132;148.3823589;female;NA;NA;0;11.2;6.320071242;1;-0.572183298;0.327393726;2.415913778;1.843730481;-0.043541565;CZC;RNN;1;1;9.348408532;1;-0.929593268;-0.860214028;0.933
CZC064;wave;4.3;6.320071242;0.132;148.3823589;female;NA;NA;0;4.3;6.320071242;1;0.385115458;0.148313916;1.458615023;1.843730481;-0.043541565;CZC;RNN;0.991666667;0.995833333;9.348408532;1;-0.929593268;-0.860214028;0.933
CZD423;crab;11.4;10.55801435;0.507;148.7182995;female;NA;NA;0;11.4;10.55801435;1;-0.07672813;0.005887206;2.433613355;2.356885226;0.072459823;CZD;RBN;0.866666667;0.933333333;14.57914228;NA;NA;NA;NA
CZD423;wave;2.7;10.55801435;0.507;148.7182995;female;18;18;1;2.7;10.55801435;1;1.363633453;1.859496193;0.993251773;2.356885226;0.072459823;CZD;RBN;0.958333333;0.979166667;14.57914228;NA;NA;NA;NA
CZD423;wave;3;10.55801435;0.507;148.7182995;female;NA;NA;0;3;10.55801435;1;1.258272937;1.583250784;1.098612289;2.356885226;0.072459823;CZD;RBN;1;1;14.57914228;NA;NA;NA;NA
CZC067;crab;10.2;4.941387016;0.092;149.0364246;female;NA;NA;0;10.2;4.941387016;1;-0.724741656;0.525250468;2.32238772;1.597646064;-0.073375108;CZC;RNN;1;1;7.613058936;1;-1;-0.872177214;1.133
CZC067;crab;11.1;4.941387016;0.092;149.0364246;female;NA;NA;0;11.1;4.941387016;1;-0.809299044;0.654964943;2.406945108;1.597646064;-0.073375108;CZC;RNN;0.975;0.9875;7.613058936;1;-1;-0.872177214;1.133
CZC067;wave;4.9;4.941387016;0.092;149.0364246;female;NA;NA;0;4.9;4.941387016;1;0.008410859;7.07e-05;1.589235205;1.597646064;-0.073375108;CZC;RNN;1;1;7.613058936;1;-1;-0.872177214;1.133
CZC067;wave;5.3;4.941387016;0.092;149.0364246;female;22;22;1;5.3;4.941387016;0.991666667;-0.070060756;0.00490851;1.667706821;1.597646064;-0.073375108;CZC;RNN;0.991666667;0.991666667;7.613058936;1;-1;-0.872177214;1.133
CZA306;wave;4.3;4.407535298;0.085333333;149.0756584;female;16.5;30;1;4.3;4.407535298;0.958333333;0.024700621;0.000610121;1.458615023;1.483315644;-0.085950601;CZA;NA;NA;NA;NA;1;-0.499735247;-1;NA
CZD426;wave;2.6;8.740484431;0.423;149.1568575;male;NA;NA;0;8.740484431;2.6;0.991666667;-1.21245417;1.470045114;2.167965615;0.955511445;0.003351288;CZD;RNN;1;0.995833333;13.17575263;NA;NA;NA;NA
CZD425;crab;10.6;14.40603725;0.595;149.3783573;female;NA;NA;0;10.6;14.40603725;0.858333333;0.306793371;0.094122173;2.360854001;2.667647372;0.040107452;CZD;RBF;0.9;0.879166667;20.40040097;NA;NA;NA;NA
CZD425;crab;11.8;14.40603725;0.595;149.3783573;female;18;18;1;11.8;14.40603725;0.833333333;0.199547841;0.039819341;2.468099531;2.667647372;0.040107452;CZD;RBF;0.95;0.891666667;20.40040097;NA;NA;NA;NA
CZD425;wave;2.4;14.40603725;0.595;149.3783573;female;NA;NA;0;2.4;14.40603725;0.458333333;1.792178635;3.211904259;0.875468737;2.667647372;0.040107452;CZD;RBF;0.991666667;0.725;20.40040097;NA;NA;NA;NA
CZD371;wave;5.6;9.956470676;0.474666667;149.4528047;male;NA;NA;0;9.956470676;5.6;0.983333333;-0.575456061;0.331149678;2.298222659;1.722766598;0.000526242;CZD;SNN;1;0.991666667;15.10481116;NA;NA;NA;NA
CZA305;crab;12.59;3.406976341;0.111;149.6554936;male;NA;NA;0;3.406976341;12.59;1;1.307077654;1.708451993;1.225825194;2.532902848;-0.135130923;CZA;NA;NA;NA;NA;1;-0.333257551;-1;NA
CZC068;crab;11.6;4.950152947;0.1;149.8362765;female;NA;NA;0;11.6;4.950152947;1;-0.851586624;0.725199778;2.451005098;1.599418474;-0.069491523;CZC;RNN;1;1;7.808068141;1;-1;-0.887880455;1.133
CZD412;crab;10.1;11.28705075;0.421;149.9962631;female;NA;NA;0;10.1;11.28705075;1;0.111120693;0.012347809;2.312535424;2.423656117;0.06480319;CZD;RNN;0.975;0.9875;15.72997498;NA;NA;NA;NA
CZD412;crab;12;11.28705075;0.421;149.9962631;female;107;107;1;12;11.28705075;1;-0.061250533;0.003751628;2.48490665;2.423656117;0.06480319;CZD;RNN;0.791666667;0.895833333;15.72997498;NA;NA;NA;NA
CZD412;wave;2.2;11.28705075;0.421;149.9962631;female;NA;NA;0;2.2;11.28705075;0.975;1.635198757;2.673874975;0.78845736;2.423656117;0.06480319;CZD;RNN;1;0.9875;15.72997498;NA;NA;NA;NA
CZD614;crab;11;2.604394092;0.081333333;15.06227409;female;NA;NA;0;11;2.604394092;0.966666667;-1.440695219;2.075602714;2.397895273;0.957200054;-0.102187882;CZD;RBN;0.966666667;0.966666667;4.062611655;NA;NA;NA;NA
CZD614;wave;3.1;2.604394092;0.081333333;15.06227409;female;NA;NA;0;3.1;2.604394092;0.966666667;-0.174202058;0.030346357;1.131402111;0.957200054;-0.102187882;CZD;RBN;1;0.983333333;4.062611655;NA;NA;NA;NA
CZC171;crab;11.2;3.343888556;NA;15.09979423;male;NA;NA;0;3.343888556;11.2;0.991666667;1.20877941;1.461147662;1.207134368;2.415913778;-0.025875479;CZC;RNN;0.991666667;0.991666667;5.152895371;1;-0.681138415;-1;0.626
CZC171;crab;11.3;3.343888556;NA;15.09979423;male;NA;NA;0;3.343888556;11.3;0.983333333;1.217668358;1.482716229;1.207134368;2.424802726;-0.025875479;CZC;RNN;0.983333333;0.983333333;5.152895371;1;-0.681138415;-1;0.626
CZC171;wave;6.4;3.343888556;NA;15.09979423;male;26;26;1;3.343888556;6.4;1;0.649163622;0.421413408;1.207134368;1.85629799;-0.025875479;CZC;RNN;0.983333333;0.991666667;5.152895371;1;-0.681138415;-1;0.626
CZC166;crab;13;2.533431318;NA;15.38246985;male;NA;NA;0;2.533431318;13;0.991666667;1.635374721;2.674450479;0.929574636;2.564949357;-0.104000004;CZC;RBN;0.958333333;0.975;4.053659638;1;0.863745077;-1;0.314
CZC166;wave;3.9;2.533431318;NA;15.38246985;male;NA;NA;0;2.533431318;3.9;0.966666667;0.431401917;0.186107614;0.929574636;1.360976553;-0.104000004;CZC;RBN;0.975;0.970833333;4.053659638;1;0.863745077;-1;0.314
CZC166;wave;5.8;2.533431318;NA;15.38246985;male;NA;NA;0;2.533431318;5.8;0.983333333;0.828283282;0.686053194;0.929574636;1.757857918;-0.104000004;CZC;RBN;0.991666667;0.9875;4.053659638;1;0.863745077;-1;0.314
CZC170;crab;9.1;2.968922442;0.092;15.50317592;female;NA;NA;0;9.1;2.968922442;1;-1.120075341;1.254568769;2.208274414;1.088199073;-0.067985363;CZC;RNN;1;1;4.852158598;1;-0.429451827;-1;0.735
CZC170;crab;12.1;2.968922442;0.092;15.50317592;female;NA;NA;0;12.1;2.968922442;1;-1.40500638;1.974042927;2.493205453;1.088199073;-0.067985363;CZC;RNN;1;1;4.852158598;1;-0.429451827;-1;0.735
CZC170;wave;3.5;2.968922442;0.092;15.50317592;female;24;24;1;3.5;2.968922442;1;-0.164563896;0.027081276;1.252762968;1.088199073;-0.067985363;CZC;RNN;1;1;4.852158598;1;-0.429451827;-1;0.735
CZC170;wave;5.4;2.968922442;0.092;15.50317592;female;NA;NA;0;5.4;2.968922442;1;-0.598199881;0.357843097;1.686398954;1.088199073;-0.067985363;CZC;RNN;0.783333333;0.891666667;4.852158598;1;-0.429451827;-1;0.735
CZC173;crab;10;3.158121865;0.068666667;15.82333302;female;NA;NA;0;10;3.158121865;1;-1.152607589;1.328504253;2.302585093;1.149977504;-0.055398423;CZC;RNN;1;1;4.909397935;1;-0.677204242;-1;0.825
CZC173;crab;11;3.158121865;0.068666667;15.82333302;female;NA;NA;0;11;3.158121865;1;-1.247917768;1.557298757;2.397895273;1.149977504;-0.055398423;CZC;RNN;0.95;0.975;4.909397935;1;-0.677204242;-1;0.825
CZC173;wave;4;3.158121865;0.068666667;15.82333302;female;NA;NA;0;4;3.158121865;1;-0.236316857;0.055845657;1.386294361;1.149977504;-0.055398423;CZC;RNN;0.958333333;0.979166667;4.909397935;1;-0.677204242;-1;0.825
CZC173;wave;4.4;3.158121865;0.068666667;15.82333302;female;NA;NA;0;4.4;3.158121865;0.983333333;-0.331627037;0.109976491;1.481604541;1.149977504;-0.055398423;CZC;RNN;0.95;0.966666667;4.909397935;1;-0.677204242;-1;0.825
CZD370;crab;11.1;10.33756992;0.454666667;150.0819754;male;NA;NA;0;10.33756992;11.1;0.95;0.071160284;0.005063786;2.335784824;2.406945108;0.021541305;CZD;SNN;0.925;0.9375;14.22123942;NA;NA;NA;NA
CZD370;crab;12;10.33756992;0.454666667;150.0819754;male;NA;NA;0;10.33756992;12;0.991666667;0.149121826;0.022237319;2.335784824;2.48490665;0.021541305;CZD;SNN;0.75;0.870833333;14.22123942;NA;NA;NA;NA
CZD370;wave;6.3;10.33756992;0.454666667;150.0819754;male;NA;NA;0;10.33756992;6.3;0.966666667;-0.495235191;0.245257894;2.335784824;1.840549633;0.021541305;CZD;SNN;0.975;0.970833333;14.22123942;NA;NA;NA;NA
CZD429;crab;11.4;14.30699765;0.633;150.2001299;female;2;2;1;11.4;14.30699765;0.916666667;0.227135408;0.051590494;2.433613355;2.660748764;0.060726089;CZD;RNN;0.975;0.945833333;19.80500484;NA;NA;NA;NA
CZD429;crab;12;14.30699765;0.633;150.2001299;female;6;6;1;12;14.30699765;1;0.175842114;0.030920449;2.48490665;2.660748764;0.060726089;CZD;RNN;0.966666667;0.983333333;19.80500484;NA;NA;NA;NA
CZD429;wave;3.4;14.30699765;0.633;150.2001299;female;NA;NA;0;3.4;14.30699765;1;1.436973332;2.064892357;1.223775432;2.660748764;0.060726089;CZD;RNN;0.983333333;0.991666667;19.80500484;NA;NA;NA;NA
CZD432;crab;12.1;12.45901766;0.473666667;150.2984036;male;34;34;1;12.45901766;12.1;0.958333333;-0.029239218;0.000854932;2.522444671;2.493205453;0.105221591;CZD;RNN;0.875;0.916666667;17.82037776;NA;NA;NA;NA
CZD432;crab;12.9;12.45901766;0.473666667;150.2984036;male;NA;NA;0;12.45901766;12.9;0.95;0.034782641;0.001209832;2.522444671;2.557227311;0.105221591;CZD;RNN;0.808333333;0.879166667;17.82037776;NA;NA;NA;NA
CZD432;wave;3.4;12.45901766;0.473666667;150.2984036;male;NA;NA;0;12.45901766;3.4;0.95;-1.298669239;1.686541793;2.522444671;1.223775432;0.105221591;CZD;RNN;1;0.975;17.82037776;NA;NA;NA;NA
CZD432;wave;4.1;12.45901766;0.473666667;150.2984036;male;NA;NA;0;12.45901766;4.1;0.95;-1.111457697;1.235338212;2.522444671;1.410986974;0.105221591;CZD;RNN;0.991666667;0.970833333;17.82037776;NA;NA;NA;NA
CZD420;wave;3.7;9.651206224;0.465;150.403022;male;NA;NA;0;9.651206224;3.7;0.966666667;-0.958750085;0.919201726;2.267082905;1.30833282;0.063710484;CZD;RNN;0.958333333;0.9625;13.80307119;NA;NA;NA;NA
CZC071;crab;10.8;3.753007242;0.108333333;150.9487476;male;NA;NA;0;3.753007242;10.8;0.983333333;1.056988684;1.117225079;1.32255745;2.379546134;-0.018020827;CZC;RNN;0.983333333;0.983333333;5.70348342;1;-0.963787856;-1;1.161
CZC071;crab;14.1;3.753007242;0.108333333;150.9487476;male;NA;NA;0;3.753007242;14.1;0.991666667;1.323617348;1.751962883;1.32255745;2.646174797;-0.018020827;CZC;RNN;0.733333333;0.8625;5.70348342;1;-0.963787856;-1;1.161
CZC071;wave;4.9;3.753007242;0.108333333;150.9487476;male;NA;NA;0;3.753007242;4.9;0.8;0.266677755;0.071117025;1.32255745;1.589235205;-0.018020827;CZC;RNN;0.983333333;0.891666667;5.70348342;1;-0.963787856;-1;1.161
CZA303;crab;14.21;3.501428987;0.069666667;150.9641412;female;NA;NA;0;14.21;3.501428987;1;-1.400774775;1.96216997;2.653945942;1.253171167;-0.033558352;CZA;NA;NA;NA;NA;1;-0.532806079;-1;NA
