shore;ref_ecotype;distAlongPath;test_sex;dur_mean;dur_max;mountYN;size_ratio;size_ratio2;log_male;log_female;shape
CZD;wave;90.75244272;male;NA;NA;0;-1.623274294;2.635019433;2.411731654;0.78845736;0.038850497
CZD;wave;96.71017011;male;NA;NA;0;-1.680870043;2.825324103;2.513779166;0.832909123;0.056089147
CZD;wave;217.3189432;male;NA;NA;0;-0.951645177;0.905628543;1.7845543;0.832909123;-0.061966899
CZD;wave;75.59856941;male;NA;NA;0;-1.522025212;2.316560746;2.438315944;0.916290732;0.100931332
CZD;wave;126.3399118;male;NA;NA;0;-1.480653724;2.192335449;2.396944455;0.916290732;0.014494428
CZA;crab;137.7111052;female;NA;NA;0;-1.357944762;1.844013977;2.2782924;0.920347638;-0.085342042
CZA;wave;137.7111052;female;1.666666667;2;1;-0.425124728;0.180731035;1.345472367;0.920347638;-0.085342042
CZA;wave;137.7111052;female;NA;NA;0;-0.470934264;0.221779081;1.391281903;0.920347638;-0.085342042
CZD;wave;83.89797416;male;NA;NA;0;-1.514135225;2.292605478;2.46964667;0.955511445;0.013123362
CZD;wave;149.1568575;male;NA;NA;0;-1.21245417;1.470045114;2.167965615;0.955511445;0.003351288
CZD;wave;169.797225;male;NA;NA;0;-0.400493274;0.160394862;1.356004719;0.955511445;-0.035168659
CZD;wave;202.975599;male;NA;NA;0;-1.125664979;1.267121646;2.081176424;0.955511445;0.04569961
CZD;crab;15.06227409;female;NA;NA;0;-1.440695219;2.075602714;2.397895273;0.957200054;-0.102187882
CZD;wave;15.06227409;female;NA;NA;0;-0.174202058;0.030346357;1.131402111;0.957200054;-0.102187882
CZD;wave;217.5033759;female;NA;NA;0;0.030105353;0.000906332;0.955511445;0.985616798;-0.076274606
CZD;wave;217.5033759;female;NA;NA;0;-0.322716022;0.104145631;1.30833282;0.985616798;-0.076274606
CZD;wave;27.77261376;male;13;13;1;-0.436299909;0.19035761;1.429551682;0.993251773;-0.082514407
CZD;wave;60.6022863;male;17;17;1;-0.297329517;0.088404841;1.29058129;0.993251773;-0.064708738
CZD;wave;111.590209;male;NA;NA;0;-1.691610136;2.861544853;2.684861909;0.993251773;0.059278678
CZD;wave;144.3443903;male;NA;NA;0;-1.43104145;2.047879633;2.424293223;0.993251773;0.029422446
CZD;wave;144.8673258;male;NA;NA;0;-1.57239448;2.472424401;2.565646253;0.993251773;0.144011189
CZD;wave;128.4396157;male;NA;NA;0;-1.320561833;1.743883554;2.313813606;0.993251773;0.065807824
CZD;wave;200.4872197;male;NA;NA;0;-1.086901654;1.181355205;2.080153427;0.993251773;-0.031269116
CZD;wave;18.10962588;male;15;15;1;-0.092488041;0.008554038;1.085739814;0.993251773;-0.103449499
CZC;crab;18.3851591;female;NA;NA;0;-1.332238699;1.774859952;2.332143895;0.999905196;-0.058594805
CZC;wave;18.3851591;female;NA;NA;0;-0.43517933;0.189381049;1.435084525;0.999905196;-0.058594805
CZC;crab;22.32403447;female;NA;NA;0;-1.333162172;1.777321376;2.360854001;1.02769183;-0.058429977
CZC;crab;22.32403447;female;NA;NA;0;-1.36107096;1.852514157;2.388762789;1.02769183;-0.058429977
CZC;wave;22.32403447;female;5.666666667;8;1;-0.28064099;0.078759365;1.30833282;1.02769183;-0.058429977
CZC;wave;22.32403447;female;NA;NA;0;-0.358602532;0.128595776;1.386294361;1.02769183;-0.058429977
CZD;wave;28.52271243;male;NA;NA;0;-0.172663641;0.029812733;1.202283058;1.029619417;-0.105550131
CZD;wave;75.20732463;male;31.5;32;1;-0.248945543;0.061973884;1.27856496;1.029619417;-0.089351114
CZD;wave;93.51481776;male;NA;NA;0;-1.423446343;2.02619949;2.45306576;1.029619417;0.103586924
CZD;crab;26.24423216;female;NA;NA;0;-1.324155889;1.753388817;2.370243741;1.046087853;-0.069852795
CZD;crab;26.24423216;female;NA;NA;0;-1.396259182;1.949539705;2.442347035;1.046087853;-0.069852795
CZD;wave;26.24423216;female;NA;NA;0;-0.234845993;0.05515264;1.280933845;1.046087853;-0.069852795
CZC;crab;157.2111518;female;NA;NA;0;-1.24756934;1.556429259;2.302585093;1.055015753;-0.053247229
CZC;crab;157.2111518;female;NA;NA;0;-1.494429418;2.233319286;2.549445171;1.055015753;-0.053247229
CZC;wave;157.2111518;female;18.5;29;1;-0.138906716;0.019295076;1.193922468;1.055015753;-0.053247229
CZC;wave;157.2111518;female;11;11;1;-0.279985314;0.078391776;1.335001067;1.055015753;-0.053247229
CZC;crab;142.5765933;female;NA;NA;0;-1.391020242;1.934937312;2.451005098;1.059984857;-0.034614502
CZC;wave;142.5765933;female;NA;NA;0;-0.375099669;0.140699761;1.435084525;1.059984857;-0.034614502
CZB;wave;40.99430079;male;NA;NA;0;-0.93139403;0.867494839;1.996104767;1.064710737;-0.015037805
CZD;wave;44.00891051;male;14.5;19;1;-0.327286895;0.107116712;1.391997632;1.064710737;-0.095977535
CZD;wave;47.19803462;male;NA;NA;0;-0.172982218;0.029922848;1.237692955;1.064710737;-0.100644338
CZD;wave;60.14985659;male;5;5;1;-0.555650579;0.308747566;1.620361316;1.064710737;-0.085642845
CZD;wave;145.8824266;male;NA;NA;0;-1.263879016;1.597390167;2.328589753;1.064710737;0.096787974
CZD;wave;153.0204459;male;NA;NA;0;-1.322472734;1.748934133;2.387183471;1.064710737;-0.001844719
CZD;crab;224.8581218;female;NA;NA;0;-1.292878445;1.671534673;2.379546134;1.086667689;-0.139307179
CZD;crab;224.8581218;female;NA;NA;0;-1.406537763;1.978348479;2.493205453;1.086667689;-0.139307179
CZD;wave;224.8581218;female;NA;NA;0;0.021956952;0.000482108;1.064710737;1.086667689;-0.139307179
CZD;wave;224.8581218;female;NA;NA;0;-0.166095279;0.027587642;1.252762968;1.086667689;-0.139307179
CZC;crab;15.50317592;female;NA;NA;0;-1.120075341;1.254568769;2.208274414;1.088199073;-0.067985363
CZC;crab;15.50317592;female;NA;NA;0;-1.40500638;1.974042927;2.493205453;1.088199073;-0.067985363
CZC;wave;15.50317592;female;24;24;1;-0.164563896;0.027081276;1.252762968;1.088199073;-0.067985363
CZC;wave;15.50317592;female;NA;NA;0;-0.598199881;0.357843097;1.686398954;1.088199073;-0.067985363
CZB;wave;190.1316646;male;NA;NA;0;-0.154041435;0.023728764;1.252653724;1.098612289;-0.06906294
CZD;wave;75.20732463;male;NA;NA;0;-0.179952672;0.032382964;1.27856496;1.098612289;-0.089351114
CZD;wave;81.85742327;male;24;24;1;-0.067966515;0.004619447;1.166578803;1.098612289;-0.110259405
CZD;wave;83.11417303;male;NA;NA;0;-1.485793425;2.207582102;2.584405714;1.098612289;0.047533588
CZD;wave;90.75244272;male;NA;NA;0;-1.313119366;1.724282468;2.411731654;1.098612289;0.038850497
CZD;wave;152.1385119;male;NA;NA;0;-1.343057075;1.803802308;2.441669364;1.098612289;-0.044282116
CZD;wave;184.9506898;male;40;40;1;-0.024133505;0.000582426;1.122745794;1.098612289;-0.085860076
CZD;wave;18.6750629;male;NA;NA;0;-0.104588942;0.010938847;1.203201231;1.098612289;0.005536697
CZD;crab;215.9079822;female;NA;NA;0;-1.235345786;1.526079212;2.351375257;1.116029471;-0.014531112
CZD;wave;215.9079822;female;40;42;1;-0.164904375;0.027193453;1.280933845;1.116029471;-0.014531112
CZD;crab;225.4420943;female;NA;NA;0;-1.165737377;1.358943633;2.282382386;1.116645008;-0.076793527
CZD;crab;225.4420943;female;NA;NA;0;-1.253598733;1.571509783;2.370243741;1.116645008;-0.076793527
CZD;wave;225.4420943;female;11;18;1;-0.13611796;0.018528099;1.252762968;1.116645008;-0.076793527
CZD;wave;225.4420943;female;NA;NA;0;-0.13611796;0.018528099;1.252762968;1.116645008;-0.076793527
CZD;crab;7.683158205;female;NA;NA;0;-1.244602152;1.549034516;2.370243741;1.12564159;-0.058031466
CZD;wave;7.683158205;female;NA;NA;0;-0.03750922;0.001406942;1.16315081;1.12564159;-0.058031466
CZC;crab;29.58206324;female;NA;NA;0;-1.144501871;1.309884534;2.272125886;1.127624014;-0.083396066
CZC;crab;29.58206324;female;NA;NA;0;-1.223751243;1.497567105;2.351375257;1.127624014;-0.083396066
CZC;wave;29.58206324;female;24;24;1;-0.330991009;0.109555048;1.458615023;1.127624014;-0.083396066
CZC;wave;29.58206324;female;36;63;1;-0.330991009;0.109555048;1.458615023;1.127624014;-0.083396066
CZC;wave;144.1341974;male;NA;NA;0;-0.090430687;0.008177709;1.221832798;1.131402111;-0.072073947
CZD;wave;22.97837232;male;NA;NA;0;-0.155631647;0.024221209;1.287033758;1.131402111;-0.082870632
CZD;wave;66.72870687;male;NA;NA;0;-0.928013262;0.861208615;2.059415374;1.131402111;-0.008853282
CZD;wave;66.72870687;male;NA;NA;0;-0.928013262;0.861208615;2.059415374;1.131402111;-0.008853282
CZD;wave;76.90822576;male;NA;NA;0;-0.119827618;0.014358658;1.251229729;1.131402111;-0.096155026
CZD;wave;169.797225;male;26;26;1;-0.224602607;0.050446331;1.356004719;1.131402111;-0.035168659
CZD;crab;29.01970317;female;NA;NA;0;-1.162541915;1.351503704;2.302585093;1.140043178;-0.068848263
CZD;wave;29.01970317;female;NA;NA;0;-0.140890667;0.01985018;1.280933845;1.140043178;-0.068848263
CZA;crab;0.780894498;female;NA;NA;0;-1.233785407;1.52222643;2.374905755;1.141120348;-0.127220834
CZA;crab;0.780894498;female;NA;NA;0;-1.244886353;1.549742033;2.386006701;1.141120348;-0.127220834
CZA;wave;0.780894498;female;NA;NA;0;-0.043669637;0.001907037;1.184789985;1.141120348;-0.127220834
CZD;crab;5.976531302;female;NA;NA;0;-1.443086827;2.08249959;2.587764035;1.144677208;-0.089788734
CZD;wave;5.976531302;female;NA;NA;0;0.269208471;0.072473201;0.875468737;1.144677208;-0.089788734
CZD;wave;5.976531302;female;25;25;1;0.115057791;0.013238295;1.029619417;1.144677208;-0.089788734
CZB;crab;49.42410241;female;NA;NA;0;-1.175394212;1.381551554;2.32238772;1.146993508;-0.044026637
CZB;crab;49.42410241;female;NA;NA;0;-1.378735136;1.900910575;2.525728644;1.146993508;-0.044026637
CZB;wave;49.42410241;female;8.333333333;15;1;0.271524771;0.073725701;0.875468737;1.146993508;-0.044026637
CZB;wave;49.42410241;female;34;34;1;-0.593472667;0.352209806;1.740466175;1.146993508;-0.044026637
CZC;crab;15.82333302;female;NA;NA;0;-1.152607589;1.328504253;2.302585093;1.149977504;-0.055398423
CZC;crab;15.82333302;female;NA;NA;0;-1.247917768;1.557298757;2.397895273;1.149977504;-0.055398423
CZC;wave;15.82333302;female;NA;NA;0;-0.236316857;0.055845657;1.386294361;1.149977504;-0.055398423
CZC;wave;15.82333302;female;NA;NA;0;-0.331627037;0.109976491;1.481604541;1.149977504;-0.055398423
CZD;wave;31.19435852;male;8;8;1;-0.196559809;0.038635758;1.359710619;1.16315081;-0.070439131
CZD;wave;38.39488725;male;NA;NA;0;-0.284414709;0.080891726;1.447565518;1.16315081;-0.117558886
CZD;wave;60.30968912;male;21;21;1;0.022631102;0.000512167;1.140519708;1.16315081;-0.079087121
CZD;wave;125.5849609;male;NA;NA;0;-1.399083738;1.957435306;2.562234548;1.16315081;0.006964042
CZD;wave;133.3705172;male;NA;NA;0;-1.423292193;2.025760667;2.586443003;1.16315081;0.029665715
CZD;wave;141.2636861;male;NA;NA;0;-1.35054749;1.823978524;2.5136983;1.16315081;0.084332612
CZD;wave;141.1523272;male;NA;NA;0;-1.397059247;1.95177454;2.560210057;1.16315081;0.074671193
CZD;wave;18.92885275;male;52;52;1;0.108996205;0.011880173;1.054154605;1.16315081;-0.104245415
CZD;wave;17.59341422;male;NA;NA;0;0.161974239;0.026235654;1.001176571;1.16315081;-0.116716139
CZC;crab;153.9537678;female;NA;NA;0;-1.155259878;1.334625386;2.32238772;1.167127842;-0.026973756
CZC;crab;153.9537678;female;NA;NA;0;-1.300971689;1.692527336;2.468099531;1.167127842;-0.026973756
CZC;wave;153.9537678;female;9.5;14;1;-0.026794626;0.000717952;1.193922468;1.167127842;-0.026973756
CZC;wave;153.9537678;female;3;3;1;-0.358928461;0.12882964;1.526056303;1.167127842;-0.026973756
CZD;crab;188.8692071;female;NA;NA;0;-1.133673695;1.285216048;2.302585093;1.168911398;0.01426174
CZD;crab;188.8692071;female;NA;NA;0;-1.210634737;1.465636465;2.379546134;1.168911398;0.01426174
CZD;wave;188.8692071;female;6;6;1;0.252620666;0.063817201;0.916290732;1.168911398;0.01426174
CZD;wave;188.8692071;female;NA;NA;0;0.005760588;3.32e-05;1.16315081;1.168911398;0.01426174
CZC;wave;156.8604897;female;NA;NA;0;-0.191493739;0.036669852;1.360976553;1.169482814;-0.0858676
CZC;crab;167.8741524;female;NA;NA;0;-1.001234532;1.002470587;2.174751721;1.17351719;-0.057877091
CZC;crab;167.8741524;female;NA;NA;0;-1.268829845;1.609929177;2.442347035;1.17351719;-0.057877091
CZC;wave;167.8741524;female;NA;NA;0;-0.285097833;0.081280774;1.458615023;1.17351719;-0.057877091
CZC;crab;161.7194865;female;NA;NA;0;-1.291511237;1.668001276;2.468099531;1.176588294;-0.0817953
CZC;crab;161.7194865;female;NA;NA;0;-1.365013699;1.863262399;2.541601993;1.176588294;-0.0817953
CZC;wave;161.7194865;female;13;13;1;-0.076174674;0.005802581;1.252762968;1.176588294;-0.0817953
CZC;wave;161.7194865;female;11;16;1;-0.546178304;0.298310739;1.722766598;1.176588294;-0.0817953
CZC;crab;44.70978198;female;NA;NA;0;-1.20821314;1.459778992;2.388762789;1.180549649;-0.038781457
CZC;crab;44.70978198;female;7;7;1;-1.407214386;1.980252328;2.587764035;1.180549649;-0.038781457
CZC;wave;44.70978198;female;NA;NA;0;-0.230437324;0.05310136;1.410986974;1.180549649;-0.038781457
CZB;crab;204.5184685;female;NA;NA;0;-1.085851507;1.179073495;2.272125886;1.186274379;-0.012084059
CZB;crab;204.5184685;female;NA;NA;0;-1.264730719;1.599543793;2.451005098;1.186274379;-0.012084059
CZB;wave;204.5184685;female;NA;NA;0;0.08766209;0.007684642;1.098612289;1.186274379;-0.012084059
CZB;wave;204.5184685;female;14.5;18;1;-0.00764809;5.85e-05;1.193922468;1.186274379;-0.012084059
CZC;wave;164.6245925;male;5.25;9;1;0.047918127;0.002296147;1.146004342;1.193922468;-0.085190856
CZC;wave;35.29094407;male;33;33;1;-0.160945025;0.025903301;1.354867494;1.193922468;-0.02861652
CZC;wave;71.84271257;male;NA;NA;0;-1.191198814;1.418954615;2.385121283;1.193922468;0.04251791
CZD;wave;53.80314306;male;25;25;1;-0.062528456;0.003909808;1.256450924;1.193922468;-0.122919978
CZD;wave;72.08887909;male;NA;NA;0;-1.185123939;1.404518751;2.379046407;1.193922468;0.017099662
CZD;wave;69.39297488;male;NA;NA;0;-0.003429149;1.18e-05;1.197351617;1.193922468;-0.081432005
CZD;wave;83.89797416;male;NA;NA;0;-1.275724201;1.627472237;2.46964667;1.193922468;0.013123362
CZD;wave;81.63418059;male;NA;NA;0;-0.852483831;0.726728682;2.046406299;1.193922468;-0.041581428
CZD;wave;76.14355306;male;NA;NA;0;-1.323026742;1.75039976;2.51694921;1.193922468;0.135294777
CZD;wave;98.00258844;male;NA;NA;0;-1.154463267;1.332785436;2.348385736;1.193922468;0.019061178
CZD;wave;144.3443903;male;NA;NA;0;-1.230370755;1.513812195;2.424293223;1.193922468;0.029422446
CZD;wave;152.7583946;male;NA;NA;0;-1.161178738;1.348336061;2.355101206;1.193922468;0.090684971
CZD;wave;178.4551045;male;40;40;1;-0.142067572;0.020183195;1.33599004;1.193922468;-0.048658076
CZD;wave;221.6987151;male;3;3;1;0.08244613;0.006797364;1.111476339;1.193922468;-0.096352871
CZD;wave;13.33794486;male;63;63;1;0.028505811;0.000812581;1.165416658;1.193922468;-0.091124808
CZC;crab;42.38144435;female;NA;NA;0;-1.254020254;1.572566798;2.451005098;1.196984844;-0.050583244
CZC;wave;42.38144435;female;NA;NA;0;-0.350577665;0.122904699;1.547562509;1.196984844;-0.050583244
CZA;crab;303.5443546;female;NA;NA;0;-1.276152071;1.628564108;2.489894191;1.213742121;-0.114894571
CZA;wave;303.5443546;female;30;30;1;0.001801147;3.24e-06;1.211940974;1.213742121;-0.114894571
CZB;wave;59.37167985;male;NA;NA;0;-0.468819813;0.219792017;1.692595244;1.223775432;-0.081836319
CZD;wave;76.90822576;male;NA;NA;0;-0.027454297;0.000753738;1.251229729;1.223775432;-0.096155026
CZD;wave;77.11539106;male;NA;NA;0;-1.273987951;1.623045299;2.497763382;1.223775432;-0.016381835
CZD;wave;108.2645764;male;NA;NA;0;-1.085343576;1.177970678;2.309119007;1.223775432;0.071071323
CZD;wave;132.4522218;male;NA;NA;0;-1.14341289;1.307393037;2.367188321;1.223775432;0.102437001
CZD;wave;134.6357629;male;NA;NA;0;-1.208828156;1.461265511;2.432603588;1.223775432;0.042183592
CZD;wave;150.2984036;male;NA;NA;0;-1.298669239;1.686541793;2.522444671;1.223775432;0.105221591
CZD;wave;182.8974033;male;NA;NA;0;-0.267000932;0.071289498;1.490776364;1.223775432;-0.070477396
CZD;wave;182.4406002;male;NA;NA;0;-0.446883299;0.199704683;1.670658731;1.223775432;-0.050640377
CZC;crab;169.4083064;female;NA;NA;0;-1.034289809;1.069755409;2.261763098;1.22747329;-0.06435068
CZC;crab;169.4083064;female;NA;NA;0;-1.170421983;1.369887619;2.397895273;1.22747329;-0.06435068
CZC;wave;169.4083064;female;13;13;1;0.033550821;0.001125658;1.193922468;1.22747329;-0.06435068
CZC;crab;41.74565122;female;NA;NA;0;-1.21435287;1.474652893;2.442347035;1.227994165;-0.014631177
CZC;wave;41.74565122;female;10;10;1;-0.107006901;0.011450477;1.335001067;1.227994165;-0.014631177
CZC;crab;155.6212631;female;NA;NA;0;-1.204146973;1.449969933;2.433613355;1.229466382;-0.052600944
CZC;wave;155.6212631;female;NA;NA;0;-0.611083251;0.37342274;1.840549633;1.229466382;-0.052600944
CZA;crab;143.307777;female;NA;NA;0;-1.123560612;1.262388448;2.353278207;1.229717595;-0.076203366
CZA;crab;143.307777;female;NA;NA;0;-1.29039531;1.665120056;2.520112906;1.229717595;-0.076203366
CZA;wave;143.307777;female;NA;NA;0;-0.086690638;0.007515267;1.316408234;1.229717595;-0.076203366
CZA;crab;152.6647339;female;NA;NA;0;-1.168677826;1.365807861;2.401525041;1.232847215;-0.093086709
CZA;wave;152.6647339;female;10.83333333;36;1;-0.025613775;0.000656065;1.25846099;1.232847215;-0.093086709
CZA;wave;152.6647339;female;16;16;1;-0.125561943;0.015765801;1.358409158;1.232847215;-0.093086709
CZD;crab;224.7320435;female;NA;NA;0;-1.167595321;1.363278835;2.406945108;1.239349787;-0.093225784
CZD;crab;224.7320435;female;NA;NA;0;-1.348414248;1.818220985;2.587764035;1.239349787;-0.093225784
CZD;wave;224.7320435;female;NA;NA;0;0.140737498;0.019807043;1.098612289;1.239349787;-0.093225784
CZD;wave;224.7320435;female;NA;NA;0;0.015574355;0.000242561;1.223775432;1.239349787;-0.093225784
CZD;crab;37.87794935;female;NA;NA;0;-1.155475586;1.335123829;2.397895273;1.242419687;-0.069772605
CZD;wave;7.772824377;female;NA;NA;0;0.019021111;0.000361803;1.223775432;1.242796543;-0.035193191
CZC;crab;152.0040095;female;NA;NA;0;-1.080855842;1.168249352;2.332143895;1.251288053;-0.086081555
CZC;wave;152.0040095;female;4;4;1;-0.1096885;0.012031567;1.360976553;1.251288053;-0.086081555
CZC;wave;152.0040095;female;NA;NA;0;-0.252789344;0.063902452;1.504077397;1.251288053;-0.086081555
CZB;wave;141.6301276;male;NA;NA;0;-0.635657289;0.404060189;1.888420257;1.252762968;-0.012255616
CZC;wave;169.7700696;male;21;21;1;0.131984449;0.017419895;1.120778519;1.252762968;-0.094698106
CZC;wave;56.02673398;male;NA;NA;0;-1.098914226;1.207612476;2.351677194;1.252762968;0.045622891
CZC;wave;100.9825878;male;NA;NA;0;-1.350343871;1.823428571;2.60310684;1.252762968;0.04527721
CZC;wave;104.4799109;male;NA;NA;0;-1.245801068;1.552020301;2.498564037;1.252762968;0.016254381
CZD;wave;26.0787118;male;36;36;1;0.163768708;0.02682019;1.088994261;1.252762968;-0.122136564
CZD;wave;40.04751849;male;20.5;25;1;-0.120041354;0.014409927;1.372804323;1.252762968;-0.125703621
CZD;wave;47.0776323;male;8;8;1;0.01298784;0.000168684;1.239775129;1.252762968;-0.111037346
CZD;wave;73.93296339;male;12;12;1;0.180758309;0.032673566;1.072004659;1.252762968;-0.122309489
CZD;wave;74.0447699;male;9;9;1;0.023142791;0.000535589;1.229620177;1.252762968;-0.074771697
CZD;wave;101.6662276;male;NA;NA;0;-1.005567818;1.011166636;2.258330786;1.252762968;0.015971964
CZD;wave;118.9832051;male;NA;NA;0;-1.198812708;1.437151909;2.451575677;1.252762968;0.091329795
CZD;wave;125.5849609;male;NA;NA;0;-1.30947158;1.714715818;2.562234548;1.252762968;0.006964042
CZD;wave;147.2384991;male;NA;NA;0;-1.143688731;1.308023913;2.3964517;1.252762968;0.08694727
CZD;wave;121.0026277;male;NA;NA;0;-1.201520976;1.443652656;2.454283944;1.252762968;0.039474333
CZD;wave;200.1600047;male;NA;NA;0;-0.366350611;0.13421277;1.619113579;1.252762968;-0.049065262
CZA;wave;341.0669239;male;4;4;1;-0.138441153;0.019165953;1.391204121;1.252762968;-0.083090257
CZA;crab;150.9641412;female;NA;NA;0;-1.400774775;1.96216997;2.653945942;1.253171167;-0.033558352
CZD;crab;81.38116883;female;NA;NA;0;-1.144365631;1.309572696;2.397895273;1.253529642;-0.047116358
CZD;wave;81.38116883;female;28;28;1;-0.054803177;0.003003388;1.30833282;1.253529642;-0.047116358
CZD;crab;25.17732878;female;NA;NA;0;-1.152526206;1.328316656;2.406945108;1.254418902;0.128438648
CZD;wave;25.17732878;female;NA;NA;0;0.001655934;2.74e-06;1.252762968;1.254418902;0.128438648
CZD;crab;4.772327074;female;NA;NA;0;-1.16149061;1.349060438;2.415913778;1.254423168;-0.017851124
CZD;wave;4.772327074;female;NA;NA;0;0.338132436;0.114333544;0.916290732;1.254423168;-0.017851124
CZD;wave;4.772327074;female;12;12;1;-0.080577899;0.006492798;1.335001067;1.254423168;-0.017851124
CZD;crab;181.5468581;female;NA;NA;0;-1.064031255;1.132162511;2.32238772;1.258356466;-0.024034215
CZD;wave;181.5468581;female;NA;NA;0;0.193645729;0.037498668;1.064710737;1.258356466;-0.024034215
CZC;crab;160.4409522;female;54;54;1;-1.146098855;1.313542586;2.406945108;1.260846253;-0.04927712
CZC;wave;160.4409522;female;NA;NA;0;-0.368394287;0.13571435;1.62924054;1.260846253;-0.04927712
CZA;wave;161.9645499;female;8;8;1;-0.193055714;0.037270509;1.45395301;1.260897296;-0.076645231
CZA;wave;99.97599895;female;NA;NA;0;-0.065218524;0.004253456;1.327075001;1.261856478;-0.078427299
CZC;crab;44.91424054;female;NA;NA;0;-0.942988473;0.88922726;2.208274414;1.265285941;-0.056501767
CZC;wave;44.91424054;female;NA;NA;0;-0.043046879;0.001853034;1.30833282;1.265285941;-0.056501767
CZA;wave;328.2162001;female;18;20;1;-0.166597177;0.027754619;1.435084525;1.268487348;-0.048354842
CZA;crab;5.101611284;female;NA;NA;0;-1.303618816;1.699422019;2.574137784;1.270518967;-0.103635193
CZA;wave;5.101611284;female;35;35;1;0.11363777;0.012913543;1.156881197;1.270518967;-0.103635193
CZC;crab;21.27204602;female;NA;NA;0;-1.02188889;1.044256903;2.292534757;1.270645867;-0.022162826
CZC;wave;21.27204602;female;9;9;1;-0.115648494;0.013374574;1.386294361;1.270645867;-0.022162826
CZC;crab;21.82932242;female;NA;NA;0;-1.268643098;1.609455311;2.541601993;1.272958895;-0.047794398
CZC;wave;21.82932242;female;NA;NA;0;-0.185656128;0.034468198;1.458615023;1.272958895;-0.047794398
CZC;wave;21.82932242;female;NA;NA;0;-0.356281645;0.12693661;1.62924054;1.272958895;-0.047794398
CZB;crab;210.8689068;female;NA;NA;0;-1.103137325;1.216911957;2.379546134;1.276408809;-0.057955845
CZB;crab;210.8689068;female;NA;NA;0;-1.241287663;1.540795063;2.517696473;1.276408809;-0.057955845
CZB;wave;210.8689068;female;41;41;1;-0.004525036;2.05e-05;1.280933845;1.276408809;-0.057955845
CZB;wave;210.8689068;female;53;58;1;-0.35283173;0.12449023;1.62924054;1.276408809;-0.057955845
CZA;crab;93.58809253;female;NA;NA;0;-1.017560348;1.035429062;2.294552921;1.276992573;-0.059132983
CZD;crab;43.04174251;female;NA;NA;0;-1.190181099;1.416531048;2.468099531;1.277918433;-0.087707415
CZD;crab;43.04174251;female;NA;NA;0;-1.23977804;1.537049588;2.517696473;1.277918433;-0.087707415
CZD;wave;43.04174251;female;NA;NA;0;0.179306144;0.032150693;1.098612289;1.277918433;-0.087707415
CZD;wave;43.04174251;female;NA;NA;0;0.054143001;0.002931465;1.223775432;1.277918433;-0.087707415
CZC;crab;26.21740098;female;NA;NA;0;-1.072769293;1.150833956;2.351375257;1.278605964;-0.040295812
CZC;crab;26.21740098;female;NA;NA;0;-1.091637777;1.191673037;2.370243741;1.278605964;-0.040295812
CZC;wave;26.21740098;female;29;29;1;-0.082370589;0.006784914;1.360976553;1.278605964;-0.040295812
CZC;wave;26.21740098;female;NA;NA;0;-0.623501562;0.388754198;1.902107526;1.278605964;-0.040295812
CZB;crab;207.4420309;female;NA;NA;0;-1.099040117;1.207889179;2.379546134;1.280506017;-0.037352472
CZB;crab;207.4420309;female;NA;NA;0;-1.28444334;1.649794695;2.564949357;1.280506017;-0.037352472
CZB;wave;207.4420309;female;24;24;1;-0.22357138;0.049984162;1.504077397;1.280506017;-0.037352472
CZB;wave;207.4420309;female;41.5;60;1;-0.245550286;0.060294943;1.526056303;1.280506017;-0.037352472
CZB;wave;190.7381905;male;NA;NA;0;-0.080382769;0.00646139;1.361316615;1.280933845;-0.06646039
CZB;wave;217.4970365;male;15;15;1;-0.115230337;0.013278031;1.396164182;1.280933845;-0.079916424
CZC;wave;151.3424744;male;NA;NA;0;-0.485190356;0.235409682;1.766124202;1.280933845;-0.047616916
CZC;wave;158.967763;male;NA;NA;0;-0.111716603;0.012480599;1.392650448;1.280933845;-0.069988926
CZC;wave;169.3890173;male;24;24;1;0.143563494;0.020610477;1.137370352;1.280933845;-0.104253727
CZC;wave;33.78878072;male;NA;NA;0;-0.416943582;0.173841951;1.697877428;1.280933845;0.00582631
CZC;wave;39.56392376;male;22;24;1;0.138389683;0.019151704;1.142544163;1.280933845;-0.091009862
CZC;wave;48.54031172;male;NA;NA;0;-0.726288838;0.527495476;2.007222683;1.280933845;0.012111102
CZC;wave;93.98651019;male;NA;NA;0;-1.065104826;1.13444829;2.346038671;1.280933845;0.038802709
CZD;wave;34.18206441;male;37;37;1;0.112963726;0.012760803;1.16797012;1.280933845;-0.038207785
CZD;wave;42.81259028;male;9;9;1;0.02513632;0.000631835;1.255797526;1.280933845;-0.039387597
CZD;wave;96.71017011;male;NA;NA;0;-1.232845321;1.519907585;2.513779166;1.280933845;0.056089147
CZD;wave;132.4522218;male;NA;NA;0;-1.086254476;1.179948787;2.367188321;1.280933845;0.102437001
CZD;wave;151.9557716;male;NA;NA;0;-1.134420036;1.286908818;2.415353881;1.280933845;-0.007917488
CZD;wave;153.0204459;male;NA;NA;0;-1.106249626;1.223788234;2.387183471;1.280933845;-0.001844719
CZD;wave;183.2257729;male;50;50;1;-0.202305357;0.040927458;1.483239203;1.280933845;-0.079536351
CZA;crab;158.8544745;female;NA;NA;0;-1.085488772;1.178285874;2.373043557;1.287554785;-0.084145425
CZA;wave;158.8544745;female;NA;NA;0;-0.247159582;0.061087859;1.534714366;1.287554785;-0.084145425
