shore;ref_ecotype;distAlongPath;test_sex;dur_mean;dur_max;mountYN;size_ratio;size_ratio2;log_male;log_female;shape
CZC;wave;145.8637533;male;20;20;1;0.291509691;0.0849779;1.212567706;1.504077397;-0.036437625
CZC;wave;24.49393648;male;80;80;1;0.066616557;0.004437766;1.437460839;1.504077397;-0.055102337
CZC;wave;28.26153345;male;7;7;1;0.323763273;0.104822657;1.180314124;1.504077397;-0.069637794
CZC;wave;50.03545023;male;44;44;1;0.243130216;0.059112302;1.260947181;1.504077397;-0.059449078
CZC;wave;65.00681216;male;NA;NA;0;-0.808171301;0.653140851;2.312248698;1.504077397;0.021365095
CZC;wave;106.2733509;male;NA;NA;0;-0.78404365;0.614724444;2.288121046;1.504077397;0.090149088
CZC;wave;106.2691235;male;NA;NA;0;-0.774536393;0.599906625;2.27861379;1.504077397;0.051441759
CZA;wave;211.6383142;male;NA;NA;0;-0.911635984;0.831080167;2.415713381;1.504077397;0.039350468
CZD;crab;24.04096036;female;NA;NA;0;-0.902461999;0.814437659;2.406945108;1.50448311;-0.04779582
CZD;crab;24.04096036;female;NA;NA;0;-0.911430669;0.830705863;2.415913778;1.50448311;-0.04779582
CZD;wave;24.04096036;female;NA;NA;0;0.629014372;0.395659081;0.875468737;1.50448311;-0.04779582
CZD;wave;24.04096036;female;NA;NA;0;0.439772373;0.19339974;1.064710737;1.50448311;-0.04779582
CZB;crab;214.4513985;female;NA;NA;0;-0.714251184;0.510154754;2.219203484;1.5049523;-0.072807036
CZB;crab;214.4513985;female;NA;NA;0;-0.937394736;0.87870889;2.442347035;1.5049523;-0.072807036
CZB;wave;214.4513985;female;26.5;39;1;0.311029831;0.096739556;1.193922468;1.5049523;-0.072807036
CZB;wave;214.4513985;female;NA;NA;0;0.143975747;0.020729016;1.360976553;1.5049523;-0.072807036
CZB;crab;56.54787728;female;NA;NA;0;-0.713647834;0.509293231;2.219203484;1.50555565;-0.036407389
CZB;crab;56.54787728;female;NA;NA;0;-0.945449448;0.893874659;2.451005098;1.50555565;-0.036407389
CZB;wave;56.54787728;female;NA;NA;0;-0.083679555;0.007002268;1.589235205;1.50555565;-0.036407389
CZB;wave;56.54787728;female;4;4;1;-0.411366962;0.169222778;1.916922612;1.50555565;-0.036407389
CZC;crab;143.3147259;female;NA;NA;0;-0.825925447;0.682152844;2.332143895;1.506218448;-0.050288423
CZC;wave;143.3147259;female;NA;NA;0;0.343067638;0.117695405;1.16315081;1.506218448;-0.050288423
CZC;wave;143.3147259;female;67;67;1;0.047603426;0.002266086;1.458615023;1.506218448;-0.050288423
CZA;wave;356.9831814;male;6;8;1;0.334492091;0.111884959;1.171805063;1.506297154;-0.05828641
CZD;crab;66.40551566;female;NA;NA;0;-0.814216822;0.662949033;2.32238772;1.508170899;-0.072101061
CZD;crab;66.40551566;female;NA;NA;0;-0.889724374;0.791609462;2.397895273;1.508170899;-0.072101061
CZD;wave;66.40551566;female;44;44;1;0.632702161;0.400312025;0.875468737;1.508170899;-0.072101061
CZD;wave;66.40551566;female;NA;NA;0;0.345020089;0.119038862;1.16315081;1.508170899;-0.072101061
CZA;wave;271.5037013;male;NA;NA;0;-1.073225948;1.151813935;2.581737942;1.508511994;0.034271608
CZA;crab;356.7284931;female;NA;NA;0;-1.126929106;1.26996921;2.635479508;1.508550402;-0.068894031
CZA;wave;356.7284931;female;14;23;1;0.250089413;0.062544714;1.25846099;1.508550402;-0.068894031
CZA;wave;356.7284931;female;NA;NA;0;0.1172685;0.013751901;1.391281903;1.508550402;-0.068894031
CZA;wave;342.9191889;female;NA;NA;0;-0.135811279;0.018444703;1.644805056;1.508993778;-0.031282076
CZC;crab;140.7717813;female;NA;NA;0;-0.82172879;0.675238204;2.332143895;1.510415105;-0.039491434
CZC;crab;140.7717813;female;NA;NA;0;-0.949173736;0.900930782;2.459588842;1.510415105;-0.039491434
CZC;wave;140.7717813;female;19;19;1;-0.037147403;0.00137993;1.547562509;1.510415105;-0.039491434
CZB;crab;175.8764889;female;NA;NA;0;-0.8956319;0.8021565;2.406945108;1.511313208;-0.016282894
CZB;crab;175.8764889;female;NA;NA;0;-0.922300147;0.850637561;2.433613355;1.511313208;-0.016282894
CZB;wave;175.8764889;female;35;35;1;0.41270092;0.170322049;1.098612289;1.511313208;-0.016282894
CZB;wave;175.8764889;female;NA;NA;0;0.150336655;0.02260111;1.360976553;1.511313208;-0.016282894
CZA;wave;308.534653;male;17.5;18;1;0.235262938;0.05534865;1.277664074;1.512927012;-0.076289801
CZB;crab;211.3709497;female;NA;NA;0;-0.847541406;0.718326435;2.360854001;1.513312595;-0.04002233
CZB;crab;211.3709497;female;NA;NA;0;-1.028289398;1.057379087;2.541601993;1.513312595;-0.04002233
CZB;wave;211.3709497;female;21;21;1;0.289537163;0.083831769;1.223775432;1.513312595;-0.04002233
CZB;wave;211.3709497;female;25;25;1;-0.012743709;0.000162402;1.526056303;1.513312595;-0.04002233
CZA;wave;234.261162;male;NA;NA;0;-0.927442032;0.860148724;2.442569265;1.515127233;0.078292808
CZD;crab;224.0443358;female;NA;NA;0;-0.736029744;0.541739785;2.251291799;1.515262054;-0.126514971
CZD;wave;224.0443358;female;NA;NA;0;0.262499086;0.06890577;1.252762968;1.515262054;-0.126514971
CZD;wave;224.0443358;female;NA;NA;0;0.128967693;0.016632666;1.386294361;1.515262054;-0.126514971
CZA;crab;141.0218947;female;NA;NA;0;-0.990169703;0.980436041;2.507971923;1.51780222;-0.066281253
CZA;wave;141.0218947;female;NA;NA;1;0.248041675;0.061524672;1.269760545;1.51780222;-0.066281253
CZA;wave;141.0218947;female;NA;NA;0;-0.166743165;0.027803283;1.684545385;1.51780222;-0.066281253
CZA;crab;301.4993763;female;NA;NA;0;-0.875697086;0.766845387;2.395164274;1.519467188;-0.020186659
CZA;wave;301.4993763;female;29;35;1;0.304554444;0.092753409;1.214912744;1.519467188;-0.020186659
CZA;wave;234.9670393;male;NA;NA;0;-0.820343839;0.672964015;2.339857044;1.519513205;0.070107899
CZA;wave;172.9910442;male;NA;NA;0;-0.529692646;0.2805743;2.049205851;1.519513205;-0.002104257
CZB;crab;33.39423635;female;NA;NA;0;-0.67766879;0.459234989;2.197224577;1.519555787;-0.062453273
CZB;crab;33.39423635;female;NA;NA;0;-0.699647697;0.4895069;2.219203484;1.519555787;-0.062453273
CZB;wave;33.39423635;female;32;32;1;0.48993637;0.240037647;1.029619417;1.519555787;-0.062453273
CZB;wave;33.39423635;female;NA;NA;0;0.356404977;0.127024508;1.16315081;1.519555787;-0.062453273
CZA;crab;326.2634461;female;NA;NA;0;-0.861507979;0.742195997;2.381396273;1.519888295;-0.016266058
CZA;crab;326.2634461;female;NA;NA;0;-1.067875741;1.140358597;2.587764035;1.519888295;-0.016266058
CZA;crab;326.2634461;female;NA;NA;0;-1.067875741;1.140358597;2.587764035;1.519888295;-0.016266058
CZD;crab;7.652903508;female;NA;NA;0;-0.820948356;0.673956203;2.341805806;1.52085745;0.022354695
CZD;crab;7.652903508;female;NA;NA;0;-0.996839022;0.993688037;2.517696473;1.52085745;0.022354695
CZD;wave;7.652903508;female;NA;NA;0;0.389455339;0.151675461;1.131402111;1.52085745;0.022354695
CZD;wave;7.652903508;female;13;13;1;0.297082019;0.088257726;1.223775432;1.52085745;0.022354695
CZB;crab;197.3786156;female;NA;NA;0;-0.848610892;0.720140446;2.370243741;1.521632849;-0.092256125
CZB;crab;197.3786156;female;NA;NA;0;-1.012063965;1.024273469;2.533696814;1.521632849;-0.092256125
CZB;wave;197.3786156;female;33.5;42;1;-0.02592966;0.000672347;1.547562509;1.521632849;-0.092256125
CZB;wave;197.3786156;female;NA;NA;0;-0.334665141;0.112000757;1.85629799;1.521632849;-0.092256125
CZA;wave;289.546878;male;NA;NA;0;0.221955497;0.049264243;1.299743501;1.521698998;-0.114832782
CZA;wave;204.3936753;male;NA;NA;0;-0.670520586;0.449597857;2.19440061;1.523880024;0.070475998
CZA;wave;4.051249887;male;17;17;1;0.120241968;0.014458131;1.403638056;1.523880024;-0.061596778
CZB;wave;44.87600356;male;NA;NA;0;-0.113843402;0.01296032;1.639899706;1.526056303;-0.084407188
CZB;wave;105.0036417;male;NA;NA;0;-0.870558645;0.757872354;2.396614948;1.526056303;0.042366011
CZB;wave;117.9135953;male;NA;NA;0;-0.657415122;0.432194642;2.183471425;1.526056303;-0.001845865
CZB;wave;125.2527813;male;NA;NA;0;-0.717803787;0.515242277;2.243860091;1.526056303;0.044477838
CZB;wave;145.3866184;male;NA;NA;0;0.051606859;0.002663268;1.474449445;1.526056303;-0.04782657
CZB;wave;188.8763503;male;NA;NA;0;-0.010190062;0.000103837;1.536246365;1.526056303;-0.069563542
CZB;wave;61.73247101;male;6;6;1;-0.236284285;0.055830263;1.762340588;1.526056303;-0.04213622
CZB;wave;109.9989318;male;NA;NA;0;-0.814473165;0.663366537;2.340529469;1.526056303;0.004913432
CZC;wave;126.1753144;male;46;46;1;0.330725202;0.10937916;1.195331101;1.526056303;-0.048211022
CZC;wave;169.9577342;male;NA;NA;0;-0.211650147;0.044795785;1.73770645;1.526056303;-0.060960365
CZC;wave;36.99757507;male;4;4;1;0.291693708;0.085085219;1.234362595;1.526056303;-0.071612303
CZD;wave;22.97837232;male;44;44;1;0.239022545;0.057131777;1.287033758;1.526056303;-0.082870632
CZA;wave;220.0188983;male;NA;NA;0;-0.801786578;0.642861717;2.327842881;1.526056303;0.063806173
CZA;wave;293.2484138;male;27;27;1;-0.496775084;0.246785484;2.022831387;1.526056303;-0.065256211
CZA;wave;314.4535385;male;18;18;1;0.111256516;0.012378012;1.414799787;1.526056303;-0.058543382
CZC;crab;22.14319885;female;NA;NA;0;-0.871505434;0.759521721;2.397895273;1.526389839;-0.055898389
CZC;crab;22.14319885;female;NA;NA;0;-0.991306634;0.982688842;2.517696473;1.526389839;-0.055898389
CZC;wave;22.14319885;female;NA;NA;0;0.302614407;0.09157548;1.223775432;1.526389839;-0.055898389
CZC;wave;22.14319885;female;NA;NA;0;0.191388772;0.036629662;1.335001067;1.526389839;-0.055898389
CZB;crab;137.0858533;female;NA;NA;0;-0.404432149;0.163565363;1.931521412;1.527089262;-0.01331405
CZB;crab;137.0858533;female;NA;NA;0;-0.870806011;0.758303108;2.397895273;1.527089262;-0.01331405
CZB;wave;137.0858533;female;NA;NA;0;0.395687151;0.156568321;1.131402111;1.527089262;-0.01331405
CZB;wave;137.0858533;female;7;7;1;0.246155417;0.060592489;1.280933845;1.527089262;-0.01331405
CZB;crab;66.69656114;female;NA;NA;0;-0.939243672;0.882178676;2.468099531;1.528855859;-0.042215074
CZB;crab;66.69656114;female;NA;NA;0;-1.081213933;1.16902357;2.610069793;1.528855859;-0.042215074
CZB;wave;66.69656114;female;5;5;1;0.397453748;0.157969482;1.131402111;1.528855859;-0.042215074
CZB;wave;66.69656114;female;33;33;1;-0.039760059;0.001580862;1.568615918;1.528855859;-0.042215074
CZD;crab;181.0017533;female;NA;NA;0;-0.841157329;0.707545653;2.370243741;1.529086412;-0.084409282
CZD;crab;181.0017533;female;NA;NA;0;-0.877858696;0.77063589;2.406945108;1.529086412;-0.084409282
CZD;wave;181.0017533;female;NA;NA;0;0.397684301;0.158152803;1.131402111;1.529086412;-0.084409282
CZC;crab;47.24621883;female;NA;NA;0;-0.800907091;0.641452169;2.332143895;1.531236804;-0.041950752
CZC;crab;47.24621883;female;NA;NA;0;-0.928352038;0.861837506;2.459588842;1.531236804;-0.041950752
CZC;wave;47.24621883;female;NA;NA;0;-0.355832845;0.126617014;1.887069649;1.531236804;-0.041950752
CZA;wave;152.6647339;female;NA;NA;0;0.440021142;0.193618605;1.091923301;1.531944442;-0.073413002
CZA;wave;152.6647339;female;NA;NA;0;0.050339901;0.002534106;1.481604541;1.531944442;-0.073413002
CZC;crab;47.97210057;female;NA;NA;0;-1.121071361;1.256800995;2.653241965;1.532170604;-0.035081372
CZC;wave;47.97210057;female;43;43;1;0.369019794;0.136175609;1.16315081;1.532170604;-0.035081372
CZC;wave;47.97210057;female;NA;NA;0;0.006114301;3.74e-05;1.526056303;1.532170604;-0.035081372
CZA;wave;148.37957;male;NA;NA;0;0.222889669;0.049679804;1.309667199;1.532556868;-0.107211971
CZB;crab;138.4936524;female;NA;NA;0;-0.976119085;0.952808468;2.509599262;1.533480177;-0.062472689
CZB;crab;138.4936524;female;NA;NA;0;-0.984216295;0.968681716;2.517696473;1.533480177;-0.062472689
CZB;wave;138.4936524;female;NA;NA;0;0.309704746;0.09591703;1.223775432;1.533480177;-0.062472689
CZB;wave;138.4936524;female;NA;NA;0;-0.241472174;0.058308811;1.774952351;1.533480177;-0.062472689
CZA;wave;255.4719316;male;NA;NA;0;-0.950138544;0.902763252;2.487005763;1.53686722;0.066246366
CZA;crab;147.0673528;female;NA;NA;0;-0.771794232;0.595666336;2.309560707;1.537766475;-0.053563626
CZB;crab;216.7202004;female;NA;NA;0;-0.553519511;0.306383849;2.091864062;1.538344551;-0.032330216
CZB;crab;216.7202004;female;NA;NA;0;-0.733781335;0.538435047;2.272125886;1.538344551;-0.032330216
CZB;wave;216.7202004;female;NA;NA;0;0.103260026;0.010662633;1.435084525;1.538344551;-0.032330216
CZB;wave;216.7202004;female;28;28;1;0.012288247;0.000151001;1.526056303;1.538344551;-0.032330216
CZA;wave;271.4011237;male;NA;NA;0;-0.937990323;0.879825845;2.477005771;1.539015448;0.042747764
CZA;wave;91.93452996;female;NA;NA;0;-0.18525079;0.034317855;1.72455072;1.53929993;-0.047203204
CZA;wave;341.0669239;male;NA;NA;0;0.27063267;0.073242042;1.270526402;1.541159072;0.004398971
CZB;crab;188.0560417;female;NA;NA;0;-0.778548529;0.606137812;2.32238772;1.543839191;-0.003964871
CZB;crab;188.0560417;female;NA;NA;0;-0.907165907;0.822949982;2.451005098;1.543839191;-0.003964871
CZB;wave;188.0560417;female;NA;NA;0;0.039761795;0.001581;1.504077397;1.543839191;-0.003964871
CZB;wave;188.0560417;female;NA;NA;0;-0.003723317;1.39e-05;1.547562509;1.543839191;-0.003964871
CZA;crab;311.1390467;female;NA;NA;0;-0.899399455;0.80891938;2.444084655;1.5446852;0.008354471
CZA;wave;311.1390467;female;16.5;29;1;0.406852198;0.165528711;1.137833002;1.5446852;0.008354471
CZA;wave;311.1390467;female;19.5;22;1;0.323855279;0.104882242;1.220829921;1.5446852;0.008354471
CZB;wave;49.78370307;male;31;31;1;0.170049934;0.02891698;1.377512575;1.547562509;-0.034245247
CZB;wave;65.08117683;male;10;10;1;-0.043581161;0.001899318;1.591143669;1.547562509;-0.042661694
CZB;wave;84.93102469;male;NA;NA;0;-0.935855479;0.875825478;2.483417988;1.547562509;0.054403333
CZB;wave;96.57463238;male;NA;NA;0;-0.73896744;0.546072878;2.286529949;1.547562509;0.034274935
CZB;wave;108.2898152;male;11;11;1;-0.864439098;0.747254953;2.412001606;1.547562509;0.014756807
CZB;wave;36.44731475;male;NA;NA;0;-1.007853639;1.015768959;2.555416148;1.547562509;0.012126429
CZB;wave;19.69097607;male;14;14;1;-0.25926747;0.067219621;1.806829978;1.547562509;-0.073684883
CZC;wave;146.4612975;male;7.25;16;1;0.091414923;0.008356688;1.456147586;1.547562509;-0.041651851
CZC;wave;19.81579044;male;20.33333333;26;1;-0.051928;0.002696517;1.599490509;1.547562509;-0.047479281
CZC;wave;51.11211181;male;NA;NA;0;-0.632081108;0.399526527;2.179643617;1.547562509;-0.019718035
CZC;wave;56.83525641;male;NA;NA;0;-0.667442049;0.445478889;2.215004558;1.547562509;0.010994159
CZC;wave;64.65808249;male;NA;NA;0;-0.659601011;0.435073493;2.207163519;1.547562509;0.038528142
CZC;wave;98.67084015;male;NA;NA;0;-1.079247561;1.164775299;2.62681007;1.547562509;0.010629306
CZD;wave;42.59013074;male;27;27;1;0.002982243;8.89e-06;1.544580266;1.547562509;-0.124241539
CZD;wave;76.14355306;male;NA;NA;0;-0.969386702;0.939710577;2.51694921;1.547562509;0.135294777
CZD;wave;119.4443662;male;NA;NA;0;-0.804698332;0.647539406;2.352260841;1.547562509;0.074763263
CZD;wave;167.5121093;male;NA;NA;0;-0.631789569;0.399158059;2.179352078;1.547562509;-0.015210507
CZC;crab;156.5159728;female;NA;NA;0;-0.783742302;0.614251996;2.332143895;1.548401593;-0.079416993
CZC;wave;156.5159728;female;25;26;1;0.295638625;0.087402197;1.252762968;1.548401593;-0.079416993
CZC;wave;156.5159728;female;16.5;29;1;0.267467748;0.071538996;1.280933845;1.548401593;-0.079416993
CZC;crab;151.1752581;female;NA;NA;0;-0.712091161;0.507073821;2.261763098;1.549671938;-0.039008724
CZC;crab;151.1752581;female;NA;NA;0;-0.875130788;0.765853896;2.424802726;1.549671938;-0.039008724
CZC;wave;151.1752581;female;17;17;1;-0.059765975;0.003571972;1.609437912;1.549671938;-0.039008724
CZB;crab;30.93762237;female;NA;NA;0;-0.566194435;0.320576139;2.116255515;1.550061079;-0.016980885
CZB;wave;30.93762237;female;10;10;1;-0.117645741;0.01384052;1.667706821;1.550061079;-0.016980885
CZB;wave;30.93762237;female;NA;NA;0;-0.24169839;0.058418112;1.791759469;1.550061079;-0.016980885
CZC;crab;152.8498877;female;NA;NA;0;-0.891905695;0.795495769;2.442347035;1.55044134;-0.052846827
CZC;crab;152.8498877;female;NA;NA;0;-1.02217089;1.044833328;2.57261223;1.55044134;-0.052846827
CZC;wave;152.8498877;female;13.5;25;1;0.242108521;0.058616536;1.30833282;1.55044134;-0.052846827
CZA;wave;243.1951217;male;NA;NA;0;-0.882282287;0.778422033;2.438319422;1.556037136;0.025543181
CZC;wave;169.5893956;female;24;24;1;0.123141348;0.015163792;1.435084525;1.558225874;-0.050863922
CZD;crab;180.8235885;female;NA;NA;0;-0.679574582;0.461821613;2.240709689;1.561135107;0.025402466
CZD;wave;180.8235885;female;NA;NA;0;0.49642437;0.246437155;1.064710737;1.561135107;0.025402466
CZD;wave;180.8235885;female;NA;NA;0;0.367212638;0.134845122;1.193922468;1.561135107;0.025402466
CZC;crab;146.4294822;female;NA;NA;0;-0.880501748;0.775283327;2.442347035;1.561845288;0.001533328
CZC;wave;146.4294822;female;NA;NA;0;0.253512468;0.064268572;1.30833282;1.561845288;0.001533328
CZC;wave;146.4294822;female;5;5;1;0.226844221;0.051458301;1.335001067;1.561845288;0.001533328
CZA;wave;235.6310664;male;NA;NA;0;-1.018674927;1.037698607;2.583115474;1.564440547;0.055274672
CZA;wave;203.876998;male;NA;NA;0;-0.954082554;0.91027352;2.520612966;1.566530411;0.036289786
CZA;crab;346.6988733;female;NA;NA;0;-0.710202823;0.50438805;2.277267285;1.567064462;-0.040349869
CZA;crab;346.6988733;female;NA;NA;0;-1.098078238;1.205775817;2.6651427;1.567064462;-0.040349869
CZB;wave;63.0241053;male;28;28;1;0.312375511;0.09757846;1.256240407;1.568615918;-0.073920516
CZB;wave;69.85241497;male;7;16;1;0.286744977;0.082222682;1.281870941;1.568615918;-0.120305221
CZB;wave;69.85241497;male;14;14;1;0.286744977;0.082222682;1.281870941;1.568615918;-0.120305221
CZB;wave;97.30866174;male;NA;NA;0;-1.124599681;1.264724442;2.693215598;1.568615918;0.061575535
CZB;wave;106.4436682;male;NA;NA;0;-0.727271115;0.528923274;2.295887033;1.568615918;0.063654487
CZB;wave;107.8380441;male;NA;NA;0;-0.879031036;0.772695562;2.447646954;1.568615918;0.027710541
CZB;wave;118.8512123;male;NA;NA;0;-0.573628119;0.329049219;2.142244037;1.568615918;0.022276452
CZB;wave;142.6941546;male;NA;NA;0;-0.200704773;0.040282406;1.769320691;1.568615918;-0.064292537
CZB;wave;23.01986784;male;8;8;1;-0.324429963;0.105254801;1.89304588;1.568615918;-0.051702357
CZC;wave;169.848979;male;21;21;1;0.267947919;0.071796088;1.300667998;1.568615918;-0.067822575
CZC;wave;78.36945388;male;NA;NA;0;-0.996479821;0.992972034;2.565095739;1.568615918;0.09324371
CZC;wave;101.1264683;male;NA;NA;0;-0.902012897;0.813627266;2.470628815;1.568615918;0.082686364
CZD;wave;132.2823265;male;NA;NA;0;-0.812012061;0.659363588;2.380627979;1.568615918;0.051786209
CZA;wave;216.1502824;male;NA;NA;0;-0.724887784;0.525462299;2.293503702;1.568615918;0.056601128
CZA;wave;316.971166;female;19;19;1;0.350942218;0.123160441;1.217875709;1.568817928;-0.034198025
CZA;wave;216.0907397;male;NA;NA;0;-0.938004401;0.879852257;2.508701486;1.570697084;0.04053439
CZA;wave;208.5713378;male;NA;NA;0;-0.809303028;0.65497139;2.380000112;1.570697084;0.095617786
CZA;wave;311.2900948;male;26.5;50;1;0.327336615;0.10714926;1.243360469;1.570697084;-0.111814091
CZA;crab;6.793320443;female;NA;NA;0;-0.999409373;0.998819095;2.570319528;1.570910155;-0.074700862
CZA;wave;6.793320443;female;13;20;1;0.344197863;0.118472169;1.226712291;1.570910155;-0.074700862
CZA;wave;6.793320443;female;NA;NA;0;0.233280965;0.054420009;1.337629189;1.570910155;-0.074700862
CZA;wave;9.510264406;male;8.333333333;21;1;0.246931614;0.060975222;1.332047091;1.578978705;-0.047904481
CZD;wave;190.5788303;female;NA;NA;0;-0.027348889;0.000747962;1.609437912;1.582089024;-0.034384743
CZD;crab;59.97671238;female;NA;NA;0;-0.894229294;0.79964603;2.4765384;1.582309106;-0.074886741
CZD;crab;59.97671238;female;NA;NA;0;-1.042359486;1.086513298;2.624668592;1.582309106;-0.074886741
CZD;wave;59.97671238;female;22;22;1;0.329546137;0.108600657;1.252762968;1.582309106;-0.074886741
CZA;wave;318.1652042;male;18;18;1;0.166949226;0.027872044;1.416144711;1.583093937;-0.050285172
CZA;wave;173.243076;female;NA;NA;0;-0.207215787;0.042938382;1.791759469;1.584543683;-0.104090188
CZC;crab;42.62650876;female;NA;NA;0;-0.804211749;0.646756537;2.388762789;1.584551041;-0.033087531
CZC;wave;42.62650876;female;NA;NA;0;0.125936018;0.015859881;1.458615023;1.584551041;-0.033087531
CZA;crab;98.27101067;female;NA;NA;0;-0.94876332;0.900151837;2.533696814;1.584933494;-0.055754199
CZA;wave;98.27101067;female;6.75;14;1;0.22909834;0.05248605;1.355835154;1.584933494;-0.055754199
CZA;wave;98.27101067;female;18;18;1;0.216294068;0.046783124;1.368639426;1.584933494;-0.055754199
CZC;crab;151.1752581;female;NA;NA;0;-0.898283359;0.806912993;2.48490665;1.586623291;-0.012756766
CZC;wave;151.1752581;female;34.5;37;1;0.20032893;0.04013168;1.386294361;1.586623291;-0.012756766
CZC;wave;151.1752581;female;11;11;1;0.175636317;0.030848116;1.410986974;1.586623291;-0.012756766
CZB;crab;72.52377357;female;NA;NA;0;-0.725737433;0.526694821;2.312535424;1.586797991;-0.056468388
CZB;crab;72.52377357;female;NA;NA;0;-0.838004735;0.702251935;2.424802726;1.586797991;-0.056468388
CZB;wave;72.52377357;female;NA;NA;0;0.557178574;0.310447963;1.029619417;1.586797991;-0.056468388
CZB;wave;72.52377357;female;31;31;1;-0.099600963;0.009920352;1.686398954;1.586797991;-0.056468388
CZA;wave;231.4051883;male;NA;NA;0;-0.833256131;0.69431578;2.420448435;1.587192303;0.052428525
CZB;crab;29.3919302;female;NA;NA;0;-0.753548215;0.567834912;2.341805806;1.588257591;-0.024306816
CZB;crab;29.3919302;female;NA;NA;0;-0.800505198;0.640808572;2.388762789;1.588257591;-0.024306816
CZB;wave;29.3919302;female;NA;NA;0;0.177270618;0.031424872;1.410986974;1.588257591;-0.024306816
CZB;wave;29.3919302;female;NA;NA;0;-0.134509006;0.018092673;1.722766598;1.588257591;-0.024306816
CZB;wave;76.65347103;male;NA;NA;0;-0.907341281;0.823268201;2.496576487;1.589235205;0.033783524
CZB;wave;101.0587678;male;NA;NA;0;-0.759294483;0.576528113;2.348529689;1.589235205;0.054174769
CZB;wave;103.3939458;male;NA;NA;0;-0.876308124;0.767915928;2.465543329;1.589235205;0.047284855
CZB;wave;107.7800603;male;NA;NA;0;-0.882006104;0.777934768;2.47124131;1.589235205;0.053734179
CZB;wave;119.2233388;male;NA;NA;0;-0.303767213;0.09227452;1.893002418;1.589235205;-0.00274651
CZB;wave;139.5445838;male;3;3;1;-0.504951022;0.254975534;2.094186227;1.589235205;-0.026401185
CZB;wave;151.4479663;male;NA;NA;0;-0.739197459;0.546412883;2.328432664;1.589235205;0.041472772
CZB;wave;198.113055;male;13.5;15;1;0.000939295;8.82e-07;1.58829591;1.589235205;-0.081670912
CZB;wave;201.136144;male;NA;NA;0;0.023276877;0.000541813;1.565958328;1.589235205;-0.00106425
CZB;wave;211.9567852;male;11.66666667;18;1;0.007059864;4.98e-05;1.582175341;1.589235205;-0.053169896
CZB;wave;41.33550382;male;25;30;1;0.116676449;0.013613394;1.472558756;1.589235205;-0.021861507
CZB;wave;33.8049595;male;NA;NA;0;-0.4617001;0.213166983;2.050935305;1.589235205;0.012038834
CZB;wave;19.69097607;male;NA;NA;0;-0.217594773;0.047347485;1.806829978;1.589235205;-0.073684883
CZB;wave;59.28778402;male;26;26;1;0.373408655;0.139434023;1.21582655;1.589235205;-0.063690574
CZB;wave;63.83234969;male;NA;NA;0;0.042645919;0.001818674;1.546589286;1.589235205;-0.062113298
CZB;wave;107.4724194;male;NA;NA;0;-0.672021935;0.451613481;2.26125714;1.589235205;-0.003528612
CZB;wave;103.4399998;male;NA;NA;0;-0.700503458;0.490705095;2.289738663;1.589235205;0.053812448
CZC;wave;150.9487476;male;NA;NA;0;0.266677755;0.071117025;1.32255745;1.589235205;-0.018020827
CZC;wave;29.21741623;male;47;62;1;0.444150144;0.197269351;1.145085061;1.589235205;-0.075211926
CZC;wave;35.29094407;male;14;23;1;0.062382553;0.003891583;1.526852652;1.589235205;-0.037392422
CZC;wave;59.95047248;male;NA;NA;0;-0.674373871;0.454780118;2.263609076;1.589235205;0.034008881
CZC;wave;68.48457247;male;NA;NA;0;-0.76548413;0.585965953;2.354719335;1.589235205;0.054657724
CZD;wave;207.8646745;male;12;12;1;0.088736357;0.007874141;1.500498848;1.589235205;-0.053447922
CZA;wave;299.4385255;male;NA;NA;0;-0.102056997;0.010415631;1.691292202;1.589235205;-0.105039705
CZB;crab;137.2414546;female;NA;NA;0;-0.843764568;0.711938645;2.433613355;1.589848788;-0.048664429
CZB;crab;137.2414546;female;NA;NA;0;-0.997915247;0.995834841;2.587764035;1.589848788;-0.048664429
CZB;wave;137.2414546;female;63;63;1;-0.058809838;0.003458597;1.648658626;1.589848788;-0.048664429
CZB;wave;137.2414546;female;10;10;1;-0.250700846;0.062850914;1.840549633;1.589848788;-0.048664429
CZA;wave;204.3936753;male;NA;NA;0;-0.603126669;0.363761778;2.19440061;1.591273942;0.070475998
CZB;crab;57.74963514;female;NA;NA;0;-0.84007247;0.705721754;2.433613355;1.593540886;-0.054568852
CZB;crab;57.74963514;female;NA;NA;0;-1.016528907;1.033331019;2.610069793;1.593540886;-0.054568852
CZB;wave;57.74963514;female;NA;NA;0;0.528830149;0.279661326;1.064710737;1.593540886;-0.054568852
CZB;wave;57.74963514;female;NA;NA;0;0.045978377;0.002114011;1.547562509;1.593540886;-0.054568852
CZC;crab;160.6527489;female;NA;NA;0;-0.905233801;0.819448234;2.501435952;1.596202151;-0.028695048
CZC;wave;160.6527489;female;31.5;44;0;0.343439182;0.117950472;1.252762968;1.596202151;-0.028695048
CZC;wave;160.6527489;female;7;7;1;-0.108545941;0.011782221;1.704748092;1.596202151;-0.028695048
CZC;crab;149.0364246;female;NA;NA;0;-0.724741656;0.525250468;2.32238772;1.597646064;-0.073375108
CZC;crab;149.0364246;female;NA;NA;0;-0.809299044;0.654964943;2.406945108;1.597646064;-0.073375108
CZC;wave;149.0364246;female;NA;NA;0;0.008410859;7.07e-05;1.589235205;1.597646064;-0.073375108
